anchor,replication,origin_index,fixed_point_indicator,basin_fraction,d_hat_at_r_true,ARI_at_r_true,r0_released,end_to_end_success,released_stop_state,released_terminal_r,released_n_iter
S2,12,498,1,0.4444444444444444,2.0,0.3966856551009839,6,0,wrong_fixed_point,6.0,1.0
S2,13,0,0,0.0,2.0,0.2689975026757046,7,0,wrong_fixed_point,7.0,1.0
S2,13,124,0,0.0,2.0,0.1971926101008152,7,0,wrong_fixed_point,7.0,1.0
S2,13,249,0,0.0,2.0,0.2885241734322619,7,0,wrong_fixed_point,7.0,1.0
S2,13,374,0,0.0,2.0,0.2439417635393322,7,0,wrong_fixed_point,7.0,1.0
S2,13,498,0,0.0,2.0,0.3032045884240797,7,0,wrong_fixed_point,7.0,1.0
S2,14,0,1,0.4444444444444444,2.0,0.4256029866876258,6,0,wrong_fixed_point,6.0,1.0
S2,14,124,1,0.4444444444444444,2.0,0.3155505107832009,6,0,wrong_fixed_point,6.0,1.0
S2,14,249,1,0.5555555555555556,2.0,0.4128217154247523,6,0,wrong_fixed_point,6.0,1.0
S2,14,374,1,0.3333333333333333,2.0,0.4350231293814678,6,0,wrong_fixed_point,6.0,1.0
S2,14,498,1,0.3333333333333333,2.0,0.3753068520684712,6,0,wrong_fixed_point,6.0,1.0
S2,16,0,1,0.2222222222222222,2.0,0.5646154347330358,6,0,wrong_fixed_point,7.0,2.0
S2,16,124,1,0.2222222222222222,2.0,0.5015673981191222,7,0,wrong_fixed_point,7.0,1.0
S2,16,249,1,0.2222222222222222,2.0,0.7215512392045267,7,0,wrong_fixed_point,7.0,1.0
S2,16,374,1,0.2222222222222222,2.0,0.4968063122299455,7,0,wrong_fixed_point,7.0,1.0
S2,16,498,1,0.2222222222222222,2.0,0.5843122518666166,7,0,wrong_fixed_point,7.0,1.0
S2,17,0,0,0.0,2.0,0.0280746530547136,7,0,wrong_fixed_point,7.0,1.0
S2,17,124,0,0.0,2.0,0.2294226719884345,7,0,wrong_fixed_point,7.0,1.0
S2,17,249,0,0.0,2.0,0.3936528602815526,7,0,wrong_fixed_point,7.0,1.0
S2,17,374,1,0.2222222222222222,2.0,0.5715132066156504,7,0,wrong_fixed_point,7.0,1.0
S2,17,498,0,0.0,2.0,0.0874540253371475,7,0,wrong_fixed_point,7.0,1.0
S2,18,0,1,0.3333333333333333,2.0,0.470241023118544,7,0,wrong_fixed_point,7.0,1.0
S2,18,124,1,0.2222222222222222,2.0,0.475332718015899,7,0,wrong_fixed_point,7.0,1.0
S2,18,249,1,0.2222222222222222,2.0,0.4375517896891806,7,0,wrong_fixed_point,7.0,1.0
S2,18,374,1,0.2222222222222222,2.0,0.5237659523236214,7,0,wrong_fixed_point,7.0,1.0
S2,18,498,1,0.2222222222222222,2.0,0.5235299717576873,6,0,wrong_fixed_point,6.0,1.0
S2,19,0,1,0.5555555555555556,2.0,0.4003525523319868,6,0,wrong_fixed_point,6.0,1.0
S2,19,124,1,0.5555555555555556,2.0,0.3469990160708429,6,0,wrong_fixed_point,6.0,1.0
S2,19,249,1,0.5555555555555556,2.0,0.3750848761939251,6,0,wrong_fixed_point,6.0,1.0
S2,19,374,1,0.5555555555555556,2.0,0.5176400239186765,6,0,wrong_fixed_point,6.0,1.0
S2,19,498,1,0.5555555555555556,2.0,0.3146266018559434,6,0,wrong_fixed_point,6.0,1.0
S3,0,0,0,0.0,2.0,0.1461706076991364,6,0,wrong_fixed_point,6.0,1.0
S3,0,124,0,0.0,2.0,0.1703850656953297,6,0,wrong_fixed_point,6.0,1.0
S3,0,249,0,0.0,2.0,0.1527389937608706,6,0,wrong_fixed_point,6.0,1.0
S3,0,374,0,0.0,2.0,0.1740678254678285,6,0,wrong_fixed_point,6.0,1.0
S3,0,498,0,0.0,2.0,0.2748845309305671,6,0,wrong_fixed_point,6.0,1.0
S3,1,0,0,0.0,2.0,0.025207199254573,7,0,wrong_fixed_point,7.0,1.0
S3,1,124,0,0.0,2.0,0.03275583351023,7,0,wrong_fixed_point,7.0,1.0
S3,1,249,0,0.0,2.0,0.0147442150544512,7,0,wrong_fixed_point,7.0,1.0
S3,1,374,0,0.0,2.0,0.0169183551938434,7,0,wrong_fixed_point,7.0,1.0
S3,1,498,0,0.0,2.0,0.0235208645506969,7,0,wrong_fixed_point,7.0,1.0
S3,4,0,0,0.0,3.0,0.0085335222515617,7,0,wrong_fixed_point,7.0,1.0
S3,4,124,0,0.0,3.0,0.0146043783511567,7,0,wrong_fixed_point,7.0,1.0
S3,4,249,0,0.0,3.0,0.0178782256704334,7,0,wrong_fixed_point,7.0,1.0
S3,4,374,0,0.0,3.0,-0.0047310186951545,7,0,wrong_fixed_point,7.0,1.0
S3,4,498,0,0.0,3.0,0.0028763042425487,7,0,wrong_fixed_point,7.0,1.0
S3,5,0,0,0.0,2.0,0.0290157319671759,7,0,wrong_fixed_point,7.0,1.0
S3,5,124,0,0.0,2.0,0.0516518530940801,7,0,wrong_fixed_point,7.0,1.0
S3,5,249,0,0.0,2.0,-0.0066346762123713,7,0,wrong_fixed_point,7.0,1.0
S3,5,374,0,0.0,2.0,0.0226608729181806,7,0,wrong_fixed_point,7.0,1.0
S3,5,498,0,0.0,2.0,0.0372559660882702,7,0,wrong_fixed_point,7.0,1.0
S3,6,0,0,0.0,3.0,0.029796944242344,7,0,wrong_fixed_point,7.0,1.0
S3,6,124,0,0.0,2.0,0.0045144543153346,7,0,wrong_fixed_point,7.0,1.0
S3,6,249,0,0.0,2.0,0.0791803409909549,7,0,wrong_fixed_point,7.0,1.0
S3,6,374,0,0.0,2.0,0.1699443047957021,7,0,wrong_fixed_point,7.0,1.0
S3,6,498,0,0.0,2.0,0.1400224882598055,7,0,wrong_fixed_point,7.0,1.0
S3,7,0,1,0.1111111111111111,3.0,0.4583003793075619,6,0,wrong_fixed_point,6.0,1.0
S3,7,124,1,0.1111111111111111,2.0,0.4185605756412521,6,0,wrong_fixed_point,6.0,1.0
S3,7,249,1,0.1111111111111111,2.0,0.3699922045763722,6,0,wrong_fixed_point,6.0,1.0
S3,7,374,1,0.1111111111111111,2.0,0.3936349681596425,6,0,wrong_fixed_point,6.0,1.0
S3,7,498,1,0.1111111111111111,2.0,0.5017606483044715,6,0,wrong_fixed_point,6.0,1.0
S3,8,0,0,0.0,2.0,0.2942392186280063,6,0,wrong_fixed_point,6.0,1.0
S3,8,124,0,0.0,2.0,0.2381774580335731,6,0,wrong_fixed_point,6.0,1.0
S3,8,249,0,0.0,2.0,0.1254808572998717,6,0,wrong_fixed_point,6.0,1.0
S3,8,374,0,0.0,2.0,0.1493434335529713,6,0,wrong_fixed_point,6.0,1.0
S3,8,498,0,0.0,3.0,0.1098988705986565,6,0,wrong_fixed_point,6.0,1.0
S3,9,0,0,0.0,2.0,-0.013528530704933,7,0,wrong_fixed_point,7.0,1.0
S3,9,124,0,0.0,2.0,0.0246651073782691,7,0,wrong_fixed_point,7.0,1.0
S3,9,249,0,0.0,2.0,0.0542336675962736,7,0,wrong_fixed_point,7.0,1.0
S3,9,374,0,0.0,2.0,0.0612182822380533,7,0,wrong_fixed_point,7.0,1.0
S3,9,498,0,0.0,2.0,0.0419138246756295,7,0,wrong_fixed_point,7.0,1.0
S3,10,0,0,0.0,2.0,0.3455796850938119,7,0,wrong_fixed_point,7.0,1.0
S3,10,124,0,0.0,2.0,0.2499042865448151,7,0,wrong_fixed_point,7.0,1.0
S3,10,249,0,0.0,2.0,0.2933219204255384,7,0,wrong_fixed_point,7.0,1.0
S3,10,374,1,0.2222222222222222,2.0,0.2970328789093825,7,0,wrong_fixed_point,7.0,1.0
S3,10,498,1,0.2222222222222222,2.0,0.2938785234599521,7,0,wrong_fixed_point,7.0,1.0
S3,11,0,0,0.0,2.0,-0.0027736686390532,7,0,wrong_fixed_point,7.0,1.0
S3,11,124,0,0.0,2.0,0.0077383362577045,7,0,wrong_fixed_point,7.0,1.0
S3,11,249,0,0.0,2.0,-0.0008305031959542,7,0,wrong_fixed_point,7.0,1.0
S3,11,374,0,0.0,3.0,0.0252118678662987,7,0,wrong_fixed_point,7.0,1.0
S3,11,498,0,0.0,3.0,0.0058281141266527,7,0,wrong_fixed_point,7.0,1.0
S3,12,0,0,0.0,2.0,0.0080862931428824,7,0,wrong_fixed_point,7.0,1.0
S3,12,124,0,0.0,2.0,0.0708275894851927,7,0,wrong_fixed_point,7.0,1.0
S3,12,249,0,0.0,2.0,0.1098215000400224,7,0,wrong_fixed_point,7.0,1.0
S3,12,374,0,0.0,2.0,0.0608695652173913,7,0,wrong_fixed_point,7.0,1.0
S3,12,498,0,0.0,2.0,0.123042541821185,7,0,wrong_fixed_point,7.0,1.0
S3,13,0,1,0.1111111111111111,2.0,0.3680344080620349,7,0,wrong_fixed_point,7.0,1.0
S3,13,124,0,0.0,2.0,0.2836304446496486,7,0,wrong_fixed_point,7.0,1.0
S3,13,249,0,0.0,2.0,0.1991821383797982,7,0,wrong_fixed_point,7.0,1.0
S3,13,374,0,0.0,2.0,0.250647332988089,7,0,wrong_fixed_point,7.0,1.0
S3,13,498,0,0.0,2.0,0.2343399322054885,7,0,wrong_fixed_point,7.0,1.0
S3,14,0,0,0.0,2.0,0.1899596553711558,6,0,wrong_fixed_point,6.0,1.0
S3,14,124,0,0.0,2.0,0.2317742227787205,7,0,wrong_fixed_point,7.0,1.0
S3,14,249,1,0.2222222222222222,2.0,0.2630564687211543,7,0,wrong_fixed_point,7.0,1.0
S3,14,374,1,0.2222222222222222,2.0,0.2944254905290458,7,0,wrong_fixed_point,7.0,1.0
S3,14,498,0,0.0,2.0,0.0189773326304691,7,0,wrong_fixed_point,7.0,1.0
S3,15,0,0,0.0,2.0,0.140850012821724,7,0,wrong_fixed_point,7.0,1.0
S3,15,124,0,0.0,2.0,0.1986616676949361,7,0,wrong_fixed_point,7.0,1.0
S3,15,249,0,0.0,2.0,0.036981859609149,7,0,wrong_fixed_point,7.0,1.0
S3,15,374,0,0.0,2.0,0.0447226393493807,7,0,wrong_fixed_point,7.0,1.0
S3,15,498,0,0.0,2.0,0.0390631957018611,7,0,wrong_fixed_point,7.0,1.0
S3,16,0,0,0.0,2.0,0.3483465556515592,6,0,wrong_fixed_point,6.0,1.0
S3,16,124,0,0.0,2.0,0.4368968501494097,6,0,wrong_fixed_point,6.0,1.0
S3,16,249,0,0.0,2.0,0.4169573119811367,6,0,wrong_fixed_point,6.0,1.0
S3,16,374,1,0.1111111111111111,2.0,0.4900518390520859,6,0,wrong_fixed_point,6.0,1.0
S3,16,498,1,0.1111111111111111,2.0,0.4806125454010013,6,0,wrong_fixed_point,6.0,1.0
S3,17,0,0,0.0,2.0,0.24196164764498,6,0,wrong_fixed_point,6.0,1.0
S3,17,124,0,0.0,2.0,0.318255273923741,6,0,wrong_fixed_point,6.0,1.0
S3,17,249,0,0.0,2.0,0.2722528311212548,6,0,wrong_fixed_point,6.0,1.0
S3,17,374,0,0.0,2.0,0.2761399848525986,6,0,wrong_fixed_point,6.0,1.0
S3,17,498,0,0.0,3.0,0.2762566407846342,6,0,wrong_fixed_point,6.0,1.0
S3,18,0,0,0.0,2.0,0.3507670084315973,7,0,wrong_fixed_point,7.0,1.0
S3,18,124,0,0.0,2.0,0.4100675076303168,7,0,wrong_fixed_point,7.0,1.0
S3,18,249,0,0.0,2.0,0.2595630106461996,7,0,wrong_fixed_point,7.0,1.0
S3,18,374,0,0.0,2.0,0.2672536620507484,7,0,wrong_fixed_point,7.0,1.0
S3,18,498,0,0.0,2.0,0.4233287414676428,7,0,wrong_fixed_point,7.0,1.0
S3,19,0,0,0.0,2.0,0.0886475122634898,7,0,wrong_fixed_point,7.0,1.0
S3,19,124,0,0.0,2.0,0.0158439198559064,7,0,wrong_fixed_point,7.0,1.0
S3,19,249,0,0.0,2.0,0.0165990698257097,7,0,wrong_fixed_point,7.0,1.0
S3,19,374,0,0.0,2.0,0.0757064431346324,7,0,wrong_fixed_point,7.0,1.0
S3,19,498,0,0.0,2.0,0.0488922168876359,7,0,wrong_fixed_point,7.0,1.0
S4,0,0,0,0.0,9.0,0.0087042906476181,7,0,wrong_fixed_point,7.0,1.0
S4,0,124,0,0.0,10.0,-0.0077085781433607,7,0,wrong_fixed_point,7.0,1.0
S4,0,249,0,0.0,11.0,-0.0086972962752883,7,0,wrong_fixed_point,7.0,1.0
S4,0,374,0,0.0,9.0,-0.0090464990048851,7,0,wrong_fixed_point,7.0,1.0
S4,0,498,0,0.0,9.0,-0.0030684631860369,7,0,wrong_fixed_point,7.0,1.0
S4,1,0,0,0.0,11.0,0.0170811271576807,8,0,wrong_fixed_point,8.0,1.0
S4,1,124,0,0.0,10.0,0.0170948568060126,8,0,wrong_fixed_point,8.0,1.0
S4,1,249,0,0.0,11.0,-0.0001929477593941,8,0,wrong_fixed_point,8.0,1.0
S4,1,374,0,0.0,10.0,0.0278968899403617,8,0,wrong_fixed_point,8.0,1.0
S4,1,498,0,0.0,11.0,-0.0042448580721015,8,0,wrong_fixed_point,8.0,1.0
S4,3,0,0,0.0,13.0,0.0165901928446628,10,0,out_of_grid,,
S4,3,124,0,0.0,13.0,0.0139464007685427,10,0,out_of_grid,,
S4,3,249,0,0.0,13.0,0.0225669957686882,10,0,out_of_grid,,
S4,3,374,0,0.0,13.0,0.0427351796383207,10,0,out_of_grid,,
S4,3,498,0,0.0,13.0,0.0431366947578917,10,0,out_of_grid,,
S4,4,0,0,0.0,13.0,0.0015932287776947,9,0,wrong_fixed_point,9.0,1.0
S4,4,124,0,0.0,13.0,-0.000163561720015,9,0,wrong_fixed_point,9.0,1.0
S4,4,249,0,0.0,13.0,0.0227518959913326,9,0,wrong_fixed_point,9.0,1.0
S4,4,374,0,0.0,13.0,-0.0048945535772945,9,0,wrong_fixed_point,9.0,1.0
S4,4,498,0,0.0,13.0,0.000562997797685,9,0,wrong_fixed_point,9.0,1.0
S4,5,0,0,0.0,13.0,0.0100052743459011,10,0,out_of_grid,,
S4,5,124,0,0.0,13.0,-0.0010834236186348,10,0,out_of_grid,,
S4,5,249,0,0.0,13.0,0.0053095010388154,10,0,out_of_grid,,
S4,5,374,0,0.0,13.0,-0.0004916420845624,10,0,out_of_grid,,
S4,5,498,0,0.0,13.0,0.04457695879564,10,0,out_of_grid,,
S4,7,0,0,0.0,13.0,0.0153879104403842,10,0,out_of_grid,,
S4,7,124,0,0.0,13.0,0.0114079020589872,10,0,out_of_grid,,
S4,7,249,0,0.0,12.0,0.0409346132946929,10,0,out_of_grid,,
S4,7,374,0,0.0,13.0,0.0451467268623024,10,0,out_of_grid,,
S4,7,498,0,0.0,13.0,0.0672676520386217,10,0,out_of_grid,,
S4,8,0,0,0.0,9.0,-0.0119329868580131,7,0,wrong_fixed_point,7.0,1.0
S4,8,124,0,0.0,10.0,-0.0016424676433874,7,0,wrong_fixed_point,7.0,1.0
S4,8,249,0,0.0,10.0,-0.0131650046666994,7,0,wrong_fixed_point,7.0,1.0
S4,8,374,0,0.0,10.0,0.0038568607020108,7,0,wrong_fixed_point,7.0,1.0
S4,8,498,0,0.0,11.0,0.0017182414459662,7,0,wrong_fixed_point,7.0,1.0
S4,9,0,0,0.0,13.0,-0.0112754067553533,10,0,out_of_grid,,
S4,9,124,0,0.0,13.0,-0.0232004660064908,10,0,out_of_grid,,
S4,9,249,0,0.0,13.0,-0.0159525314916589,10,0,out_of_grid,,
S4,9,374,0,0.0,12.0,-0.0088341276298965,10,0,out_of_grid,,
S4,9,498,0,0.0,12.0,0.0,10,0,out_of_grid,,
S4,10,0,0,0.0,12.0,-0.0091463910814549,10,0,out_of_grid,,
S4,10,124,0,0.0,12.0,0.0066634778736248,10,0,out_of_grid,,
S4,10,249,0,0.0,12.0,0.0015022615568001,10,0,out_of_grid,,
S4,10,374,0,0.0,12.0,0.0153089119737561,10,0,out_of_grid,,
S4,10,498,0,0.0,12.0,0.0085040203831772,10,0,out_of_grid,,
S4,11,0,0,0.0,12.0,0.0053328343546802,10,0,out_of_grid,,
S4,11,124,0,0.0,12.0,0.0023437963567317,10,0,out_of_grid,,
S4,11,249,0,0.0,13.0,0.014817593547782,10,0,out_of_grid,,
S4,11,374,0,0.0,13.0,0.0079886694568659,10,0,out_of_grid,,
S4,11,498,0,0.0,13.0,-0.0160439235283481,10,0,out_of_grid,,
S4,12,0,0,0.0,14.0,-0.0044008287692134,9,0,wrong_fixed_point,9.0,1.0
S4,12,124,0,0.0,13.0,0.0125846566541372,9,0,wrong_fixed_point,9.0,1.0
S4,12,249,0,0.0,13.0,0.0101093801789857,9,0,wrong_fixed_point,9.0,1.0
S4,12,374,0,0.0,13.0,0.0040132239017089,9,0,wrong_fixed_point,9.0,1.0
S4,12,498,0,0.0,13.0,0.018801700811751,9,0,wrong_fixed_point,9.0,1.0
S4,13,0,0,0.0,11.0,0.0321192731399032,7,0,wrong_fixed_point,7.0,1.0
S4,13,124,0,0.0,12.0,0.0350315691466146,7,0,wrong_fixed_point,7.0,1.0
S4,13,249,0,0.0,11.0,0.0373751060946736,7,0,wrong_fixed_point,7.0,1.0
S4,13,374,0,0.0,11.0,0.0676162690921572,8,0,wrong_fixed_point,8.0,1.0
S4,13,498,0,0.0,11.0,0.0379763075738784,7,0,wrong_fixed_point,8.0,2.0
S4,14,0,0,0.0,9.0,0.0131804891632245,7,0,wrong_fixed_point,7.0,1.0
S4,14,124,0,0.0,9.0,0.0012796724038646,7,0,wrong_fixed_point,7.0,1.0
S4,14,249,0,0.0,9.0,6.263799934230101e-05,7,0,wrong_fixed_point,7.0,1.0
S4,14,374,0,0.0,9.0,0.0036391070873829,7,0,wrong_fixed_point,7.0,1.0
S4,14,498,0,0.0,9.0,0.0523841725906744,7,0,wrong_fixed_point,7.0,1.0
S4,15,0,0,0.0,12.0,0.0053837895031664,10,0,out_of_grid,,
S4,15,124,0,0.0,13.0,0.0199219646545788,10,0,out_of_grid,,
S4,15,249,0,0.0,13.0,0.0278917956579793,10,0,out_of_grid,,
S4,15,374,0,0.0,13.0,0.0194011782745541,10,0,out_of_grid,,
S4,15,498,0,0.0,13.0,0.0459970043967724,10,0,out_of_grid,,
S4,16,0,0,0.0,12.0,0.0326515115561672,9,0,wrong_fixed_point,9.0,1.0
S4,16,124,0,0.0,12.0,0.0649401523394994,9,0,wrong_fixed_point,9.0,1.0
S4,16,249,0,0.0,12.0,0.0771036281353072,8,0,wrong_fixed_point,9.0,2.0
S4,16,374,0,0.0,12.0,0.0109833533550712,9,0,wrong_fixed_point,9.0,1.0
S4,16,498,0,0.0,12.0,0.0531502498715613,9,0,wrong_fixed_point,9.0,1.0
S4,17,0,0,0.0,12.0,0.0042277157425934,10,0,out_of_grid,,
S4,17,124,0,0.0,11.0,-0.0133955424056703,10,0,out_of_grid,,
S4,17,249,0,0.0,11.0,-0.0152361769865505,10,0,out_of_grid,,
S4,17,374,0,0.0,12.0,-0.015108351205147,10,0,out_of_grid,,
S4,17,498,0,0.0,12.0,-0.0115527613333546,10,0,out_of_grid,,
S4,18,0,0,0.0,13.0,0.0256908140403286,10,0,out_of_grid,,
S4,18,124,0,0.0,14.0,0.0040046884157061,10,0,out_of_grid,,
S4,18,249,0,0.0,13.0,0.0014220517229975,10,0,out_of_grid,,
S4,18,374,0,0.0,13.0,0.0079701038428467,10,0,out_of_grid,,
S4,18,498,0,0.0,13.0,0.0421257922964407,10,0,out_of_grid,,
loading_scale_negative_gap,0,0,0,0.0,2.0,0.2309460385113022,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,0,124,0,0.0,2.0,0.1955576785287795,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,0,249,0,0.0,2.0,0.1643602558065349,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,0,374,0,0.0,2.0,0.183946724730301,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,0,498,0,0.0,2.0,0.2079270818947659,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,1,0,1,0.5555555555555556,2.0,0.2193456522442639,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,1,124,0,0.0,2.0,0.2570791760781439,5,0,wrong_fixed_point,6.0,2.0
loading_scale_negative_gap,1,249,1,0.5555555555555556,2.0,0.3397625416490685,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,1,374,0,0.0,2.0,0.3209530483531885,7,0,wrong_fixed_point,7.0,1.0
loading_scale_negative_gap,1,498,0,0.0,2.0,0.3110173958882446,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,2,0,1,0.5555555555555556,2.0,0.1609191908445673,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,2,124,1,0.5555555555555556,2.0,0.20087090003446,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,2,249,1,0.5555555555555556,2.0,0.1810277765066581,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,2,374,1,0.8888888888888888,2.0,0.2420063288150002,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,2,498,1,0.5555555555555556,3.0,0.2339408218418682,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,3,0,1,0.5555555555555556,2.0,0.0937505154299097,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,3,124,1,0.1111111111111111,2.0,0.1018264911649163,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,3,249,1,0.1111111111111111,2.0,0.1446168968086624,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,3,374,1,0.1111111111111111,2.0,0.1315388756440821,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,3,498,1,0.1111111111111111,2.0,0.1255797359971459,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,4,0,1,0.5555555555555556,2.0,0.1085649717514124,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,4,124,1,0.5555555555555556,3.0,0.1937780578089312,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,4,249,1,0.5555555555555556,2.0,0.1186361074582002,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,4,374,1,0.5555555555555556,2.0,0.1568664287056171,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,4,498,1,0.1111111111111111,2.0,0.1024937454604148,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,5,0,1,0.5555555555555556,2.0,0.2622982321291314,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,5,124,0,0.0,2.0,0.2024657058517103,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,5,249,0,0.0,2.0,0.0910094782368639,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,5,374,0,0.0,2.0,0.2053536136101317,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,5,498,0,0.0,2.0,0.250012342631449,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,6,0,1,0.5555555555555556,3.0,0.3760091568103777,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,6,124,1,0.5555555555555556,2.0,0.5134021849441824,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,6,249,1,0.5555555555555556,2.0,0.2449004315893087,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,6,374,0,0.0,2.0,0.1567955868089234,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,6,498,1,0.5555555555555556,2.0,0.1797598927676438,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,7,0,1,0.5555555555555556,2.0,0.4352517409749459,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,7,124,1,1.0,2.0,0.5791693544385451,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,7,249,1,0.5555555555555556,2.0,0.4817367444112662,4,1,correct_fixed_point,5.0,2.0
loading_scale_negative_gap,7,374,1,0.5555555555555556,2.0,0.5322158027504272,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,7,498,1,0.4444444444444444,2.0,0.1635882169114623,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,8,0,1,0.5555555555555556,2.0,0.2669729043863735,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,8,124,1,0.5555555555555556,2.0,0.3108358015967283,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,8,249,1,0.5555555555555556,2.0,0.2948199530103729,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,8,374,1,0.5555555555555556,2.0,0.2647863541845812,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,8,498,1,0.5555555555555556,2.0,0.2436931525656427,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,9,0,1,0.2222222222222222,2.0,0.2729643665076872,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,9,124,1,0.2222222222222222,3.0,0.3749197728955813,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,9,249,0,0.0,2.0,0.3026439273809909,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,9,374,0,0.0,2.0,0.2346732645359307,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,9,498,1,0.5555555555555556,2.0,0.2859499320784009,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,10,0,0,0.0,2.0,0.4287776947971122,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,10,124,0,0.0,2.0,0.4163995948257252,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,10,249,0,0.0,2.0,0.2674372783396821,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,10,374,1,0.1111111111111111,2.0,0.2787718069812135,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,10,498,1,0.1111111111111111,2.0,0.287037037037037,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,11,0,1,0.5555555555555556,2.0,0.2430949860456164,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,11,124,1,0.1111111111111111,2.0,0.2630614999036051,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,11,249,0,0.0,2.0,0.1919676283634162,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,11,374,0,0.0,2.0,0.2123716264628612,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,11,498,0,0.0,2.0,0.2061892187801893,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,12,0,1,0.5555555555555556,2.0,0.1942485078676071,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,12,124,1,0.3333333333333333,2.0,0.072517020008042,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,12,249,1,0.1111111111111111,2.0,0.254530409598676,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,12,374,1,0.1111111111111111,3.0,0.1804233043007355,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,12,498,1,0.1111111111111111,2.0,0.2535046228154161,5,1,correct_fixed_point,5.0,1.0
loading_scale_negative_gap,13,0,0,0.0,2.0,0.1767195098844186,7,0,wrong_fixed_point,7.0,1.0
loading_scale_negative_gap,13,124,0,0.0,2.0,0.2382461936866544,7,0,wrong_fixed_point,7.0,1.0
loading_scale_negative_gap,13,249,0,0.0,2.0,0.3184063381314901,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,13,374,0,0.0,2.0,0.1746060496286904,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,13,498,0,0.0,2.0,0.2519303108295387,6,0,wrong_fixed_point,6.0,1.0
loading_scale_negative_gap,14,0,0,0.0,3.0,0.0799412725284273,4,0,wrong_fixed_point,4.0,1.0
