experiment,structural_seed,T,residual_type,r_used,r_selected,branch,status,d_hat,d_embed,K_gmm,ARI,MP_edge,eig_1,eig_2,eig_3,eig_4,eig_5,eig_6,eig_7,eig_8
manual_r_sweep,2951145736,1500,estimated,5,,full_pipeline,ok,3,3,3,0.3859311327099846,1.5830644461609886,4.776909651608148,3.8601008315128396,1.5842322875284915,1.5347541132932412,1.492839888149659,1.4737487710490407,1.4601823112427335,1.441801354052354
manual_r_sweep,2951145736,1500,estimated,7,,oracle,ok,3,4,4,0.006080004285465576,1.5830644461609886,1.688571193190315,1.6209621296377472,1.6164951912094023,1.5820725954875505,1.5605451911902408,1.5469968824525988,1.504925212119166,1.4981937989414071
manual_r_sweep,2951145736,1500,estimated,7,,mp_fixed_k,ok,3,3,4,0.009817818295758046,1.5830644461609886,1.688571193190315,1.6209621296377472,1.6164951912094023,1.5820725954875505,1.5605451911902408,1.5469968824525988,1.504925212119166,1.4981937989414071
manual_r_sweep,2951145736,1500,estimated,7,,full_pipeline,ok,3,3,3,-0.011597541214125966,1.5830644461609886,1.688571193190315,1.6209621296377472,1.6164951912094023,1.5820725954875505,1.5605451911902408,1.5469968824525988,1.504925212119166,1.4981937989414071
baing_jj2_bridge,2951145736,1500,estimated,6,6,oracle,ok,3,4,4,0.18883747831116252,1.5830644461609886,4.150112509215124,1.632777029243148,1.5849059826814373,1.5527218448865594,1.5276317118675322,1.5080824735405804,1.4965608122500949,1.4345345443257402
baing_jj2_bridge,2951145736,1500,estimated,6,6,mp_fixed_k,ok,3,3,4,0.1858660819699781,1.5830644461609886,4.150112509215124,1.632777029243148,1.5849059826814373,1.5527218448865594,1.5276317118675322,1.5080824735405804,1.4965608122500949,1.4345345443257402
baing_jj2_bridge,2951145736,1500,estimated,6,6,full_pipeline,ok,3,3,3,0.11740160543159235,1.5830644461609886,4.150112509215124,1.632777029243148,1.5849059826814373,1.5527218448865594,1.5276317118675322,1.5080824735405804,1.4965608122500949,1.4345345443257402
paired_T_true_residual,3141226789,200,true,,,oracle,ok,2,4,4,0.6643695878859319,2.914213562373095,8.210150911243854,4.602452244249561,2.597977061140728,2.452248596653222,2.3489179847463033,2.283900425216056,2.1552620298824388,2.11779008697843
paired_T_true_residual,3141226789,200,true,,,mp_fixed_k,ok,2,2,4,0.5937390080900458,2.914213562373095,8.210150911243854,4.602452244249561,2.597977061140728,2.452248596653222,2.3489179847463033,2.283900425216056,2.1552620298824388,2.11779008697843
paired_T_true_residual,3141226789,200,true,,,full_pipeline,ok,2,2,2,0.3207310911447464,2.914213562373095,8.210150911243854,4.602452244249561,2.597977061140728,2.452248596653222,2.3489179847463033,2.283900425216056,2.1552620298824388,2.11779008697843
paired_T_true_residual,3141226789,500,true,,,oracle,ok,2,4,4,0.6277776962905378,2.0944271909999155,6.710300620266228,4.6620053692480035,1.9627512077384042,1.8106943842425207,1.751465925500277,1.717415539243433,1.645313694429001,1.6229536364158417
paired_T_true_residual,3141226789,500,true,,,mp_fixed_k,ok,2,2,4,0.6381145685790635,2.0944271909999155,6.710300620266228,4.6620053692480035,1.9627512077384042,1.8106943842425207,1.751465925500277,1.717415539243433,1.645313694429001,1.6229536364158417
paired_T_true_residual,3141226789,500,true,,,full_pipeline,ok,2,2,2,0.32653061224489793,2.0944271909999155,6.710300620266228,4.6620053692480035,1.9627512077384042,1.8106943842425207,1.751465925500277,1.717415539243433,1.645313694429001,1.6229536364158417
paired_T_true_residual,3141226789,1000,true,,,oracle,ok,2,4,4,0.92264724951374,1.732455532033676,6.918410616935394,4.551204359611195,1.66900315277858,1.5759115515999313,1.474308769038531,1.4592685268411543,1.442237643193626,1.4379986821469193
paired_T_true_residual,3141226789,1000,true,,,mp_fixed_k,ok,2,2,4,0.6618784051331705,1.732455532033676,6.918410616935394,4.551204359611195,1.66900315277858,1.5759115515999313,1.474308769038531,1.4592685268411543,1.442237643193626,1.4379986821469193
paired_T_true_residual,3141226789,1000,true,,,full_pipeline,ok,2,2,2,0.32653061224489793,1.732455532033676,6.918410616935394,4.551204359611195,1.66900315277858,1.5759115515999313,1.474308769038531,1.4592685268411543,1.442237643193626,1.4379986821469193
paired_T_true_residual,3141226789,1500,true,,,oracle,ok,2,4,4,0.97305763367046,1.5830644461609886,6.446304665506364,4.586920844864838,1.582796538743119,1.4633024754201172,1.420392048556057,1.3577156447332994,1.3440022567187409,1.3293944404081521
paired_T_true_residual,3141226789,1500,true,,,mp_fixed_k,ok,2,2,4,0.6208347432068615,1.5830644461609886,6.446304665506364,4.586920844864838,1.582796538743119,1.4633024754201172,1.420392048556057,1.3577156447332994,1.3440022567187409,1.3293944404081521
paired_T_true_residual,3141226789,1500,true,,,full_pipeline,ok,2,2,2,0.32653061224489793,1.5830644461609886,6.446304665506364,4.586920844864838,1.582796538743119,1.4633024754201172,1.420392048556057,1.3577156447332994,1.3440022567187409,1.3293944404081521
paired_T_true_residual,3141226789,3000,true,,,oracle,ok,3,4,4,0.9472597722581074,1.3984817050034442,6.979223476420388,4.372548416774368,1.4388835778396705,1.3545511639456551,1.2823723916014442,1.24109550418849,1.2245703812421262,1.2181597535705957
paired_T_true_residual,3141226789,3000,true,,,mp_fixed_k,ok,3,3,4,0.97305763367046,1.3984817050034442,6.979223476420388,4.372548416774368,1.4388835778396705,1.3545511639456551,1.2823723916014442,1.24109550418849,1.2245703812421262,1.2181597535705957
paired_T_true_residual,3141226789,3000,true,,,full_pipeline,ok,3,3,3,0.7079646017699115,1.3984817050034442,6.979223476420388,4.372548416774368,1.4388835778396705,1.3545511639456551,1.2823723916014442,1.24109550418849,1.2245703812421262,1.2181597535705957
manual_r_sweep,3141226789,1500,estimated,3,,oracle,ok,4,4,4,0.18087067822694927,1.5830644461609886,22.983018987576827,8.22390336018778,4.657681746060312,3.171169258919182,1.250870542290122,1.2257982217002432,1.1526531201534678,1.1426884729745455
manual_r_sweep,3141226789,1500,estimated,3,,mp_fixed_k,ok,4,4,4,0.18087067822694927,1.5830644461609886,22.983018987576827,8.22390336018778,4.657681746060312,3.171169258919182,1.250870542290122,1.2257982217002432,1.1526531201534678,1.1426884729745455
manual_r_sweep,3141226789,1500,estimated,3,,full_pipeline,ok,4,4,4,0.18087067822694927,1.5830644461609886,22.983018987576827,8.22390336018778,4.657681746060312,3.171169258919182,1.250870542290122,1.2257982217002432,1.1526531201534678,1.1426884729745455
manual_r_sweep,3141226789,1500,estimated,5,,oracle,ok,3,4,4,0.6227795193312434,1.5830644461609886,6.482169643969986,4.374702199410501,1.6131275075436626,1.5216878993167167,1.4739628994763962,1.406577136783809,1.3865569053049271,1.3713651240614861
manual_r_sweep,3141226789,1500,estimated,5,,mp_fixed_k,ok,3,3,4,0.5683870056053636,1.5830644461609886,6.482169643969986,4.374702199410501,1.6131275075436626,1.5216878993167167,1.4739628994763962,1.406577136783809,1.3865569053049271,1.3713651240614861
manual_r_sweep,3141226789,1500,estimated,5,,full_pipeline,ok,3,3,3,0.6449546493514057,1.5830644461609886,6.482169643969986,4.374702199410501,1.6131275075436626,1.5216878993167167,1.4739628994763962,1.406577136783809,1.3865569053049271,1.3713651240614861
manual_r_sweep,3141226789,1500,estimated,7,,oracle,ok,4,4,4,0.07703321878579611,1.5830644461609886,1.718445839721567,1.6439730472540472,1.5948259563411904,1.5872283959240188,1.543659042040844,1.5196502038244328,1.5057592108502322,1.4961038052466509
manual_r_sweep,3141226789,1500,estimated,7,,mp_fixed_k,ok,4,4,4,0.07703321878579611,1.5830644461609886,1.718445839721567,1.6439730472540472,1.5948259563411904,1.5872283959240188,1.543659042040844,1.5196502038244328,1.5057592108502322,1.4961038052466509
manual_r_sweep,3141226789,1500,estimated,7,,full_pipeline,ok,4,4,4,0.07703321878579611,1.5830644461609886,1.718445839721567,1.6439730472540472,1.5948259563411904,1.5872283959240188,1.543659042040844,1.5196502038244328,1.5057592108502322,1.4961038052466509
baing_jj2_bridge,3141226789,1500,estimated,7,7,oracle,ok,4,4,4,0.07703321878579611,1.5830644461609886,1.718445839721567,1.6439730472540472,1.5948259563411904,1.5872283959240188,1.543659042040844,1.5196502038244328,1.5057592108502322,1.4961038052466509
baing_jj2_bridge,3141226789,1500,estimated,7,7,mp_fixed_k,ok,4,4,4,0.07703321878579611,1.5830644461609886,1.718445839721567,1.6439730472540472,1.5948259563411904,1.5872283959240188,1.543659042040844,1.5196502038244328,1.5057592108502322,1.4961038052466509
baing_jj2_bridge,3141226789,1500,estimated,7,7,full_pipeline,ok,4,4,4,0.07703321878579611,1.5830644461609886,1.718445839721567,1.6439730472540472,1.5948259563411904,1.5872283959240188,1.543659042040844,1.5196502038244328,1.5057592108502322,1.4961038052466509
paired_T_true_residual,827407145,200,true,,,oracle,ok,2,4,4,0.5218982351669189,2.914213562373095,9.750810696226317,4.001506790593746,2.504591999738133,2.4419915867771897,2.3074786032614227,2.211857130283303,2.194398937636306,2.0748100027355973
