replication,branch,r_used,split,sse,den,ARI,d_hat,pr_d_hat_eq_K_true,n_origins,MSPE
5,primary_fixed_K,1,eval,53203.49558994843,25000,0.011000743694442573,5.104,0.0,250,2.128139823597937
5,primary_fixed_K,1,tune,53137.54596398537,24900,0.01775316683098331,5.024096385542169,0.0,249,2.134037990521501
5,primary_fixed_K,2,eval,51621.750387432134,25000,0.07770264404057875,5.0,0.0,250,2.064870015497285
5,primary_fixed_K,2,tune,51153.69737826489,24900,0.04670740875074071,5.0,0.0,249,2.054365356556823
5,primary_fixed_K,3,eval,50261.30197347342,25000,0.04264840590500577,4.0,1.0,250,2.0104520789389366
5,primary_fixed_K,3,tune,49782.81554759237,24900,0.022926438518620657,4.0,1.0,249,1.9993098613490912
5,primary_fixed_K,4,eval,48444.688184960505,25000,0.22621303992939332,3.0,0.0,250,1.9377875273984202
5,primary_fixed_K,4,tune,48053.30540356454,24900,0.25943535540449747,3.0,0.0,249,1.9298516226331142
5,primary_fixed_K,5,eval,48340.971529143375,25000,0.6529456415445957,2.0,0.0,250,1.933638861165735
5,primary_fixed_K,5,tune,47354.45771446598,24900,0.6508216579329834,2.0,0.0,249,1.9017854503801597
5,primary_fixed_K,6,eval,48627.17510066979,25000,0.22177891382376466,1.676,0.0,250,1.9450870040267916
5,primary_fixed_K,6,tune,47766.534988253356,24900,0.24341063044175562,1.7309236947791165,0.0,249,1.9183347384840705
5,primary_fixed_K,7,eval,48399.263006888075,25000,0.015615759415404275,2.056,0.0,250,1.935970520275523
5,primary_fixed_K,7,tune,47437.7021455842,24900,0.022696769737954255,2.1887550200803214,0.0,249,1.905128600224265
5,primary_fixed_K,8,eval,48406.34352991382,25000,0.012161578448095952,2.364,0.0,250,1.9362537411965528
5,primary_fixed_K,8,tune,47474.41895045295,24900,0.014591557972906564,2.678714859437751,0.0,249,1.9066031707009217
5,primary_fixed_K,9,eval,48536.13633227371,25000,0.012070245054529983,2.716,0.0,250,1.9414454532909484
5,primary_fixed_K,9,tune,47507.02879893856,24900,0.009363864963895399,2.465863453815261,0.0,249,1.9079128031702233
5,robustness_K_equals_d_hat,1,eval,53537.74835806168,25000,0.008056238895274593,5.104,0.0,250,2.1415099343224675
5,robustness_K_equals_d_hat,1,tune,53538.34932779258,24900,0.01440207012301707,5.024096385542169,0.0,249,2.1501345111563284
5,robustness_K_equals_d_hat,2,eval,51627.2275514593,25000,0.03980861947224984,5.0,0.0,250,2.065089102058372
5,robustness_K_equals_d_hat,2,tune,51387.15581143241,24900,0.031138525719546832,5.0,0.0,249,2.0637411972462814
5,robustness_K_equals_d_hat,3,eval,50261.30197347342,25000,0.04264840590500577,4.0,1.0,250,2.0104520789389366
5,robustness_K_equals_d_hat,3,tune,49782.81554759237,24900,0.022926438518620657,4.0,1.0,249,1.9993098613490912
5,robustness_K_equals_d_hat,4,eval,48558.735011837496,25000,0.2538599569625758,3.0,0.0,250,1.9423494004734998
5,robustness_K_equals_d_hat,4,tune,48087.97491684926,24900,0.2719369136910183,3.0,0.0,249,1.9312439725642274
5,robustness_K_equals_d_hat,5,eval,49047.6582520709,25000,0.3257716143097548,2.0,0.0,250,1.9619063300828359
5,robustness_K_equals_d_hat,5,tune,48053.52521399489,24900,0.324967624104623,2.0,0.0,249,1.9298604503612407
5,robustness_K_equals_d_hat,6,eval,49375.03316276879,25000,0.10369729886680847,1.676,0.0,250,1.9750013265107518
5,robustness_K_equals_d_hat,6,tune,48339.34420954196,24900,0.192499097036115,1.7309236947791165,0.0,249,1.9413391248812033
5,robustness_K_equals_d_hat,7,eval,48903.060320309,25000,0.015475597879811561,2.056,0.0,250,1.95612241281236
5,robustness_K_equals_d_hat,7,tune,47938.77684626947,24900,0.015184503179406941,2.1887550200803214,0.0,249,1.925252082179497
5,robustness_K_equals_d_hat,8,eval,48936.37253314808,25000,0.004946948392969598,2.364,0.0,250,1.9574549013259233
