branch,n_worlds,predictive_regret__mean,predictive_regret__sd,predictive_regret__mcse,predictive_regret__ci_low,predictive_regret__ci_high,predictive_regret_fraction__mean,predictive_regret_fraction__sd,predictive_regret_fraction__mcse,predictive_regret_fraction__ci_low,predictive_regret_fraction__ci_high,structural_regret__mean,structural_regret__sd,structural_regret__mcse,structural_regret__ci_low,structural_regret__ci_high,structural_regret_fraction__mean,structural_regret_fraction__sd,structural_regret_fraction__mcse,structural_regret_fraction__ci_low,structural_regret_fraction__ci_high,ARI_eval_selected__mean,ARI_eval_selected__sd,ARI_eval_selected__mcse,ARI_eval_selected__ci_low,ARI_eval_selected__ci_high,ARI_eval_r_true__mean,ARI_eval_r_true__sd,ARI_eval_r_true__mcse,ARI_eval_r_true__ci_low,ARI_eval_r_true__ci_high,ARI_eval_structure_oracle__mean,ARI_eval_structure_oracle__sd,ARI_eval_structure_oracle__mcse,ARI_eval_structure_oracle__ci_low,ARI_eval_structure_oracle__ci_high,MSPE_eval_selected__mean,MSPE_eval_selected__sd,MSPE_eval_selected__mcse,MSPE_eval_selected__ci_low,MSPE_eval_selected__ci_high,MSPE_eval_r_true__mean,MSPE_eval_r_true__sd,MSPE_eval_r_true__mcse,MSPE_eval_r_true__ci_low,MSPE_eval_r_true__ci_high,MSPE_eval_prediction_oracle__mean,MSPE_eval_prediction_oracle__sd,MSPE_eval_prediction_oracle__mcse,MSPE_eval_prediction_oracle__ci_low,MSPE_eval_prediction_oracle__ci_high,ARI_eval_r_true_minus_selected__mean,ARI_eval_r_true_minus_selected__sd,ARI_eval_r_true_minus_selected__mcse,ARI_eval_r_true_minus_selected__ci_low,ARI_eval_r_true_minus_selected__ci_high,MSPE_eval_selected_minus_r_true__mean,MSPE_eval_selected_minus_r_true__sd,MSPE_eval_selected_minus_r_true__mcse,MSPE_eval_selected_minus_r_true__ci_low,MSPE_eval_selected_minus_r_true__ci_high,abs_r_selected_minus_r_true__mean,abs_r_selected_minus_r_true__sd,abs_r_selected_minus_r_true__mcse,abs_r_selected_minus_r_true__ci_low,abs_r_selected_minus_r_true__ci_high,spearman_tuneMSPE_evalMSPE__mean,spearman_tuneMSPE_evalMSPE__sd,spearman_tuneMSPE_evalMSPE__mcse,spearman_tuneMSPE_evalMSPE__ci_low,spearman_tuneMSPE_evalMSPE__ci_high,spearman_tuneMSPE_evalARI__mean,spearman_tuneMSPE_evalARI__sd,spearman_tuneMSPE_evalARI__mcse,spearman_tuneMSPE_evalARI__ci_low,spearman_tuneMSPE_evalARI__ci_high,selected_equals_r_true__p,selected_equals_r_true__wilson_low,selected_equals_r_true__wilson_high,selected_within_one_of_r_true__p,selected_within_one_of_r_true__wilson_low,selected_within_one_of_r_true__wilson_high,selected_equals_prediction_oracle__p,selected_equals_prediction_oracle__wilson_low,selected_equals_prediction_oracle__wilson_high,selected_equals_structure_oracle__p,selected_equals_structure_oracle__wilson_low,selected_equals_structure_oracle__wilson_high,n_worlds_with_tuning_tie
primary_fixed_K,20,0.002451654450744155,0.00420553879035492,0.0009403870617245839,0.0004834017101004052,0.0044199071913879045,0.0012816267943721166,0.0022055586696968534,0.0004931779113806169,0.0002493935627497176,0.0023138600259945156,0.14924691729851808,0.2659987702178934,0.05947913321385562,0.024755660746571914,0.27373817385046423,0.2419621464777654,0.43022732413524295,0.09620175425442391,0.04060956074699518,0.4433147322085356,0.4883130173692579,0.2824693660096904,0.06316207039589362,0.35611328470443204,0.6205127500340838,0.637559934667776,0.05359675906551945,0.011984599664417958,0.6124758792876975,0.6626439900478546,0.637559934667776,0.05359675906551945,0.011984599664417958,0.6124758792876975,0.6626439900478546,1.9028884213956618,0.03534318888496115,0.007902977288838813,1.886347299828681,1.9194295429626427,1.9032658485944023,0.0356569374142884,0.007973133592780445,1.8865778881957032,1.9199538089931014,1.900436766944918,0.03413298488881756,0.007632367448636916,1.8844620382828392,1.9164114956069969,0.14924691729851808,0.2659987702178934,0.05947913321385562,0.024755660746571914,0.27373817385046423,-0.00037742719874018507,0.0062583145426287606,0.0013994016741893413,-0.003306408564597504,0.002551554167117134,0.65,1.1821033884786185,0.26432635330710325,0.09675858431424733,1.2032414156857527,0.9324999999999999,0.04341928048838043,0.00970884627061489,0.9121791512150521,0.9528208487849477,-0.20916666666666664,0.26652819869903893,0.05959751702116221,-0.3339057033749579,-0.08442762995837537,0.75,0.531299122381256,0.8881382985923343,0.75,0.531299122381256,0.8881382985923343,0.55,0.3420853424503424,0.7418021417443758,0.75,0.531299122381256,0.8881382985923343,0
robustness_K_equals_d_hat,20,0.004003556589208715,0.005059828972159278,0.0011314121536271037,0.001635483736217465,0.006371629442199964,0.0020844882580787452,0.002625159736479129,0.0005870035622562767,0.0008558756822530898,0.0033131008339044006,0.22083050166996515,0.15737137689474656,0.035189309644939305,0.1471784301250907,0.2944825732148396,0.6505028352442346,0.4458183130151983,0.09968800535162627,0.44185344210731303,0.8591522283811561,0.11355700651592644,0.14475087536428077,0.032367279711713146,0.04581151150355414,0.18130250152829874,0.31624392417957986,0.015346930724148002,0.0034316780345175005,0.3090613395063507,0.32342650885280905,0.3343875081858917,0.041292460356944775,0.009233274831634374,0.3150620418623196,0.35371297450946376,1.9223236081452804,0.033702099477636256,0.007536018541645482,1.9065505400631506,1.93809667622741,1.929494683837137,0.034980689709010374,0.007821920008917453,1.9131232171068164,1.9458661505674575,1.9183200515560717,0.032900843035978684,0.007356852154549889,1.9029219830318744,1.9337181200802689,0.20268691766365335,0.14577532269158922,0.03259635309803611,0.13446196654348236,0.27091186878382434,-0.0071710756918566656,0.0071135041434928666,0.0015906278823076467,-0.010500298111138855,-0.0038418532725744757,1.75,1.0699237552766379,0.23924222475404114,1.2492602687596723,2.2507397312403277,0.8808333333333334,0.08790528528641803,0.019656219348194278,0.8396923934188399,0.9219742732478268,-0.11166666666666666,0.3521072736592396,0.07873357992741808,-0.27645794334441887,0.053124610011085566,0.15,0.052368745896216595,0.3604188647407569,0.35,0.1811918241010821,0.5671457233147637,0.4,0.2188065323728171,0.6134184992377468,0.25,0.11186170140766566,0.46870087761874396,0
