world_index,branch,T_window,n_paths,mean_d_hat,sd_d_hat,Pr_dhat_ge_1,Pr_dhat_ge_2,Pr_dhat_ge_3,Pr_dhat_ge_4,Pr_dhat_ge_5,Pr_dhat_ge_6
11,iid_marginal,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,iid_marginal,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,iid_marginal,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,iid_marginal,3000,50,2.5,0.5050762722761054,1.0,1.0,0.5,0.0,0.0,0.0
11,released_replay_validation,200,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
11,released_replay_validation,500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
11,released_replay_validation,1000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
11,released_replay_validation,1500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
11,released_replay_validation,3000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
11,var_burnin_500,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_burnin_500,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_burnin_500,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_burnin_500,1500,50,2.04,0.19794866372215741,1.0,1.0,0.04,0.0,0.0,0.0
11,var_burnin_500,3000,50,2.46,0.5424810727442152,1.0,1.0,0.44,0.02,0.0,0.0
11,var_stationary_start,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_stationary_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_stationary_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_stationary_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_stationary_start,3000,50,2.28,0.4965184913423649,1.0,1.0,0.26,0.02,0.0,0.0
11,var_zero_start,200,50,1.98,0.14142135623730948,1.0,0.98,0.0,0.0,0.0,0.0
11,var_zero_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_zero_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_zero_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,var_zero_start,3000,50,2.28,0.4965184913423649,1.0,1.0,0.26,0.02,0.0,0.0
12,iid_marginal,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,iid_marginal,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,iid_marginal,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,iid_marginal,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,iid_marginal,3000,50,2.2,0.40406101782088427,1.0,1.0,0.2,0.0,0.0,0.0
12,released_replay_validation,200,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
12,released_replay_validation,500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
12,released_replay_validation,1000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
12,released_replay_validation,1500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
12,released_replay_validation,3000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
12,var_burnin_500,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,var_burnin_500,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,var_burnin_500,1000,50,2.02,0.1414213562373095,1.0,1.0,0.02,0.0,0.0,0.0
12,var_burnin_500,1500,50,2.06,0.23989793748209526,1.0,1.0,0.06,0.0,0.0,0.0
12,var_burnin_500,3000,50,2.32,0.47121207149916133,1.0,1.0,0.32,0.0,0.0,0.0
12,var_stationary_start,200,50,1.98,0.1414213562373095,1.0,0.98,0.0,0.0,0.0,0.0
12,var_stationary_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,var_stationary_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,var_stationary_start,1500,50,2.06,0.23989793748209529,1.0,1.0,0.06,0.0,0.0,0.0
12,var_stationary_start,3000,50,2.28,0.4535573676110729,1.0,1.0,0.28,0.0,0.0,0.0
12,var_zero_start,200,50,1.98,0.1414213562373095,1.0,0.98,0.0,0.0,0.0,0.0
12,var_zero_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,var_zero_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
12,var_zero_start,1500,50,2.06,0.23989793748209529,1.0,1.0,0.06,0.0,0.0,0.0
12,var_zero_start,3000,50,2.28,0.4535573676110729,1.0,1.0,0.28,0.0,0.0,0.0
13,iid_marginal,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,iid_marginal,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,iid_marginal,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,iid_marginal,1500,50,2.02,0.14142135623730934,1.0,1.0,0.02,0.0,0.0,0.0
13,iid_marginal,3000,50,2.54,0.5034574339058887,1.0,1.0,0.54,0.0,0.0,0.0
13,released_replay_validation,200,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
13,released_replay_validation,500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
13,released_replay_validation,1000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
13,released_replay_validation,1500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
13,released_replay_validation,3000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
13,var_burnin_500,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_burnin_500,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_burnin_500,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_burnin_500,1500,50,2.08,0.27404751561786994,1.0,1.0,0.08,0.0,0.0,0.0
13,var_burnin_500,3000,50,2.56,0.5014265364224069,1.0,1.0,0.56,0.0,0.0,0.0
13,var_stationary_start,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_stationary_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_stationary_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_stationary_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_stationary_start,3000,50,2.56,0.5014265364224069,1.0,1.0,0.56,0.0,0.0,0.0
13,var_zero_start,200,50,1.98,0.14142135623730942,1.0,0.98,0.0,0.0,0.0,0.0
13,var_zero_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_zero_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_zero_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13,var_zero_start,3000,50,2.58,0.49856938190328975,1.0,1.0,0.58,0.0,0.0,0.0
14,iid_marginal,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,iid_marginal,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,iid_marginal,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,iid_marginal,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,iid_marginal,3000,50,2.34,0.4785181206984065,1.0,1.0,0.34,0.0,0.0,0.0
14,released_replay_validation,200,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
14,released_replay_validation,500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
14,released_replay_validation,1000,1,3.0,,1.0,1.0,1.0,0.0,0.0,0.0
14,released_replay_validation,1500,1,3.0,,1.0,1.0,1.0,0.0,0.0,0.0
14,released_replay_validation,3000,1,3.0,,1.0,1.0,1.0,0.0,0.0,0.0
14,var_burnin_500,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,var_burnin_500,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,var_burnin_500,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,var_burnin_500,1500,50,2.02,0.1414213562373094,1.0,1.0,0.02,0.0,0.0,0.0
14,var_burnin_500,3000,50,2.36,0.4848732213850611,1.0,1.0,0.36,0.0,0.0,0.0
14,var_stationary_start,200,50,1.96,0.1979486637221575,1.0,0.96,0.0,0.0,0.0,0.0
14,var_stationary_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,var_stationary_start,1000,50,2.02,0.14142135623730934,1.0,1.0,0.02,0.0,0.0,0.0
14,var_stationary_start,1500,50,2.04,0.1979486637221575,1.0,1.0,0.04,0.0,0.0,0.0
14,var_stationary_start,3000,50,2.28,0.45355736761107285,1.0,1.0,0.28,0.0,0.0,0.0
14,var_zero_start,200,50,1.96,0.1979486637221575,1.0,0.96,0.0,0.0,0.0,0.0
14,var_zero_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
14,var_zero_start,1000,50,2.02,0.14142135623730934,1.0,1.0,0.02,0.0,0.0,0.0
14,var_zero_start,1500,50,2.04,0.1979486637221575,1.0,1.0,0.04,0.0,0.0,0.0
14,var_zero_start,3000,50,2.28,0.45355736761107285,1.0,1.0,0.28,0.0,0.0,0.0
15,iid_marginal,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,iid_marginal,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,iid_marginal,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,iid_marginal,1500,50,2.02,0.14142135623730945,1.0,1.0,0.02,0.0,0.0,0.0
15,iid_marginal,3000,50,2.22,0.4184519575964803,1.0,1.0,0.22,0.0,0.0,0.0
15,released_replay_validation,200,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
15,released_replay_validation,500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
15,released_replay_validation,1000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
15,released_replay_validation,1500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
15,released_replay_validation,3000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
15,var_burnin_500,200,50,1.98,0.14142135623730942,1.0,0.98,0.0,0.0,0.0,0.0
15,var_burnin_500,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_burnin_500,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_burnin_500,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_burnin_500,3000,50,2.12,0.328260722659316,1.0,1.0,0.12,0.0,0.0,0.0
15,var_stationary_start,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_stationary_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_stationary_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_stationary_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_stationary_start,3000,50,2.14,0.3505098327538655,1.0,1.0,0.14,0.0,0.0,0.0
15,var_zero_start,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_zero_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_zero_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_zero_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15,var_zero_start,3000,50,2.14,0.3505098327538655,1.0,1.0,0.14,0.0,0.0,0.0
16,iid_marginal,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,iid_marginal,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,iid_marginal,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,iid_marginal,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,iid_marginal,3000,50,2.22,0.4184519575964803,1.0,1.0,0.22,0.0,0.0,0.0
16,released_replay_validation,200,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
16,released_replay_validation,500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
16,released_replay_validation,1000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
16,released_replay_validation,1500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
16,released_replay_validation,3000,1,3.0,,1.0,1.0,1.0,0.0,0.0,0.0
16,var_burnin_500,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_burnin_500,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_burnin_500,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_burnin_500,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_burnin_500,3000,50,2.24,0.4314191105869001,1.0,1.0,0.24,0.0,0.0,0.0
16,var_stationary_start,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_stationary_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_stationary_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_stationary_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_stationary_start,3000,50,2.12,0.32826072265931605,1.0,1.0,0.12,0.0,0.0,0.0
16,var_zero_start,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_zero_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_zero_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_zero_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
16,var_zero_start,3000,50,2.12,0.32826072265931605,1.0,1.0,0.12,0.0,0.0,0.0
17,iid_marginal,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17,iid_marginal,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17,iid_marginal,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17,iid_marginal,1500,50,2.06,0.23989793748209529,1.0,1.0,0.06,0.0,0.0,0.0
17,iid_marginal,3000,50,2.68,0.4712120714991612,1.0,1.0,0.68,0.0,0.0,0.0
17,released_replay_validation,200,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
17,released_replay_validation,500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
17,released_replay_validation,1000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
17,released_replay_validation,1500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
17,released_replay_validation,3000,1,3.0,,1.0,1.0,1.0,0.0,0.0,0.0
17,var_burnin_500,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17,var_burnin_500,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17,var_burnin_500,1000,50,2.02,0.14142135623730948,1.0,1.0,0.02,0.0,0.0,0.0
17,var_burnin_500,1500,50,2.02,0.14142135623730948,1.0,1.0,0.02,0.0,0.0,0.0
17,var_burnin_500,3000,50,2.84,0.509501557146486,1.0,1.0,0.78,0.06,0.0,0.0
17,var_stationary_start,200,50,1.96,0.1979486637221575,1.0,0.96,0.0,0.0,0.0,0.0
17,var_stationary_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17,var_stationary_start,1000,50,2.02,0.14142135623730934,1.0,1.0,0.02,0.0,0.0,0.0
17,var_stationary_start,1500,50,2.1,0.30304576336566325,1.0,1.0,0.1,0.0,0.0,0.0
17,var_stationary_start,3000,50,2.96,0.5329930887479322,1.0,1.0,0.84,0.12,0.0,0.0
17,var_zero_start,200,50,1.96,0.1979486637221575,1.0,0.96,0.0,0.0,0.0,0.0
17,var_zero_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17,var_zero_start,1000,50,2.02,0.14142135623730934,1.0,1.0,0.02,0.0,0.0,0.0
17,var_zero_start,1500,50,2.1,0.30304576336566325,1.0,1.0,0.1,0.0,0.0,0.0
17,var_zero_start,3000,50,2.96,0.5329930887479322,1.0,1.0,0.84,0.12,0.0,0.0
18,iid_marginal,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,iid_marginal,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,iid_marginal,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,iid_marginal,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,iid_marginal,3000,50,2.14,0.3505098327538654,1.0,1.0,0.14,0.0,0.0,0.0
18,released_replay_validation,200,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
18,released_replay_validation,500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
18,released_replay_validation,1000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
18,released_replay_validation,1500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
18,released_replay_validation,3000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
18,var_burnin_500,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,var_burnin_500,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,var_burnin_500,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,var_burnin_500,1500,50,2.02,0.14142135623730948,1.0,1.0,0.02,0.0,0.0,0.0
18,var_burnin_500,3000,50,2.18,0.3880879344916035,1.0,1.0,0.18,0.0,0.0,0.0
18,var_stationary_start,200,50,1.98,0.14142135623730948,1.0,0.98,0.0,0.0,0.0,0.0
18,var_stationary_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,var_stationary_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,var_stationary_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,var_stationary_start,3000,50,2.14,0.3505098327538655,1.0,1.0,0.14,0.0,0.0,0.0
18,var_zero_start,200,50,1.98,0.14142135623730948,1.0,0.98,0.0,0.0,0.0,0.0
18,var_zero_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,var_zero_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,var_zero_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18,var_zero_start,3000,50,2.14,0.3505098327538655,1.0,1.0,0.14,0.0,0.0,0.0
19,iid_marginal,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,iid_marginal,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,iid_marginal,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,iid_marginal,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,iid_marginal,3000,50,2.1,0.3030457633656634,1.0,1.0,0.1,0.0,0.0,0.0
19,released_replay_validation,200,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
19,released_replay_validation,500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
19,released_replay_validation,1000,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
19,released_replay_validation,1500,1,2.0,,1.0,1.0,0.0,0.0,0.0,0.0
19,released_replay_validation,3000,1,3.0,,1.0,1.0,1.0,0.0,0.0,0.0
19,var_burnin_500,200,50,1.98,0.14142135623730945,1.0,0.98,0.0,0.0,0.0,0.0
19,var_burnin_500,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_burnin_500,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_burnin_500,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_burnin_500,3000,50,2.08,0.2740475156178699,1.0,1.0,0.08,0.0,0.0,0.0
19,var_stationary_start,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_stationary_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_stationary_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_stationary_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_stationary_start,3000,50,2.08,0.2740475156178699,1.0,1.0,0.08,0.0,0.0,0.0
19,var_zero_start,200,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_zero_start,500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_zero_start,1000,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_zero_start,1500,50,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
19,var_zero_start,3000,50,2.08,0.2740475156178699,1.0,1.0,0.08,0.0,0.0,0.0
