T_window,mp_edge,d_hat,corr_finite,corr_symmetric,leading_eigenvalues,lambda_1_minus_edge,indicator_dhat_ge_1,lambda_2_minus_edge,indicator_dhat_ge_2,lambda_3_minus_edge,indicator_dhat_ge_3,lambda_4_minus_edge,indicator_dhat_ge_4,lambda_5_minus_edge,indicator_dhat_ge_5,lambda_6_minus_edge,indicator_dhat_ge_6,run_id,world_index,structural_seed,branch,path
500,2.0944271909999155,2,True,True,"[7.75403009435981, 4.680241763201976, 1.8393449402156672, 1.8212055701785843, 1.7393203678722526, 1.6731678413240485, 1.640455400801234, 1.601779422138838]",5.659602903359895,1,2.5858145722020605,1,-0.2550822507842483,0,-0.27322162082133117,0,-0.35510682312766284,0,-0.421259349675867,0,formal_20260818,0,3674827978,var_stationary_start,26.0
1000,1.732455532033676,2,True,True,"[6.662955485466535, 4.627120861328335, 1.5595012502176584, 1.5378329514672053, 1.5266673076468995, 1.4867492186060638, 1.466061374040398, 1.4521398853975402]",4.930499953432859,1,2.8946653292946594,1,-0.17295428181601769,0,-0.19462258056647075,0,-0.20578822438677657,0,-0.2457063134276123,0,formal_20260818,0,3674827978,var_stationary_start,26.0
1500,1.5830644461609886,2,True,True,"[6.5927389102326845, 5.129747229833453, 1.501666011958687, 1.436989324751018, 1.4241810818985987, 1.3797399237918209, 1.3659120646634775, 1.3412795633677255]",5.009674464071696,1,3.5466827836724644,1,-0.08139843420230153,0,-0.1460751214099707,0,-0.15888336426238991,0,-0.20332452236916776,0,formal_20260818,0,3674827978,var_stationary_start,26.0
3000,1.3984817050034442,2,True,True,"[6.742816745141999, 4.897750492033704, 1.394803221976887, 1.3206710435757403, 1.2715231263731295, 1.2544315759285893, 1.2455970824939178, 1.2288647610901493]",5.344335040138555,1,3.4992687870302595,1,-0.0036784830265570445,0,-0.07781066142770388,0,-0.12695857863031468,0,-0.14405012907485482,0,formal_20260818,0,3674827978,var_stationary_start,26.0
200,2.914213562373095,2,True,True,"[6.8481952507589074, 5.471878574321886, 2.5380066069888207, 2.4324941519488408, 2.268822927978166, 2.2461462491050557, 2.144227813227094, 2.124822104134609]",3.9339816883858125,1,2.5576650119487914,1,-0.3762069553842742,0,-0.48171941042425415,0,-0.6453906343949289,0,-0.6680673132680393,0,formal_20260818,0,3674827978,var_stationary_start,27.0
500,2.0944271909999155,2,True,True,"[8.094841922963868, 6.283496681899121, 1.9132891304329078, 1.8221840597321088, 1.7104173473875397, 1.664014659352403, 1.6422669751336996, 1.6007754748896514]",6.000414731963952,1,4.189069490899206,1,-0.18113806056700765,0,-0.27224313126780664,0,-0.3840098436123758,0,-0.4304125316475125,0,formal_20260818,0,3674827978,var_stationary_start,27.0
1000,1.732455532033676,2,True,True,"[6.954720687884359, 4.830685700872984, 1.642213074190857, 1.5357600460122955, 1.496890066422881, 1.4806715526974155, 1.4506741929535478, 1.400288158212153]",5.222265155850684,1,3.0982301688393084,1,-0.09024245784281915,0,-0.19669548602138054,0,-0.23556546561079506,0,-0.2517839793362606,0,formal_20260818,0,3674827978,var_stationary_start,27.0
1500,1.5830644461609886,2,True,True,"[6.750977397141969, 4.513350204791059, 1.505510766651042, 1.4618637318343486, 1.4071312286564204, 1.3874521663902648, 1.3489120612979368, 1.3365375836021844]",5.1679129509809805,1,2.9302857586300703,1,-0.07755367950994652,0,-0.12120071432664004,0,-0.17593321750456825,0,-0.19561227977072382,0,formal_20260818,0,3674827978,var_stationary_start,27.0
3000,1.3984817050034442,3,True,True,"[6.402653577645307, 4.556554860836329, 1.414515524259231, 1.3364643519924726, 1.2831902551937133, 1.262655466601709, 1.229219626119222, 1.2262469512572705]",5.004171872641862,1,3.1580731558328843,1,0.016033819255786952,1,-0.062017353010971554,0,-0.11529144980973083,0,-0.13582623840173524,0,formal_20260818,0,3674827978,var_stationary_start,27.0
200,2.914213562373095,2,True,True,"[10.279820907477312, 3.5720793194314457, 2.4588056660256377, 2.3994782546510773, 2.3564389967154034, 2.2049023228612294, 2.161351022112156, 2.0848932502206052]",7.365607345104217,1,0.6578657570583508,1,-0.45540789634745726,0,-0.5147353077220176,0,-0.5577745656576916,0,-0.7093112395118655,0,formal_20260818,0,3674827978,var_stationary_start,28.0
500,2.0944271909999155,2,True,True,"[8.064021180014485, 5.3997924958548085, 1.842548147074709, 1.8357673476296907, 1.7044378772728959, 1.6684892773682667, 1.6483772175407558, 1.629308388296128]",5.9695939890145695,1,3.305365304854893,1,-0.25187904392520655,0,-0.25865984337022474,0,-0.3899893137270196,0,-0.4259379136316488,0,formal_20260818,0,3674827978,var_stationary_start,28.0
1000,1.732455532033676,2,True,True,"[7.01274921977697, 4.870264966686711, 1.6110150881870686, 1.5921842912685102, 1.491398497222418, 1.4707045818184334, 1.4305197803958514, 1.4250729100015864]",5.280293687743294,1,3.1378094346530347,1,-0.12144044384660746,0,-0.14027124076516584,0,-0.24105703481125818,0,-0.26175095021524264,0,formal_20260818,0,3674827978,var_stationary_start,28.0
1500,1.5830644461609886,2,True,True,"[6.724839202341089, 5.085007518673516, 1.4705075545558755, 1.4339170610869376, 1.3935967711389015, 1.3738638396573455, 1.3587377986385885, 1.3535433728898696]",5.141774756180101,1,3.5019430725125273,1,-0.11255689160511317,0,-0.149147385074051,0,-0.18946767502208717,0,-0.20920060650364314,0,formal_20260818,0,3674827978,var_stationary_start,28.0
3000,1.3984817050034442,2,True,True,"[6.159802901239314, 4.771472344430273, 1.3968647422563267, 1.3248967191254823, 1.2824224932338728, 1.2763987197440252, 1.2523348683566666, 1.2300224340694386]",4.76132119623587,1,3.3729906394268285,1,-0.001616962747117423,0,-0.0735849858779618,0,-0.11605921176957135,0,-0.12208298525941896,0,formal_20260818,0,3674827978,var_stationary_start,28.0
200,2.914213562373095,2,True,True,"[8.178615002351851, 6.6774215048829735, 2.527878871830216, 2.3969623134640425, 2.285682190359385, 2.2124583402032263, 2.144756670133457, 2.0692066720102087]",5.264401439978756,1,3.7632079425098786,1,-0.38633469054287906,0,-0.5172512489090524,0,-0.6285313720137098,0,-0.7017552221698686,0,formal_20260818,0,3674827978,var_stationary_start,29.0
500,2.0944271909999155,2,True,True,"[7.047833416583694, 5.547666851827258, 1.8523514301400554, 1.7648879414625531, 1.7275577080550264, 1.7021624726284312, 1.6610401518638214, 1.6286411794294575]",4.9534062255837785,1,3.4532396608273426,1,-0.24207576085986005,0,-0.32953924953736236,0,-0.3668694829448891,0,-0.39226471837148424,0,formal_20260818,0,3674827978,var_stationary_start,29.0
1000,1.732455532033676,2,True,True,"[6.811369197421444, 5.052416150186801, 1.5502203436377966, 1.502043336201858, 1.4916094075346207, 1.444011765603351, 1.4261238373586238, 1.3977180545041779]",5.078913665387768,1,3.3199606181531247,1,-0.1822351883958795,0,-0.23041219583181816,0,-0.2408461244990554,0,-0.288443766430325,0,formal_20260818,0,3674827978,var_stationary_start,29.0
1500,1.5830644461609886,2,True,True,"[7.016887392150377, 5.23602380846145, 1.5261123872291689, 1.4044852737748914, 1.3732185331774187, 1.3374474440904784, 1.3328263568505736, 1.3073278057289255]",5.433822945989388,1,3.6529593623004617,1,-0.05695205893181976,0,-0.17857917238609722,0,-0.20984591298356992,0,-0.24561700207051018,0,formal_20260818,0,3674827978,var_stationary_start,29.0
3000,1.3984817050034442,2,True,True,"[6.192608436134256, 4.937290673770277, 1.373445944256887, 1.3098611834759428, 1.2517753639869338, 1.2504591058422376, 1.2295048367359716, 1.2219478183115813]",4.794126731130811,1,3.5388089687668325,1,-0.025035760746557223,0,-0.08862052152750133,0,-0.14670634101651037,0,-0.14802259916120653,0,formal_20260818,0,3674827978,var_stationary_start,29.0
200,2.914213562373095,2,True,True,"[5.327161456529554, 3.025212524503861, 2.648687660075895, 2.5538457933335077, 2.434342933378564, 2.3411323356087204, 2.2549040904713125, 2.225535316212064]",2.412947894156459,1,0.1109989621307661,1,-0.26552590229719986,0,-0.3603677690395872,0,-0.47987062899453115,0,-0.5730812267643746,0,formal_20260818,0,3674827978,var_stationary_start,30.0
500,2.0944271909999155,2,True,True,"[5.022054798772373, 3.5824600678417355, 2.0114045131177725, 1.832943559141104, 1.8056423251477094, 1.747548933295874, 1.726707411654468, 1.6901361754205733]",2.927627607772458,1,1.48803287684182,1,-0.08302267788214301,0,-0.2614836318588114,0,-0.2887848658522061,0,-0.34687825770404146,0,formal_20260818,0,3674827978,var_stationary_start,30.0
1000,1.732455532033676,2,True,True,"[5.189371081548176, 3.990025383936461, 1.7306941281661128, 1.6195714757828947, 1.5361286968365049, 1.4804126237029653, 1.4565933501619057, 1.4455022037723984]",3.4569155495144996,1,2.257569851902785,1,-0.0017614038675632937,0,-0.11288405625078135,0,-0.1963268351971712,0,-0.25204290833071075,0,formal_20260818,0,3674827978,var_stationary_start,30.0
1500,1.5830644461609886,3,True,True,"[5.170403880488568, 3.9029034820457005, 1.646125039945464, 1.4946748649180386, 1.4286393219105418, 1.3992966785400747, 1.3634993662466448, 1.3497487537139015]",3.5873394343275793,1,2.319839035884712,1,0.06306059378447548,1,-0.08838958124295004,0,-0.15442512425044685,0,-0.18376776762091396,0,formal_20260818,0,3674827978,var_stationary_start,30.0
3000,1.3984817050034442,3,True,True,"[5.539198096812299, 4.003742819615695, 1.5093160490347324, 1.3587277957102166, 1.2814339118250513, 1.275071433398617, 1.2407979648780987, 1.2347184242953195]",4.140716391808855,1,2.605261114612251,1,0.11083434403128822,1,-0.03975390929322753,0,-0.11704779317839287,0,-0.1234102716048271,0,formal_20260818,0,3674827978,var_stationary_start,30.0
200,2.914213562373095,2,True,True,"[7.771390386379822, 4.039592915083731, 2.4762006846355984, 2.4278002562664187, 2.2710439825562028, 2.2274248186824144, 2.136404897645649, 2.12304674219927]",4.857176824006727,1,1.1253793527106364,1,-0.43801287773749653,0,-0.4864133061066762,0,-0.6431695798168922,0,-0.6867887436906805,0,formal_20260818,0,3674827978,var_stationary_start,31.0
500,2.0944271909999155,2,True,True,"[6.060697710505539, 4.219765549235595, 1.832343938345492, 1.7713159893212458, 1.734969739465254, 1.7211959737168612, 1.6565324473593814, 1.6387692921499029]",3.9662705195056236,1,2.12533835823568,1,-0.26208325265442345,0,-0.3231112016786697,0,-0.3594574515346616,0,-0.3732312172830543,0,formal_20260818,0,3674827978,var_stationary_start,31.0
1000,1.732455532033676,2,True,True,"[6.444560962107649, 4.055143080851118, 1.5871851238755978, 1.5411955152661405, 1.5194398071036728, 1.5053989789697877, 1.4679523292543242, 1.429958267020446]",4.712105430073972,1,2.322687548817442,1,-0.14527040815807823,0,-0.19126001676753557,0,-0.21301572493000331,0,-0.2270565530638884,0,formal_20260818,0,3674827978,var_stationary_start,31.0
1500,1.5830644461609886,2,True,True,"[6.218960562945836, 4.060758365520358, 1.4913542110143694, 1.471626013583846, 1.4206397785037368, 1.388867342225188, 1.3668930264027708, 1.3565011758849541]",4.635896116784847,1,2.4776939193593694,1,-0.09171023514661925,0,-0.1114384325771427,0,-0.16242466765725183,0,-0.19419710393580059,0,formal_20260818,0,3674827978,var_stationary_start,31.0
3000,1.3984817050034442,2,True,True,"[6.512825606214216, 4.5250997162492, 1.3895448500644976, 1.3287104924427282, 1.2733925963907806, 1.2563257124859906, 1.252494747204506, 1.2308975739574688]",5.114343901210772,1,3.126618011245756,1,-0.008936854938946581,0,-0.06977121256071595,0,-0.12508910861266354,0,-0.1421559925174536,0,formal_20260818,0,3674827978,var_stationary_start,31.0
200,2.914213562373095,2,True,True,"[5.458582995602375, 4.164568575335206, 2.5222580968965698, 2.433746875203848, 2.3514306101321263, 2.2533807903627365, 2.193968195142897, 2.0995552226179184]",2.5443694332292797,1,1.2503550129621113,1,-0.39195546547652516,0,-0.4804666871692471,0,-0.5627829522409686,0,-0.6608327720103584,0,formal_20260818,0,3674827978,var_stationary_start,32.0
500,2.0944271909999155,2,True,True,"[6.682834458456746, 3.9274915030509363, 1.870200741914044, 1.8218606546050813, 1.8058877702326874, 1.7563418554713097, 1.6720421867214128, 1.6547931794930537]",4.58840726745683,1,1.8330643120510208,1,-0.22422644908587142,0,-0.2725665363948342,0,-0.28853942076722805,0,-0.33808533552860576,0,formal_20260818,0,3674827978,var_stationary_start,32.0
1000,1.732455532033676,2,True,True,"[6.442642608776675, 4.134407917214664, 1.6447816422504695, 1.5808792610109463, 1.5300113927170955, 1.4827987831113378, 1.4577620913190736, 1.4536752048091062]",4.710187076742999,1,2.4019523851809876,1,-0.08767388978320656,0,-0.15157627102272975,0,-0.20244413931658056,0,-0.24965674892233825,0,formal_20260818,0,3674827978,var_stationary_start,32.0
1500,1.5830644461609886,2,True,True,"[6.4409311916677, 3.9039788901776538, 1.4753953632263974, 1.441347325330261, 1.4152137822243958, 1.4087795058848116, 1.3707868528777685, 1.342243690327117]",4.857866745506712,1,2.3209144440166654,1,-0.10766908293459121,0,-0.14171712083072752,0,-0.16785066393659287,0,-0.17428494027617702,0,formal_20260818,0,3674827978,var_stationary_start,32.0
3000,1.3984817050034442,3,True,True,"[6.238226488685708, 3.941534529839952, 1.4141304700740858, 1.3469982964397895, 1.3067974000182363, 1.2799490075737494, 1.2489050521509193, 1.2404333641309007]",4.839744783682264,1,2.543052824836508,1,0.015648765070641613,1,-0.05148340856365463,0,-0.09168430498520785,0,-0.11853269742969474,0,formal_20260818,0,3674827978,var_stationary_start,32.0
200,2.914213562373095,2,True,True,"[6.450137256215077, 3.6574872736049966, 2.6117597503013186, 2.486280104541648, 2.354325617898341, 2.3017589047217757, 2.233245279526984, 2.192230684374799]",3.5359236938419825,1,0.7432737112319017,1,-0.30245381207177635,0,-0.4279334578314469,0,-0.5598879444747538,0,-0.6124546576513192,0,formal_20260818,0,3674827978,var_stationary_start,33.0
500,2.0944271909999155,2,True,True,"[6.3266745574603656, 5.102333456034647, 1.854615617959097, 1.8423120148618606, 1.7451678434566036, 1.6952433354263792, 1.6788768441009227, 1.6345995974855914]",4.2322473664604505,1,3.0079062650347317,1,-0.23981157304081857,0,-0.2521151761380549,0,-0.3492593475433119,0,-0.3991838555735363,0,formal_20260818,0,3674827978,var_stationary_start,33.0
1000,1.732455532033676,2,True,True,"[6.267070107362081, 4.554559707192433, 1.5807743913389336, 1.5448470691593852, 1.5239776166651648, 1.5090540498687146, 1.4526019545067388, 1.4221585634238232]",4.534614575328405,1,2.822104175158757,1,-0.15168114069474248,0,-0.1876084628742909,0,-0.20847791536851124,0,-0.22340148216496147,0,formal_20260818,0,3674827978,var_stationary_start,33.0
1500,1.5830644461609886,2,True,True,"[6.399508256331291, 4.985249595637642, 1.462474023233041, 1.4250181469970165, 1.4030181813001856, 1.3708439577537455, 1.3553188433257541, 1.3432022336889438]",4.816443810170303,1,3.4021851494766535,1,-0.12059042292794753,0,-0.15804629916397217,0,-0.180046264860803,0,-0.21222048840724317,0,formal_20260818,0,3674827978,var_stationary_start,33.0
3000,1.3984817050034442,2,True,True,"[6.2059768240330655, 4.778460469740079, 1.3606155688392279, 1.3562097935409159, 1.2660841317430365, 1.2501417550477225, 1.2398178024984774, 1.219006237331677]",4.807495119029621,1,3.3799787647366344,1,-0.0378661361642163,0,-0.04227191146252829,0,-0.13239757326040769,0,-0.14833994995572164,0,formal_20260818,0,3674827978,var_stationary_start,33.0
200,2.914213562373095,2,True,True,"[5.952029329023853, 4.094798144049848, 2.512846583592588, 2.4129364498038854, 2.3988269425478252, 2.3236065802257535, 2.1937554407876205, 2.118678194385537]",3.037815766650758,1,1.1805845816767535,1,-0.40136697878050676,0,-0.5012771125692095,0,-0.5153866198252697,0,-0.5906069821473414,0,formal_20260818,0,3674827978,var_stationary_start,34.0
500,2.0944271909999155,2,True,True,"[6.933703372700887, 4.0995552948985505, 1.9239048257742113, 1.8284278448536972, 1.7851523890089267, 1.7271541467305014, 1.7128576702834477, 1.6211117510947293]",4.839276181700972,1,2.005128103898635,1,-0.1705223652257042,0,-0.26599934614621823,0,-0.3092748019909888,0,-0.3672730442694141,0,formal_20260818,0,3674827978,var_stationary_start,34.0
1000,1.732455532033676,2,True,True,"[7.752915866244972, 4.382280980254031, 1.6675492185340766, 1.5294602622167535, 1.518896216931867, 1.4713827043526657, 1.4415062997892463, 1.409941890012865]",6.020460334211297,1,2.6498254482203545,1,-0.06490631349959952,0,-0.20299526981692262,0,-0.21355931510180914,0,-0.26107282768101037,0,formal_20260818,0,3674827978,var_stationary_start,34.0
1500,1.5830644461609886,2,True,True,"[7.203625255994649, 4.385213125010013, 1.5437833494536313, 1.492527702406067, 1.4254562685900707, 1.3976104866279226, 1.3836019003264248, 1.3491489738528126]",5.620560809833661,1,2.802148678849025,1,-0.039281096707357355,0,-0.0905367437549216,0,-0.15760817757091794,0,-0.18545395953306598,0,formal_20260818,0,3674827978,var_stationary_start,34.0
3000,1.3984817050034442,3,True,True,"[6.860282210251132, 4.649088164409689, 1.4075958046993902, 1.344146317209173, 1.2794506767072966, 1.2702152127684971, 1.244644986948942, 1.2357519944274322]",5.4618005052476875,1,3.250606459406245,1,0.00911409969594601,1,-0.05433538779427116,0,-0.11903102829614753,0,-0.12826649223494702,0,formal_20260818,0,3674827978,var_stationary_start,34.0
200,2.914213562373095,2,True,True,"[4.535047924984037, 3.763143054557463, 2.6401794846846394, 2.507454192877885, 2.400766172736878, 2.331124163472063, 2.29696870660117, 2.1535139294092955]",1.6208343626109425,1,0.848929492184368,1,-0.27403407768845556,0,-0.4067593694952101,0,-0.5134473896362168,0,-0.583089398901032,0,formal_20260818,0,3674827978,var_stationary_start,35.0
500,2.0944271909999155,2,True,True,"[4.929613340472104, 3.7234445262010776, 1.97861997117278, 1.8811519735438673, 1.790612915975992, 1.7442070791898825, 1.71831694857168, 1.6909501018202415]",2.835186149472188,1,1.629017335201162,1,-0.11580721982713538,0,-0.21327521745604816,0,-0.30381427502392344,0,-0.350220111810033,0,formal_20260818,0,3674827978,var_stationary_start,35.0
1000,1.732455532033676,2,True,True,"[6.669186832941694, 4.031733455328859, 1.6037325363577788, 1.5401085569918376, 1.4893187913784471, 1.4867044572885906, 1.4574220398240982, 1.4407188791950256]",4.9367313009080185,1,2.299277923295183,1,-0.1287229956758973,0,-0.1923469750418385,0,-0.24313674065522894,0,-0.2457510747450855,0,formal_20260818,0,3674827978,var_stationary_start,35.0
1500,1.5830644461609886,2,True,True,"[6.234064468501627, 4.573900067043506, 1.470035562523622, 1.4381495195600524, 1.4307421636130386, 1.3856717709253954, 1.361643678267331, 1.3528527121578529]",4.6510000223406385,1,2.9908356208825175,1,-0.11302888363736652,0,-0.1449149266009362,0,-0.15232228254795,0,-0.19739267523559323,0,formal_20260818,0,3674827978,var_stationary_start,35.0
3000,1.3984817050034442,2,True,True,"[6.983083074051616, 4.883216560563461, 1.3777517866652724, 1.3269117185700638, 1.2883845728993557, 1.2552961179528088, 1.241930414865112, 1.2215838155522842]",5.584601369048172,1,3.484734855560017,1,-0.020729918338171727,0,-0.0715699864333803,0,-0.11009713210408845,0,-0.14318558705063533,0,formal_20260818,0,3674827978,var_stationary_start,35.0
200,2.914213562373095,2,True,True,"[5.546020345840691, 5.063061021777217, 2.52917357027696, 2.455230294039551, 2.3462440967986544, 2.261235166949029, 2.1878991209306546, 2.1413937411749724]",2.631806783467596,1,2.148847459404122,1,-0.38503999209613493,0,-0.45898326833354375,0,-0.5679694655744405,0,-0.652978395424066,0,formal_20260818,0,3674827978,var_stationary_start,36.0
500,2.0944271909999155,2,True,True,"[4.931651863955017, 3.9715967474647416, 1.9893967921829685, 1.8611990502152302, 1.831491807887382, 1.7451968022182798, 1.7114840918276049, 1.6830470707304641]",2.837224672955102,1,1.877169556464826,1,-0.10503039881694698,0,-0.23322814078468523,0,-0.2629353831125334,0,-0.3492303887816357,0,formal_20260818,0,3674827978,var_stationary_start,36.0
1000,1.732455532033676,2,True,True,"[5.073297594430962, 4.041297027034888, 1.591136068061293, 1.54819523118077, 1.5272479185660734, 1.5144204458795318, 1.491937225616869, 1.4732306383341929]",3.3408420623972863,1,2.308841495001212,1,-0.14131946397238315,0,-0.184260300852906,0,-0.20520761346760263,0,-0.21803508615414424,0,formal_20260818,0,3674827978,var_stationary_start,36.0
1500,1.5830644461609886,2,True,True,"[5.775887344550913, 4.01622168056734, 1.5067428152880213, 1.4327175515160477, 1.4153067649201765, 1.390777042209791, 1.3720124348915017, 1.341698348517446]",4.192822898389925,1,2.4331572344063517,1,-0.07632163087296728,0,-0.1503468946449409,0,-0.16775768124081214,0,-0.1922874039511977,0,formal_20260818,0,3674827978,var_stationary_start,36.0
3000,1.3984817050034442,3,True,True,"[5.612820312859881, 4.008744934363707, 1.426290999212148, 1.316145323179932, 1.295241066038193, 1.2567229493230212, 1.2406526232535338, 1.226970650903371]",4.214338607856437,1,2.610263229360263,1,0.027809294208703816,1,-0.0823363818235121,0,-0.10324063896525115,0,-0.14175875568042295,0,formal_20260818,0,3674827978,var_stationary_start,36.0
200,2.914213562373095,2,True,True,"[8.270534274096823, 4.841924886371043, 2.5565683127222316, 2.4772786029006735, 2.369173748401608, 2.261280436792856, 2.197643413457503, 2.1188599567689814]",5.356320711723728,1,1.927711323997948,1,-0.3576452496508633,0,-0.43693495947242145,0,-0.5450398139714867,0,-0.6529331255802391,0,formal_20260818,0,3674827978,var_stationary_start,37.0
500,2.0944271909999155,2,True,True,"[7.797101642557181, 5.566605344152179, 1.8988109054462239, 1.772562565444016, 1.6942464164493722, 1.6760882021675747, 1.6212899518847392, 1.601842450457668]",5.702674451557266,1,3.4721781531522633,1,-0.1956162855536916,0,-0.32186462555589945,0,-0.40018077455054324,0,-0.4183389888323408,0,formal_20260818,0,3674827978,var_stationary_start,37.0
1000,1.732455532033676,2,True,True,"[7.576133526192918, 5.351624148400935, 1.725018792828167, 1.5580502437882444, 1.4842599836897574, 1.4407846041502737, 1.414101856056174, 1.4007492940995774]",5.843677994159242,1,3.619168616367259,1,-0.007436739205509024,0,-0.17440528824543167,0,-0.24819554834391866,0,-0.29167092788340243,0,formal_20260818,0,3674827978,var_stationary_start,37.0
1500,1.5830644461609886,3,True,True,"[6.672201374864239, 5.060494401053906, 1.5845496594305066, 1.4561560338957367, 1.4081133103401344, 1.3798716600923882, 1.3553247367854864, 1.3332665166244353]",5.08913692870325,1,3.4774299548929175,1,0.0014852132695180043,1,-0.12690841226525196,0,-0.1749511358208542,0,-0.20319278606860047,0,formal_20260818,0,3674827978,var_stationary_start,37.0
3000,1.3984817050034442,3,True,True,"[6.412672444332171, 4.605108466850288, 1.4446896409949812, 1.3658034893109792, 1.2767574180560848, 1.2423321178953466, 1.21977110291759, 1.2112045772057596]",5.014190739328726,1,3.2066267618468434,1,0.04620793599153705,1,-0.032678215692464985,0,-0.12172428694735937,0,-0.15614958710809757,0,formal_20260818,0,3674827978,var_stationary_start,37.0
200,2.914213562373095,2,True,True,"[7.239787909287245, 5.281856499830425, 2.4660861541985004, 2.330421974804851, 2.3077561095394836, 2.2774695322278515, 2.2234594758079473, 2.1452776826590867]",4.32557434691415,1,2.3676429374573305,1,-0.4481274081745945,0,-0.583791587568244,0,-0.6064574528336113,0,-0.6367440301452434,0,formal_20260818,0,3674827978,var_stationary_start,38.0
500,2.0944271909999155,2,True,True,"[5.577293250237027, 4.157093622114, 1.8901391517014101, 1.8038917040846085, 1.7584719438183105, 1.7419208947197888, 1.6834058082421237, 1.6592251483071767]",3.4828660592371112,1,2.0626664311140845,1,-0.20428803929850536,0,-0.29053548691530695,0,-0.33595524718160497,0,-0.35250629628012664,0,formal_20260818,0,3674827978,var_stationary_start,38.0
1000,1.732455532033676,2,True,True,"[5.5042722127127295, 4.163020546825345, 1.6203683539175382, 1.5671801646655545, 1.5552625637685176, 1.5175874120927, 1.4840566991796846, 1.4728316559455583]",3.7718166806790534,1,2.4305650147916693,1,-0.11208717811613789,0,-0.16527536736812154,0,-0.1771929682651585,0,-0.2148681199409761,0,formal_20260818,0,3674827978,var_stationary_start,38.0
1500,1.5830644461609886,2,True,True,"[5.732079449341633, 4.199322224733084, 1.516216773054509, 1.4470547142552475, 1.4315791807264253, 1.4190280584029618, 1.4064309042321819, 1.3635242984064053]",4.1490150031806445,1,2.6162577785720957,1,-0.06684767310647954,0,-0.13600973190574117,0,-0.1514852654345633,0,-0.16403638775802687,0,formal_20260818,0,3674827978,var_stationary_start,38.0
3000,1.3984817050034442,2,True,True,"[6.565126767090623, 4.327594260198262, 1.3929510680248245, 1.3443652549263205, 1.3074765424387753, 1.2663095690695787, 1.2420502916863405, 1.2366287812939591]",5.166645062087179,1,2.929112555194818,1,-0.005530636978619663,0,-0.05411645007712362,0,-0.09100516256466884,0,-0.13217213593386545,0,formal_20260818,0,3674827978,var_stationary_start,38.0
200,2.914213562373095,2,True,True,"[6.2146528843218904, 5.451297506287262, 2.5396249002325035, 2.483439994124264, 2.386941661813931, 2.3583305819609035, 2.2273223394292816, 2.105967265580922]",3.3004393219487955,1,2.5370839439141672,1,-0.3745886621405914,0,-0.43077356824883095,0,-0.527271900559164,0,-0.5558829804121914,0,formal_20260818,0,3674827978,var_stationary_start,39.0
500,2.0944271909999155,2,True,True,"[5.843248811372006, 4.639683053967523, 1.858765073036031, 1.8488438032242966, 1.7793700165952941, 1.7566993472902186, 1.7093253259387622, 1.6963932678863662]",3.7488216203720905,1,2.545255862967607,1,-0.23566211796388448,0,-0.24558338777561883,0,-0.31505717440462133,0,-0.3377278437096969,0,formal_20260818,0,3674827978,var_stationary_start,39.0
1000,1.732455532033676,2,True,True,"[6.6625932972937365, 4.72163088852808, 1.5905778161757986, 1.557982191380029, 1.5248629338977175, 1.4851260785025013, 1.4765937363123023, 1.4586090898748318]",4.93013776526006,1,2.9891753564944037,1,-0.14187771585787745,0,-0.17447334065364717,0,-0.20759259813595854,0,-0.24732945353117475,0,formal_20260818,0,3674827978,var_stationary_start,39.0
1500,1.5830644461609886,2,True,True,"[6.641651283856605, 4.37191611473068, 1.4811442037072962, 1.4310820834354776, 1.4046956369119512, 1.36581362458202, 1.3536272485681107, 1.3499107772251078]",5.058586837695617,1,2.7888516685696914,1,-0.10192024245369247,0,-0.15198236272551102,0,-0.17836880924903742,0,-0.21725082157896858,0,formal_20260818,0,3674827978,var_stationary_start,39.0
3000,1.3984817050034442,2,True,True,"[6.328112304326229, 4.533920956748162, 1.3617038781573403, 1.3339583425781496, 1.268294894423827, 1.246647793370769, 1.2365133532556694, 1.2251395501640132]",4.929630599322785,1,3.1354392517447174,1,-0.03677782684610387,0,-0.06452336242529455,0,-0.13018681057961712,0,-0.15183391163267523,0,formal_20260818,0,3674827978,var_stationary_start,39.0
200,2.914213562373095,2,True,True,"[5.413254280838433, 4.019015856173972, 2.6734230475669176, 2.421789448268032, 2.3109697099766966, 2.274571152863637, 2.1544117214327656, 2.138142940307821]",2.499040718465338,1,1.1048022938008772,1,-0.2407905148061773,0,-0.4924241141050629,0,-0.6032438523963983,0,-0.6396424095094577,0,formal_20260818,0,3674827978,var_stationary_start,40.0
500,2.0944271909999155,2,True,True,"[4.948637438289865, 3.691548453503263, 1.9633259365065996, 1.8411158633427487, 1.8191131685637185, 1.7729719292070703, 1.7214788576520355, 1.721149034344652]",2.854210247289949,1,1.5971212625033475,1,-0.1311012544933159,0,-0.2533113276571668,0,-0.27531402243619696,0,-0.3214552617928452,0,formal_20260818,0,3674827978,var_stationary_start,40.0
1000,1.732455532033676,2,True,True,"[5.225194279450209, 4.045979565573205, 1.5976457408937668, 1.568793427605204, 1.5443828636274322, 1.5005449061670966, 1.476682761489734, 1.4638757298310752]",3.492738747416533,1,2.313524033539529,1,-0.13480979113990932,0,-0.16366210442847207,0,-0.18807266840624393,0,-0.2319106258665795,0,formal_20260818,0,3674827978,var_stationary_start,40.0
