r_used,metric,n_replications_planned,n_replications_valid,coverage_fraction,mean,sd,mcse,ci95_low,ci95_high,n_replications_any_valid_origin,series
3.0,U4_Q_F_largest_canonical_correlation,20,20,1.0,0.9923308477957292,0.0016582360219410993,0.00037079284677991306,0.9915547694482163,0.9931069261432421,20,cell
3.0,U4_Q_F_purity,20,20,1.0,0.4904630434150243,0.0013875138405151422,0.00031025752671136596,0.48981366694855616,0.4911124198814924,20,cell
3.0,U4_Q_F_shared_energy,20,20,1.0,1.9618521736600976,0.005550055362060553,0.0012410301068454604,1.959254667794225,1.96444967952597,20,cell
3.0,U4_Q_F_smallest_principal_angle,20,20,1.0,0.1223406968780757,0.013571819900094028,0.0030347511874994648,0.11598888964349527,0.12869250411265612,20,cell
3.0,U4_Q_F_unique_capture,20,20,1.0,0.3955434068701914,0.006906367266122157,0.0015443106684628523,0.39231112749361935,0.39877568624676346,20,cell
3.0,U4_Q_F_unique_dim_Q,20,20,1.0,5.0,0.0,0.0,5.0,5.0,20,cell
3.0,U4_Q_F_unique_dim_U,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,U4_Q_F_unique_excess_capture,20,20,1.0,0.3555434068701915,0.006906367266122145,0.0015443106684628497,0.3523111274936194,0.35877568624676354,20,cell
3.0,U4_Q_F_unique_excess_purity,20,20,1.0,0.44442925858773935,0.008632959082652701,0.0019303883355785666,0.4403889093670243,0.4484696078084544,20,cell
3.0,U4_Q_F_unique_expected_random_capture,20,20,1.0,0.04000000000000001,7.119154932824459e-18,1.5918914372148438e-18,0.04000000000000001,0.04000000000000001,20,cell
3.0,U4_Q_F_unique_expected_random_purity,20,20,1.0,0.05000000000000001,0.0,0.0,0.05000000000000001,0.05000000000000001,20,cell
3.0,U4_Q_F_unique_largest_canonical_correlation,20,20,1.0,0.9866070358660439,0.003371551272812773,0.0007539017835635299,0.9850291012983842,0.9881849704337037,20,cell
3.0,U4_Q_F_unique_purity,20,20,1.0,0.49442925858773934,0.00863295908265269,0.0019303883355785637,0.4903889093670243,0.4984696078084544,20,cell
3.0,U4_Q_F_unique_shared_energy,20,20,1.0,1.9777170343509574,0.034531836330610764,0.007721553342314257,1.9615556374680971,1.9938784312338176,20,cell
3.0,U4_Q_F_unique_smallest_principal_angle,20,20,1.0,0.161753484262654,0.020715023855042473,0.004632020149540472,0.15205855466916204,0.17144841385614598,20,cell
3.0,U4_Q_P4_capture,20,20,1.0,0.463438345959967,0.018121066086342466,0.0040519935593827825,0.4549574259718715,0.47191926594806255,20,cell
3.0,U4_Q_P4_dim_Q,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,U4_Q_P4_dim_U,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,U4_Q_P4_excess_capture,20,20,1.0,0.4234383459599669,0.01812106608634245,0.004051993559382779,0.41495742597187135,0.4319192659480624,20,cell
3.0,U4_Q_P4_excess_purity,20,20,1.0,0.4234383459599669,0.01812106608634245,0.004051993559382779,0.41495742597187135,0.4319192659480624,20,cell
3.0,U4_Q_P4_expected_random_capture,20,20,1.0,0.04000000000000001,7.119154932824459e-18,1.5918914372148438e-18,0.04000000000000001,0.04000000000000001,20,cell
3.0,U4_Q_P4_expected_random_purity,20,20,1.0,0.04000000000000001,7.119154932824459e-18,1.5918914372148438e-18,0.04000000000000001,0.04000000000000001,20,cell
3.0,U4_Q_P4_largest_canonical_correlation,20,20,1.0,0.9650007188304365,0.011555946847214765,0.002583988269474659,0.9595923692261172,0.9704090684347557,20,cell
3.0,U4_Q_P4_purity,20,20,1.0,0.463438345959967,0.018121066086342466,0.0040519935593827825,0.4549574259718715,0.47191926594806255,20,cell
3.0,U4_Q_P4_shared_energy,20,20,1.0,1.853753383839868,0.07248426434536984,0.016207974237531123,1.819829703887486,1.8876770637922502,20,cell
3.0,U4_Q_P4_smallest_principal_angle,20,20,1.0,0.2611183037591299,0.04645722247509945,0.01038815075001534,0.2393756543585286,0.28286095315973125,20,cell
3.0,UMP_Q_C_capture,20,20,1.0,0.4346997613246314,0.018780594818590204,0.004199468667224803,0.42591017238839607,0.4434893502608667,20,cell
3.0,UMP_Q_C_dim_Q,20,20,1.0,3.0,0.0,0.0,3.0,3.0,20,cell
3.0,UMP_Q_C_dim_U,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,UMP_Q_C_excess_capture,20,20,1.0,0.39469976132463147,0.018780594818590193,0.0041994686672248,0.38591017238839614,0.4034893502608668,20,cell
3.0,UMP_Q_C_excess_purity,20,20,1.0,0.2960248209934736,0.014085446113942659,0.0031496015004186034,0.2894326292912971,0.3026170126956501,20,cell
3.0,UMP_Q_C_expected_random_capture,20,20,1.0,0.04000000000000001,7.119154932824459e-18,1.5918914372148438e-18,0.04000000000000001,0.04000000000000001,20,cell
3.0,UMP_Q_C_expected_random_purity,20,20,1.0,0.030000000000000006,7.119154932824459e-18,1.5918914372148438e-18,0.030000000000000002,0.03000000000000001,20,cell
3.0,UMP_Q_C_full_capture,20,20,1.0,0.45544605163035234,0.018614748990190083,0.004162384412616059,0.44673408093105293,0.46415802232965175,20,cell
3.0,UMP_Q_C_full_dim_Q,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
3.0,UMP_Q_C_full_dim_U,20,20,1.0,4.0,0.0,0.0,4.0,4.0,20,cell
