contrast,r_a,r_b,metric,n_paired,mean_delta,sd_delta,mcse_delta,t_stat,p_value,ci95_low,ci95_high,deltas_by_replication
H-over: r=7 minus r=5,7,5,U4_Q_F_purity,20,-0.003388771836520147,0.003422409294955517,0.0007652739830347663,-4.428181163407191,0.0002886217349780118,-0.004990508691224734,-0.0017870349818155601,0:-0.00284385418;1:-0.0006720959985;2:-0.001512371491;3:-0.01485320716;4:-0.004772847023;5:-0.002141819179;6:-0.002110563834;7:-0.001615374006;8:-0.00496434246;9:-0.001865423442;10:-0.004950633752;11:-0.001491826636;12:-0.002024924073;13:-0.009100080195;14:-0.000560593691;15:-0.0057334631;16:-0.001587890908;17:-0.002241107541;18:-0.00159950536;19:-0.001133512701
H-over: r=7 minus r=5,7,5,U4_Q_F_shared_energy,20,-0.013555087346080597,0.013689637179822068,0.0030610959321390654,-4.428181163407195,0.0002886217349780118,-0.019962034764898946,-0.007148139927262249,0:-0.01137541672;1:-0.002688383994;2:-0.006049485962;3:-0.05941282864;4:-0.01909138809;5:-0.008567276718;6:-0.008442255334;7:-0.006461496025;8:-0.01985736984;9:-0.00746169377;10:-0.01980253501;11:-0.005967306543;12:-0.008099696292;13:-0.03640032078;14:-0.002242374764;15:-0.0229338524;16:-0.006351563631;17:-0.008964430163;18:-0.006398021441;19:-0.004534050805
H-over: r=7 minus r=5,7,5,U4_Q_F_smallest_principal_angle,20,0.07955663900392637,0.04447993377485037,0.009946015555525425,7.998845221967238,1.679551895339415e-07,0.058739389200692896,0.10037388880715985,0:0.08327763315;1:0.03004534381;2:0.04994925966;3:0.2002119719;4:0.1104576064;5:0.06827188468;6:0.07310621291;7:0.05469855974;8:0.121794918;9:0.05962957086;10:0.1068993679;11:0.04762841242;12:0.0619350455;13:0.1646750667;14:0.02616308113;15:0.1105099482;16:0.05757958783;17:0.06913638665;18:0.04798012398;19:0.04718279864
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_capture,20,-0.024459826122925184,0.008011001817035915,0.0017913144630766638,-13.654680195522078,2.8397728613072104e-11,-0.028209090383154063,-0.020710561862696306,0:-0.03216872333;1:-0.01618606447;2:-0.03012479149;3:-0.0375322662;4:-0.02942425026;5:-0.02618684023;6:-0.03162870411;7:-0.009688569308;8:-0.03006365232;9:-0.01710887206;10:-0.02686444135;11:-0.01546736788;12:-0.02104036826;13:-0.03250332258;14:-0.03319769667;15:-0.02654200245;16:-0.01939246001;17:-0.009766145234;18:-0.01992968762;19:-0.02438029664
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_dim_Q,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_dim_U,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_excess_capture,20,-0.02445982612292518,0.008011001817035904,0.0017913144630766614,-13.654680195522094,2.8397728613072104e-11,-0.028209090383154056,-0.020710561862696306,0:-0.03216872333;1:-0.01618606447;2:-0.03012479149;3:-0.0375322662;4:-0.02942425026;5:-0.02618684023;6:-0.03162870411;7:-0.009688569308;8:-0.03006365232;9:-0.01710887206;10:-0.02686444135;11:-0.01546736788;12:-0.02104036826;13:-0.03250332258;14:-0.03319769667;15:-0.02654200245;16:-0.01939246001;17:-0.009766145234;18:-0.01992968762;19:-0.02438029664
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_excess_purity,20,-0.030574782653656474,0.010013752271294878,0.002239143078845826,-13.654680195522097,2.8397728613072104e-11,-0.03526136297894256,-0.025888202328370382,0:-0.04021090416;1:-0.02023258059;2:-0.03765598936;3:-0.04691533275;4:-0.03678031282;5:-0.03273355028;6:-0.03953588013;7:-0.01211071164;8:-0.0375795654;9:-0.02138609007;10:-0.03358055169;11:-0.01933420985;12:-0.02630046033;13:-0.04062915323;14:-0.04149712084;15:-0.03317750306;16:-0.02424057502;17:-0.01220768154;18:-0.02491210952;19:-0.0304753708
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_expected_random_capture,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_expected_random_purity,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_largest_canonical_correlation,20,-0.1960879835891536,0.05943455064852458,0.013289969546225517,-14.754584869973954,7.354339359721962e-12,-0.22390420953175688,-0.16827175764655034,0:-0.320730097;1:-0.1686496612;2:-0.207732525;3:-0.180351528;4:-0.1141882586;5:-0.2213663072;6:-0.3219780723;7:-0.1738712025;8:-0.2290359561;9:-0.1280282902;10:-0.1942397642;11:-0.1259276315;12:-0.2356020914;13:-0.1959291217;14:-0.2268559269;15:-0.2387822369;16:-0.1706304326;17:-0.1004015979;18:-0.1548091712;19:-0.2126497993
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_purity,20,-0.030574782653656485,0.010013752271294892,0.0022391430788458295,-13.654680195522081,2.8397728613072104e-11,-0.035261362978942584,-0.025888202328370385,0:-0.04021090416;1:-0.02023258059;2:-0.03765598936;3:-0.04691533275;4:-0.03678031282;5:-0.03273355028;6:-0.03953588013;7:-0.01211071164;8:-0.0375795654;9:-0.02138609007;10:-0.03358055169;11:-0.01933420985;12:-0.02630046033;13:-0.04062915323;14:-0.04149712084;15:-0.03317750306;16:-0.02424057502;17:-0.01220768154;18:-0.02491210952;19:-0.0304753708
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_shared_energy,20,-0.12229913061462594,0.04005500908517957,0.008956572315383318,-13.654680195522081,2.8397728613072104e-11,-0.14104545191577034,-0.10355280931348154,0:-0.1608436167;1:-0.08093032234;2:-0.1506239575;3:-0.187661331;4:-0.1471212513;5:-0.1309342011;6:-0.1581435205;7:-0.04844284654;8:-0.1503182616;9:-0.08554436029;10:-0.1343222068;11:-0.0773368394;12:-0.1052018413;13:-0.1625166129;14:-0.1659884834;15:-0.1327100122;16:-0.09696230007;17:-0.04883072617;18:-0.09964843809;19:-0.1219014832
H-over: r=7 minus r=5,7,5,U4_Q_F_unique_smallest_principal_angle,20,0.2015746163243525,0.0618473484955538,0.013829487546417765,14.575711185810794,9.107825604814934e-12,0.17262916622956062,0.23052006641914438,0:0.331090128;1:0.1720980421;2:0.2143958634;3:0.1900864494;4:0.118285883;5:0.226472368;6:0.3327816267;7:0.1754426703;8:0.2370660932;9:0.1300988674;10:0.1989735163;11:0.1276384558;12:0.2408465485;13:0.2030782555;14:0.2352419851;15:0.2453591434;16:0.1743252765;17:0.1017450575;18:0.158392686;19:0.2180734104
H-over: r=7 minus r=5,7,5,U4_Q_P4_capture,20,-0.4548386354133531,0.019146482813259827,0.004281283710048038,-106.2388447525356,0.0,-0.4637994652022299,-0.4458778056244763,0:-0.4783874279;1:-0.4575223474;2:-0.4303789666;3:-0.4501132392;4:-0.4742413094;5:-0.4464133067;6:-0.436705686;7:-0.4409575811;8:-0.4425405418;9:-0.4803067367;10:-0.4404835342;11:-0.4520127977;12:-0.4535160123;13:-0.4608837988;14:-0.4235566282;15:-0.485080328;16:-0.458166237;17:-0.4912386026;18:-0.4615174874;19:-0.4327501393
H-over: r=7 minus r=5,7,5,U4_Q_P4_dim_Q,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,U4_Q_P4_dim_U,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,U4_Q_P4_excess_capture,20,-0.454838635413353,0.019146482813259803,0.004281283710048033,-106.2388447525357,0.0,-0.4637994652022298,-0.4458778056244762,0:-0.4783874279;1:-0.4575223474;2:-0.4303789666;3:-0.4501132392;4:-0.4742413094;5:-0.4464133067;6:-0.436705686;7:-0.4409575811;8:-0.4425405418;9:-0.4803067367;10:-0.4404835342;11:-0.4520127977;12:-0.4535160123;13:-0.4608837988;14:-0.4235566282;15:-0.485080328;16:-0.458166237;17:-0.4912386026;18:-0.4615174874;19:-0.4327501393
H-over: r=7 minus r=5,7,5,U4_Q_P4_excess_purity,20,-0.454838635413353,0.019146482813259803,0.004281283710048033,-106.2388447525357,0.0,-0.4637994652022298,-0.4458778056244762,0:-0.4783874279;1:-0.4575223474;2:-0.4303789666;3:-0.4501132392;4:-0.4742413094;5:-0.4464133067;6:-0.436705686;7:-0.4409575811;8:-0.4425405418;9:-0.4803067367;10:-0.4404835342;11:-0.4520127977;12:-0.4535160123;13:-0.4608837988;14:-0.4235566282;15:-0.485080328;16:-0.458166237;17:-0.4912386026;18:-0.4615174874;19:-0.4327501393
H-over: r=7 minus r=5,7,5,U4_Q_P4_expected_random_capture,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,U4_Q_P4_expected_random_purity,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,U4_Q_P4_largest_canonical_correlation,20,-0.45060600014635616,0.08106172935442219,0.018125953721017815,-24.85971260225934,6.661338147750939e-16,-0.4885440572935374,-0.4126679429991749,0:-0.3679606928;1:-0.546664162;2:-0.4557076548;3:-0.2721151529;4:-0.3635971448;5:-0.3778461199;6:-0.553940042;7:-0.487957172;8:-0.4849997737;9:-0.4329544997;10:-0.3782431634;11:-0.4214779436;12:-0.5263980363;13:-0.4277257588;14:-0.3761845952;15:-0.5741514967;16:-0.4391562569;17:-0.4467289607;18:-0.5664645359;19:-0.511846841
H-over: r=7 minus r=5,7,5,U4_Q_P4_purity,20,-0.4548386354133531,0.019146482813259827,0.004281283710048038,-106.2388447525356,0.0,-0.4637994652022299,-0.4458778056244763,0:-0.4783874279;1:-0.4575223474;2:-0.4303789666;3:-0.4501132392;4:-0.4742413094;5:-0.4464133067;6:-0.436705686;7:-0.4409575811;8:-0.4425405418;9:-0.4803067367;10:-0.4404835342;11:-0.4520127977;12:-0.4535160123;13:-0.4608837988;14:-0.4235566282;15:-0.485080328;16:-0.458166237;17:-0.4912386026;18:-0.4615174874;19:-0.4327501393
H-over: r=7 minus r=5,7,5,U4_Q_P4_shared_energy,20,-1.819354541653412,0.07658593125303931,0.017125134840192152,-106.23884475253557,0.0,-1.8551978608089192,-1.7835112224979048,0:-1.913549712;1:-1.83008939;2:-1.721515866;3:-1.800452957;4:-1.896965238;5:-1.785653227;6:-1.746822744;7:-1.763830324;8:-1.770162167;9:-1.921226947;10:-1.761934137;11:-1.808051191;12:-1.814064049;13:-1.843535195;14:-1.694226513;15:-1.940321312;16:-1.832664948;17:-1.96495441;18:-1.84606995;19:-1.731000557
H-over: r=7 minus r=5,7,5,U4_Q_P4_smallest_principal_angle,20,0.7640523313215879,0.11891709643531952,0.026590671131627237,28.73384908336577,0.0,0.7083974170202327,0.8197072456229431,0:0.7001345593;1:0.9189555709;2:0.7283323675;3:0.489191698;4:0.6543539128;5:0.6301653576;6:0.9197428084;7:0.8118972851;8:0.7776799604;9:0.7711267429;10:0.6396312638;11:0.7492934925;12:0.8345751349;13:0.7070730597;14:0.637719333;15:0.9447266338;16:0.775588954;17:0.8150801378;18:0.9116142194;19:0.8641641347
H-over: r=7 minus r=5,7,5,UMP_Q_C_capture,20,-0.35179386687639885,0.039829967157425886,0.008906251410558834,-39.499655989873425,0.0,-0.370434865313306,-0.3331528684394917,0:-0.2974691125;1:-0.3972182632;2:-0.3154097446;3:-0.2372345343;4:-0.316797991;5:-0.3697816387;6:-0.3893383313;7:-0.4003842191;8:-0.3227175797;9:-0.3344730934;10:-0.3706884052;11:-0.3532566166;12:-0.3788374832;13:-0.3533653121;14:-0.3498037614;15:-0.3940386355;16:-0.3462204424;17:-0.3718403669;18:-0.3815939048;19:-0.3554079017
H-over: r=7 minus r=5,7,5,UMP_Q_C_dim_Q,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_C_dim_U,20,0.26400000000000007,0.31157325741604025,0.06966989835533065,3.7892979067307717,0.0012396856481542429,0.11817922687411433,0.40982077312588583,0:0.28;1:0.32;2:0.32;3:0.48;4:0.92;5:0.16;6:0.44;7:0.56;8:0.4;9:0.68;10:-0.16;11:0.16;12:0;13:0.16;14:-0.32;15:0.04;16:-0.16;17:0.2;18:0.12;19:0.68
H-over: r=7 minus r=5,7,5,UMP_Q_C_excess_capture,20,-0.3544338668763989,0.039078164187237384,0.008738143155856061,-40.56169148921154,0.0,-0.37272301069246855,-0.3361447230603292,0:-0.3002691125;1:-0.4004182632;2:-0.3186097446;3:-0.2420345343;4:-0.325997991;5:-0.3713816387;6:-0.3937383313;7:-0.4059842191;8:-0.3267175797;9:-0.3412730934;10:-0.3690884052;11:-0.3548566166;12:-0.3788374832;13:-0.3549653121;14:-0.3466037614;15:-0.3944386355;16:-0.3446204424;17:-0.3738403669;18:-0.3827939048;19:-0.3622079017
H-over: r=7 minus r=5,7,5,UMP_Q_C_excess_purity,20,-0.5287039913969329,0.05779448030231069,0.01292323866802393,-40.911106339396895,0.0,-0.555752640789966,-0.5016553420038998,0:-0.4667794945;1:-0.6027110979;2:-0.4793803506;3:-0.3958007996;4:-0.5284651814;5:-0.5603203341;6:-0.5347787327;7:-0.615818982;8:-0.5001448903;9:-0.5274762026;10:-0.5552392195;11:-0.5232578444;12:-0.5672777327;13:-0.5257824323;14:-0.4067249739;15:-0.5924144741;16:-0.51156087;17:-0.5691472975;18:-0.5618106436;19:-0.549188274
H-over: r=7 minus r=5,7,5,UMP_Q_C_expected_random_capture,20,0.002640000000000001,0.0031157325741604028,0.0006966989835533066,3.7892979067307717,0.0012396856481542429,0.0011817922687411434,0.0040982077312588586,0:0.0028;1:0.0032;2:0.0032;3:0.0048;4:0.0092;5:0.0016;6:0.0044;7:0.0056;8:0.004;9:0.0068;10:-0.0016;11:0.0016;12:0;13:0.0016;14:-0.0032;15:0.0004;16:-0.0016;17:0.002;18:0.0012;19:0.0068
H-over: r=7 minus r=5,7,5,UMP_Q_C_expected_random_purity,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_capture,20,-0.377813046306316,0.030816683940213512,0.006890820013144347,-54.828459542642484,0.0,-0.392235698348425,-0.36339039426420705,0:-0.3562526204;1:-0.4302422827;2:-0.3540681012;3:-0.2889322192;4:-0.3345562768;5:-0.3607514614;6:-0.3998690218;7:-0.4000533;8:-0.36701583;9:-0.3711174232;10:-0.3747598004;11:-0.3902078346;12:-0.3885716;13:-0.3759968845;14:-0.3910689763;15:-0.4190630119;16:-0.3869742632;17:-0.3866086198;18:-0.4049136048;19:-0.3752377938
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_dim_Q,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_dim_U,20,0.26400000000000007,0.31157325741604025,0.06966989835533065,3.7892979067307717,0.0012396856481542429,0.11817922687411433,0.40982077312588583,0:0.28;1:0.32;2:0.32;3:0.48;4:0.92;5:0.16;6:0.44;7:0.56;8:0.4;9:0.68;10:-0.16;11:0.16;12:0;13:0.16;14:-0.32;15:0.04;16:-0.16;17:0.2;18:0.12;19:0.68
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_excess_capture,20,-0.38045304630631593,0.02980693774820347,0.006665033900608746,-57.08193716337549,0.0,-0.39440312258373655,-0.3665029700288953,0:-0.3590526204;1:-0.4334422827;2:-0.3572681012;3:-0.2937322192;4:-0.3437562768;5:-0.3623514614;6:-0.4042690218;7:-0.4056533;8:-0.37101583;9:-0.3779174232;10:-0.3731598004;11:-0.3918078346;12:-0.3885716;13:-0.3775968845;14:-0.3878689763;15:-0.4194630119;16:-0.3853742632;17:-0.3886086198;18:-0.4061136048;19:-0.3820377938
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_excess_purity,20,-0.7550741103778427,0.059822017619006684,0.013376609794728905,-56.44734517675637,0.0,-0.7830716764446435,-0.7270765443110419,0:-0.7347685254;1:-0.8690282738;2:-0.7147885484;3:-0.6257821812;4:-0.7381378408;5:-0.7291748728;6:-0.7318928106;7:-0.8201945599;8:-0.7545448632;9:-0.7723399355;10:-0.7481833866;11:-0.7714027573;12:-0.7742011157;13:-0.749331503;14:-0.6145983349;15:-0.8392961894;16:-0.7643780529;17:-0.7843278968;18:-0.7933036945;19:-0.7718068648
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_expected_random_capture,20,0.002640000000000001,0.0031157325741604028,0.0006966989835533066,3.7892979067307717,0.0012396856481542429,0.0011817922687411434,0.0040982077312588586,0:0.0028;1:0.0032;2:0.0032;3:0.0048;4:0.0092;5:0.0016;6:0.0044;7:0.0056;8:0.004;9:0.0068;10:-0.0016;11:0.0016;12:0;13:0.0016;14:-0.0032;15:0.0004;16:-0.0016;17:0.002;18:0.0012;19:0.0068
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_expected_random_purity,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_largest_canonical_correlation,20,-0.5179729815346088,0.0846713227829686,0.018933083348754445,-27.358089118045573,2.220446049250313e-16,-0.5576003804076684,-0.4783455826615492,0:-0.4436935793;1:-0.6667228;2:-0.514410799;3:-0.3061383566;4:-0.4203225144;5:-0.5413619084;6:-0.5865591199;7:-0.5663408516;8:-0.521641256;9:-0.4789685134;10:-0.5883621237;11:-0.4762620329;12:-0.560795416;13:-0.4817899286;14:-0.4127724912;15:-0.631054146;16:-0.5074183458;17:-0.4811900366;18:-0.6007145124;19:-0.5729408989
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_purity,20,-0.7550741103778427,0.05982201761900669,0.013376609794728907,-56.44734517675636,0.0,-0.7830716764446435,-0.7270765443110419,0:-0.7347685254;1:-0.8690282738;2:-0.7147885484;3:-0.6257821812;4:-0.7381378408;5:-0.7291748728;6:-0.7318928106;7:-0.8201945599;8:-0.7545448632;9:-0.7723399355;10:-0.7481833866;11:-0.7714027573;12:-0.7742011157;13:-0.749331503;14:-0.6145983349;15:-0.8392961894;16:-0.7643780529;17:-0.7843278968;18:-0.7933036945;19:-0.7718068648
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_shared_energy,20,-1.5112521852252638,0.12326673576085401,0.02756328005257738,-54.8284595426425,0.0,-1.5689427933936997,-1.453561577056828,0:-1.425010482;1:-1.720969131;2:-1.416272405;3:-1.155728877;4:-1.338225107;5:-1.443005846;6:-1.599476087;7:-1.6002132;8:-1.46806332;9:-1.484469693;10:-1.499039201;11:-1.560831338;12:-1.5542864;13:-1.503987538;14:-1.564275905;15:-1.676252048;16:-1.547897053;17:-1.546434479;18:-1.619654419;19:-1.500951175
H-over: r=7 minus r=5,7,5,UMP_Q_C_full_smallest_principal_angle,20,0.8140023574489194,0.11100794112785528,0.024822130240417906,32.79341255423269,0.0,0.76204904177407,0.8659556731237688,0:0.7461619637;1:1.000279259;2:0.7875226596;3:0.5071224619;4:0.7022369646;5:0.8093444355;6:0.9045672344;7:0.8752487304;8:0.8025511357;9:0.7978207376;10:0.8665609345;11:0.786748247;12:0.8455915443;13:0.7544796323;14:0.6609152378;15:0.9717434686;16:0.8173905265;17:0.8237131147;18:0.9196462156;19:0.9004026453
H-over: r=7 minus r=5,7,5,UMP_Q_C_largest_canonical_correlation,20,-0.542879177135923,0.09129950599682896,0.020415190172105923,-26.59192359019414,2.220446049250313e-16,-0.5856086612414599,-0.5001496930303861,0:-0.421102445;1:-0.673763621;2:-0.5228257787;3:-0.3128804053;4:-0.4733476551;5:-0.5705834923;6:-0.6138153479;7:-0.623938499;8:-0.5516907037;9:-0.4902904983;10:-0.6191660183;11:-0.55653858;12:-0.6388975493;13:-0.5356833896;14:-0.4103353769;15:-0.6162488469;16:-0.5163299994;17:-0.4822793025;18:-0.6274153844;19:-0.600450649
H-over: r=7 minus r=5,7,5,UMP_Q_C_purity,20,-0.5287039913969331,0.05779448030231069,0.01292323866802393,-40.911106339396916,0.0,-0.5557526407899662,-0.5016553420039,0:-0.4667794945;1:-0.6027110979;2:-0.4793803506;3:-0.3958007996;4:-0.5284651814;5:-0.5603203341;6:-0.5347787327;7:-0.615818982;8:-0.5001448903;9:-0.5274762026;10:-0.5552392195;11:-0.5232578444;12:-0.5672777327;13:-0.5257824323;14:-0.4067249739;15:-0.5924144741;16:-0.51156087;17:-0.5691472975;18:-0.5618106436;19:-0.549188274
H-over: r=7 minus r=5,7,5,UMP_Q_C_shared_energy,20,-1.0553816006291967,0.11948990147227762,0.026718754231676495,-39.49965598987344,0.0,-1.1113045959399181,-0.9994586053184753,0:-0.8924073376;1:-1.191654789;2:-0.9462292337;3:-0.7117036029;4:-0.9503939729;5:-1.109344916;6:-1.168014994;7:-1.201152657;8:-0.968152739;9:-1.00341928;10:-1.112065216;11:-1.05976985;12:-1.13651245;13:-1.060095936;14:-1.049411284;15:-1.182115907;16:-1.038661327;17:-1.115521101;18:-1.144781715;19:-1.066223705
H-over: r=7 minus r=5,7,5,UMP_Q_C_smallest_principal_angle,20,0.806593108966676,0.11784490326187078,0.026350921449542975,30.609673764583494,0.0,0.7514399965169599,0.8617462214163921,0:0.6263771182;1:0.9761904446;2:0.7575044454;3:0.5075798359;4:0.7392975184;5:0.8150360894;6:0.8259349617;7:0.9277131216;8:0.7899293563;9:0.7913443237;10:0.8981173882;11:0.8698769165;12:0.8982706938;13:0.8080711183;14:0.606955594;15:0.8954259078;16:0.7986556376;17:0.7917722187;18:0.9419197771;19:0.8658897121
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_capture,20,-0.3841160298558241,0.03953476696594188,0.008840242641045916,-43.45084693403599,0.0,-0.40261887035033883,-0.3656131893613094,0:-0.3458519187;1:-0.4224893272;2:-0.3608759589;3:-0.2628225229;4:-0.3434753727;5:-0.4087837762;6:-0.4382109928;7:-0.4143317511;8:-0.3644015099;9:-0.3550680091;10:-0.4065508937;11:-0.3775336534;12:-0.4095460726;13:-0.3859516066;14:-0.402072714;15:-0.4280546218;16:-0.3749599896;17:-0.3822473036;18:-0.4085730283;19:-0.3905195739
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_dim_Q,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_dim_U,20,0.26400000000000007,0.31157325741604025,0.06966989835533065,3.7892979067307717,0.0012396856481542429,0.11817922687411433,0.40982077312588583,0:0.28;1:0.32;2:0.32;3:0.48;4:0.92;5:0.16;6:0.44;7:0.56;8:0.4;9:0.68;10:-0.16;11:0.16;12:0;13:0.16;14:-0.32;15:0.04;16:-0.16;17:0.2;18:0.12;19:0.68
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_excess_capture,20,-0.38675602985582413,0.03852084161689113,0.008613522040587147,-44.901032125235105,0.0,-0.4047843386799488,-0.3687277210316995,0:-0.3486519187;1:-0.4256893272;2:-0.3640759589;3:-0.2676225229;4:-0.3526753727;5:-0.4103837762;6:-0.4426109928;7:-0.4199317511;8:-0.3684015099;9:-0.3618680091;10:-0.4049508937;11:-0.3791336534;12:-0.4095460726;13:-0.3875516066;14:-0.398872714;15:-0.4284546218;16:-0.3733599896;17:-0.3842473036;18:-0.4097730283;19:-0.3973195739
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_excess_purity,20,-0.5767772874019431,0.05259882914004941,0.011761455749404728,-49.03961717758748,0.0,-0.6013942972003056,-0.5521602776035807,0:-0.5395717062;1:-0.6409633937;2:-0.5474193435;3:-0.4381542957;4:-0.5760685116;5:-0.6189672498;6:-0.6011007702;7:-0.6367899746;8:-0.5637462669;9:-0.559813651;10:-0.6089853473;11:-0.5594620525;12:-0.6133522374;13:-0.5741406775;14:-0.4692792061;15:-0.643492439;16:-0.5545081365;17:-0.5853191919;18:-0.6012420833;19:-0.6031692135
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_expected_random_capture,20,0.002640000000000001,0.0031157325741604028,0.0006966989835533066,3.7892979067307717,0.0012396856481542429,0.0011817922687411434,0.0040982077312588586,0:0.0028;1:0.0032;2:0.0032;3:0.0048;4:0.0092;5:0.0016;6:0.0044;7:0.0056;8:0.004;9:0.0068;10:-0.0016;11:0.0016;12:0;13:0.0016;14:-0.0032;15:0.0004;16:-0.0016;17:0.002;18:0.0012;19:0.0068
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_expected_random_purity,20,0.0,0.0,0.0,,,0.0,0.0,0:0;1:0;2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:0;18:0;19:0
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_largest_canonical_correlation,20,-0.5707972672021568,0.0935869549044941,0.020926679297365615,-27.276055560043513,2.220446049250313e-16,-0.6145973103504305,-0.5269972240538832,0:-0.4827251629;1:-0.6942595651;2:-0.5702862936;3:-0.3276683674;4:-0.4707214233;5:-0.6153671748;6:-0.6858212113;7:-0.6436521378;8:-0.5967483047;9:-0.5036444546;10:-0.6435863382;11:-0.5719552802;12:-0.6772681773;13:-0.5416235196;14:-0.4612656723;15:-0.6442269719;16:-0.5380607092;17:-0.4922584214;18:-0.6325522012;19:-0.6222539571
H-over: r=7 minus r=5,7,5,UMP_Q_C_unique_purity,20,-0.5767772874019432,0.05259882914004939,0.011761455749404723,-49.03961717758751,0.0,-0.6013942972003057,-0.5521602776035808,0:-0.5395717062;1:-0.6409633937;2:-0.5474193435;3:-0.4381542957;4:-0.5760685116;5:-0.6189672498;6:-0.6011007702;7:-0.6367899746;8:-0.5637462669;9:-0.559813651;10:-0.6089853473;11:-0.5594620525;12:-0.6133522374;13:-0.5741406775;14:-0.4692792061;15:-0.643492439;16:-0.5545081365;17:-0.5853191919;18:-0.6012420833;19:-0.6031692135
