dgp,K_branch,variant,baing_branch,r0,replication,reached,n_iter
strong_sbm,primary_fixed_K,C_criterion,released,2,7,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,8,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,9,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,10,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,11,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,12,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,13,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,14,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,15,0.8,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,16,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,17,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,18,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,2,19,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,0,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,1,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,2,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,3,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,4,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,5,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,6,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,7,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,8,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,9,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,10,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,11,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,12,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,13,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,14,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,15,0.8,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,16,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,17,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,18,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,3,19,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,0,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,1,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,2,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,3,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,4,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,5,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,6,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,7,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,8,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,9,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,10,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,11,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,12,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,13,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,14,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,15,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,16,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,17,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,18,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,4,19,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,5,0,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,1,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,2,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,3,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,4,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,5,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,6,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,7,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,8,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,9,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,10,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,11,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,12,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,13,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,14,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,15,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,16,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,17,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,18,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,5,19,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,0,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,1,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,released,6,2,0.2,1.2
strong_sbm,primary_fixed_K,C_criterion,released,6,3,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,4,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,5,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,6,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,7,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,8,0.2,1.2
strong_sbm,primary_fixed_K,C_criterion,released,6,9,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,released,6,10,0.0,1.4
strong_sbm,primary_fixed_K,C_criterion,released,6,11,0.2,1.2
strong_sbm,primary_fixed_K,C_criterion,released,6,12,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,13,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,14,0.2,1.2
strong_sbm,primary_fixed_K,C_criterion,released,6,15,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,16,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,17,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,18,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,6,19,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,0,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,1,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,released,7,2,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,released,7,3,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,4,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,5,0.0,1.4
strong_sbm,primary_fixed_K,C_criterion,released,7,6,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,7,7,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,7,8,0.2,2.0
strong_sbm,primary_fixed_K,C_criterion,released,7,9,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,10,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,11,0.2,1.4
strong_sbm,primary_fixed_K,C_criterion,released,7,12,0.0,1.8
strong_sbm,primary_fixed_K,C_criterion,released,7,13,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,14,0.8,2.0
strong_sbm,primary_fixed_K,C_criterion,released,7,15,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,16,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,17,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,released,7,18,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,released,7,19,0.2,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,0,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,1,0.0,2.2
strong_sbm,primary_fixed_K,C_criterion,released,8,2,0.2,2.2
strong_sbm,primary_fixed_K,C_criterion,released,8,3,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,4,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,5,0.0,2.2
strong_sbm,primary_fixed_K,C_criterion,released,8,6,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,7,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,8,0.2,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,9,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,10,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,11,0.2,2.2
strong_sbm,primary_fixed_K,C_criterion,released,8,12,0.0,2.4
strong_sbm,primary_fixed_K,C_criterion,released,8,13,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,14,0.6,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,15,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,16,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,17,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,18,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,8,19,0.2,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,0,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,1,0.0,2.2
strong_sbm,primary_fixed_K,C_criterion,released,9,2,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,3,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,4,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,5,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,6,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,7,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,8,0.4,2.2
strong_sbm,primary_fixed_K,C_criterion,released,9,9,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,10,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,11,0.2,2.2
strong_sbm,primary_fixed_K,C_criterion,released,9,12,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,13,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,14,0.2,2.2
strong_sbm,primary_fixed_K,C_criterion,released,9,15,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,16,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,17,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,released,9,18,0.0,2.2
strong_sbm,primary_fixed_K,C_criterion,released,9,19,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,0,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,1,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,2,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,3,0.8,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,4,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,5,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,6,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,7,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,8,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,9,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,10,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,11,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,12,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,13,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,14,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,15,0.4,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,16,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,17,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,18,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,1,19,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,0,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,1,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,2,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,3,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,4,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,5,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,6,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,7,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,8,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,9,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,10,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,11,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,12,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,13,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,14,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,15,0.8,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,16,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,17,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,18,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,2,19,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,0,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,1,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,2,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,3,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,4,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,5,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,6,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,7,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,8,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,9,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,10,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,11,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,12,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,13,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,14,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,15,0.8,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,16,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,17,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,18,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,3,19,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,0,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,1,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,2,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,3,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,4,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,5,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,6,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,7,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,8,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,9,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,10,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,11,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,12,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,13,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,14,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,15,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,16,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,17,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,18,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,4,19,1.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,0,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,1,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,2,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,3,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,4,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,5,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,6,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,7,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,8,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,9,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,10,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,11,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,12,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,13,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,14,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,15,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,16,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,17,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,18,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,5,19,1.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,0,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,1,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,2,0.2,1.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,3,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,4,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,5,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,6,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,7,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,8,0.2,1.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,9,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,10,0.0,1.4
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,11,0.2,1.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,12,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,13,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,14,0.2,1.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,15,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,16,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,17,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,18,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,6,19,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,0,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,1,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,2,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,3,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,4,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,5,0.0,1.4
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,6,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,7,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,8,0.2,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,9,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,10,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,11,0.2,1.4
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,12,0.0,1.8
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,13,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,14,0.8,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,15,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,16,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,17,0.0,1.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,18,0.0,1.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,7,19,0.2,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,0,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,1,0.0,2.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,2,0.2,2.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,3,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,4,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,5,0.0,2.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,6,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,7,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,8,0.2,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,9,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,10,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,11,0.2,2.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,12,0.0,2.4
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,13,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,14,0.6,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,15,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,16,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,17,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,18,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,8,19,0.2,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,0,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,1,0.0,2.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,2,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,3,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,4,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,5,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,6,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,7,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,8,0.4,2.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,9,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,10,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,11,0.2,2.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,12,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,13,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,14,0.2,2.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,15,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,16,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,17,0.0,2.0
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,18,0.0,2.2
strong_sbm,primary_fixed_K,C_criterion,zero_fixed,9,19,0.0,2.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,0,0.0,5.4
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,1,0.0,5.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,2,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,3,0.0,5.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,4,0.0,5.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,5,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,6,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,7,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,8,0.0,5.6
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,9,0.0,5.2
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,10,0.0,5.8
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,11,0.0,5.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,12,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,13,0.0,5.2
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,14,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,15,0.0,5.2
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,16,0.0,5.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,17,0.0,5.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,18,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,1,19,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,2,0,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,2,1,0.0,5.4
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,2,2,0.0,6.0
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,2,3,0.0,5.2
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,2,4,0.0,5.4
strong_sbm,robustness_K_equals_d_hat,A_incremental,released,2,5,0.0,6.0
