run_id,dgp,replication,structural_seed,actual_spectral_radius,is_stationary,origin_index,r0_released,r0_zero_fixed,r0_argmin_index,r0_ic_tie,r0_ER,r0_GR,status,error_message
formal_init_cleanup_20260819,weak_sbm,3,3141226789,0.9418205404631056,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,3,3141226789,0.9418205404631056,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,3,3141226789,0.9418205404631056,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,3,3141226789,0.9418205404631056,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,3,3141226789,0.9418205404631056,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,4,827407145,0.8999999999999987,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,4,827407145,0.8999999999999987,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,4,827407145,0.8999999999999987,True,249.0,7.0,7.0,6.0,False,6.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,4,827407145,0.8999999999999987,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,4,827407145,0.8999999999999987,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,6,3620073301,0.9000000000000037,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,6,3620073301,0.9000000000000037,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,6,3620073301,0.9000000000000037,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,6,3620073301,0.9000000000000037,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,6,3620073301,0.9000000000000037,True,498.0,7.0,7.0,6.0,False,6.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,7,2175964406,0.927078801214617,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,7,2175964406,0.927078801214617,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,7,2175964406,0.927078801214617,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,7,2175964406,0.927078801214617,True,374.0,7.0,7.0,6.0,False,6.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,7,2175964406,0.927078801214617,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,8,1271978911,0.9000000000000009,True,0.0,6.0,6.0,5.0,False,4.0,6.0,ok,
formal_init_cleanup_20260819,weak_sbm,8,1271978911,0.9000000000000009,True,124.0,6.0,6.0,5.0,False,6.0,6.0,ok,
formal_init_cleanup_20260819,weak_sbm,8,1271978911,0.9000000000000009,True,249.0,6.0,6.0,5.0,False,6.0,6.0,ok,
formal_init_cleanup_20260819,weak_sbm,8,1271978911,0.9000000000000009,True,374.0,6.0,6.0,5.0,False,6.0,6.0,ok,
formal_init_cleanup_20260819,weak_sbm,8,1271978911,0.9000000000000009,True,498.0,6.0,6.0,5.0,False,6.0,6.0,ok,
formal_init_cleanup_20260819,weak_sbm,10,3128250985,0.9175383989558392,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,10,3128250985,0.9175383989558392,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,10,3128250985,0.9175383989558392,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,10,3128250985,0.9175383989558392,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,10,3128250985,0.9175383989558392,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,11,3723452138,0.8999999999999992,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,11,3723452138,0.8999999999999992,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,11,3723452138,0.8999999999999992,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,11,3723452138,0.8999999999999992,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,11,3723452138,0.8999999999999992,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,12,2557843024,0.9000000000000015,True,0.0,6.0,6.0,5.0,False,6.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,12,2557843024,0.9000000000000015,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,12,2557843024,0.9000000000000015,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,12,2557843024,0.9000000000000015,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,12,2557843024,0.9000000000000015,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,13,349997695,0.8999999999999999,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,13,349997695,0.8999999999999999,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,13,349997695,0.8999999999999999,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,13,349997695,0.8999999999999999,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,13,349997695,0.8999999999999999,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,14,3902369840,0.9250357639604064,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,14,3902369840,0.9250357639604064,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,14,3902369840,0.9250357639604064,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,14,3902369840,0.9250357639604064,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,14,3902369840,0.9250357639604064,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,16,587737673,0.9000000000000015,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,16,587737673,0.9000000000000015,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,16,587737673,0.9000000000000015,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,16,587737673,0.9000000000000015,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,16,587737673,0.9000000000000015,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,17,1621160096,0.905490277652996,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,17,1621160096,0.905490277652996,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,17,1621160096,0.905490277652996,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,17,1621160096,0.905490277652996,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,17,1621160096,0.905490277652996,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,18,3367057627,0.9195786058515372,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,18,3367057627,0.9195786058515372,True,124.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,18,3367057627,0.9195786058515372,True,249.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,18,3367057627,0.9195786058515372,True,374.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,18,3367057627,0.9195786058515372,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,19,2147057047,0.900000000000001,True,0.0,7.0,7.0,6.0,False,7.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,19,2147057047,0.900000000000001,True,124.0,7.0,7.0,6.0,False,4.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,19,2147057047,0.900000000000001,True,249.0,7.0,7.0,6.0,False,4.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,19,2147057047,0.900000000000001,True,374.0,7.0,7.0,6.0,False,4.0,7.0,ok,
formal_init_cleanup_20260819,weak_sbm,19,2147057047,0.900000000000001,True,498.0,7.0,7.0,6.0,False,7.0,7.0,ok,
