dgp,K_branch,variant,baing_branch,r0,n_worlds,P_reach_r_true,sd,mcse,ci_low,ci_high,mean_n_iter
weak_sbm,robustness_K_equals_d_hat,C_criterion,released,1,17,0.0,0.0,0.0,0.0,0.0,2.0352941176470587
weak_sbm,robustness_K_equals_d_hat,C_criterion,released,2,17,0.0,0.0,0.0,0.0,0.0,2.0352941176470587
weak_sbm,robustness_K_equals_d_hat,C_criterion,released,3,17,0.011764705882352941,0.04850712500726659,0.01176470588235294,-0.013175356461423659,0.036704768226129544,2.0352941176470587
weak_sbm,robustness_K_equals_d_hat,C_criterion,released,4,17,0.058823529411764705,0.15434872662825794,0.03743506488634663,-0.02053526301748393,0.13818232184101334,2.023529411764706
weak_sbm,robustness_K_equals_d_hat,C_criterion,released,5,17,0.0823529411764706,0.2128241472367711,0.05161743757289483,-0.027071138266518885,0.1917770206194601,1.9294117647058822
weak_sbm,robustness_K_equals_d_hat,C_criterion,released,6,17,0.0,0.0,0.0,0.0,0.0,1.788235294117647
weak_sbm,robustness_K_equals_d_hat,C_criterion,released,7,17,0.0,0.0,0.0,0.0,0.0,1.035294117647059
weak_sbm,robustness_K_equals_d_hat,C_criterion,released,8,17,0.0,0.0,0.0,0.0,0.0,2.0
weak_sbm,robustness_K_equals_d_hat,C_criterion,released,9,17,0.0,0.0,0.0,0.0,0.0,2.011764705882353
weak_sbm,robustness_K_equals_d_hat,C_criterion,zero_fixed,1,17,0.0,0.0,0.0,0.0,0.0,2.0352941176470587
weak_sbm,robustness_K_equals_d_hat,C_criterion,zero_fixed,2,17,0.0,0.0,0.0,0.0,0.0,2.0352941176470587
weak_sbm,robustness_K_equals_d_hat,C_criterion,zero_fixed,3,17,0.011764705882352941,0.04850712500726659,0.01176470588235294,-0.013175356461423659,0.036704768226129544,2.0352941176470587
weak_sbm,robustness_K_equals_d_hat,C_criterion,zero_fixed,4,17,0.058823529411764705,0.15434872662825794,0.03743506488634663,-0.02053526301748393,0.13818232184101334,2.023529411764706
weak_sbm,robustness_K_equals_d_hat,C_criterion,zero_fixed,5,17,0.0823529411764706,0.2128241472367711,0.05161743757289483,-0.027071138266518885,0.1917770206194601,1.9294117647058822
weak_sbm,robustness_K_equals_d_hat,C_criterion,zero_fixed,6,17,0.0,0.0,0.0,0.0,0.0,1.788235294117647
weak_sbm,robustness_K_equals_d_hat,C_criterion,zero_fixed,7,17,0.0,0.0,0.0,0.0,0.0,1.035294117647059
weak_sbm,robustness_K_equals_d_hat,C_criterion,zero_fixed,8,17,0.0,0.0,0.0,0.0,0.0,2.0
weak_sbm,robustness_K_equals_d_hat,C_criterion,zero_fixed,9,17,0.0,0.0,0.0,0.0,0.0,2.011764705882353
