run_id,replication,r_used,forecast_origin_index,eigen_rank,eigenvalue,exceeds_mp_edge,sq_projection_Q_F,sq_projection_Q_F_unique,sq_projection_Q_C,sq_projection_Q_C_unique,sq_projection_Q_C_full,sq_projection_Q_P4
fullgrid_formal_20260817,15,4,207,2,8.431094143279333,True,0.017170769292108173,0.1066900328140702,0.6792887172893664,0.7688079808113284,0.9184083679623269,0.9204143370734279
fullgrid_formal_20260817,15,4,207,3,4.515215497842111,True,0.0059730931962989255,0.028550785650843125,0.6127898104757604,0.6353675029303043,0.8946032805959537,0.9188107126529034
fullgrid_formal_20260817,15,4,207,4,1.4638956999004387,False,0.00011786932376303924,0.0034953732018089432,0.143392879421135,0.14677038329918077,0.18895221308166746,0.21630502774130378
fullgrid_formal_20260817,15,4,207,5,1.4303507461150644,False,0.00048790208497669427,0.0006680781845384697,0.0008883388594455553,0.0010685149590073271,0.0009418861863746928,0.008048910242031262
fullgrid_formal_20260817,15,4,207,6,1.4214237426551826,False,0.0002468722413210103,8.547742858647169e-05,0.004957697317041531,0.004796302504306982,0.0065674897373826915,0.011653058036348814
fullgrid_formal_20260817,15,4,207,7,1.390911958365333,False,0.0004157634457836665,0.0005579268885791352,0.001056396614404254,0.0011985600571997263,0.0010623502381927313,0.001857643955562033
fullgrid_formal_20260817,15,4,207,8,1.3827324716577225,False,0.00023480386545075355,0.0077918194442690375,0.07413506525422399,0.08169208083304225,0.07453750981504118,0.06800922497655836
fullgrid_formal_20260817,15,6,207,1,5.2695505475502795,True,0.005503976044777603,0.025934577818303318,0.6225509982567963,0.642981600030321,0.8884820082358541,0.9175206077905065
fullgrid_formal_20260817,15,6,207,2,1.7101937473780968,False,0.0006429615506645059,0.002314803108554611,0.05976897576331336,0.06144081732120336,0.06403655564057915,0.06381029014772578
fullgrid_formal_20260817,15,6,207,3,1.6662203502909705,False,9.246722769416941e-05,0.0007368738680120817,0.009612848234291593,0.010257254874609514,0.012985703784568377,0.011275666433122403
fullgrid_formal_20260817,15,6,207,4,1.6449129345651015,False,0.0001322398925600974,0.0016850872544765417,0.012956303673839804,0.014509151035756222,0.01295905262590544,0.013478526725704154
fullgrid_formal_20260817,15,6,207,5,1.6063472633365465,False,6.092144259505212e-05,0.0012167606466430142,0.05033463717786719,0.051490476381915146,0.0686562279759443,0.10034026500031304
fullgrid_formal_20260817,15,6,207,6,1.5921809298454837,False,0.00042050033586973326,0.00401195550092346,0.046993018183099936,0.050584473348153566,0.04707034190185041,0.05885551274182391
fullgrid_formal_20260817,15,6,207,7,1.563178500754376,False,0.0002614445865976946,0.002175976803660256,0.018762412468537187,0.02067694468559972,0.01889454260426205,0.02551373060357047
fullgrid_formal_20260817,15,6,207,8,1.5555567922091658,False,0.00023779664475242774,0.0017835042277574587,0.06341882027137509,0.06496452785438017,0.09504117131683759,0.08666713242568372
fullgrid_formal_20260817,15,8,207,1,1.7513322516117173,True,0.00018950822035007555,0.0013344486629519427,0.022650014002942344,0.023794954445544195,0.02829168089521691,0.04080880724017261
fullgrid_formal_20260817,15,8,207,2,1.744272500002507,True,9.23557598890277e-05,0.0006752167858152958,0.023533326308567793,0.024116187334494037,0.030807992652793367,0.016584742131171924
fullgrid_formal_20260817,15,8,207,3,1.6992088360900994,False,2.5936729202744256e-05,0.0002620118970163116,0.013012012463807746,0.013248087631621296,0.020029578803971507,0.02071746641440414
fullgrid_formal_20260817,15,8,207,4,1.6974852020745996,False,0.0003418074262321344,0.00030428058810880475,0.0027106508393479082,0.0026731240012245706,0.004906508321459611,0.006750091029326878
fullgrid_formal_20260817,15,8,207,5,1.6658985360844762,False,6.542602646473296e-05,0.003024629917468836,0.022293096527332367,0.02525230041833643,0.02618868751213601,0.03399089727501729
fullgrid_formal_20260817,15,8,207,6,1.6387412506399557,False,0.00014801472711021055,0.0002547843552273632,0.006352709811216677,0.006459479439333831,0.006381682356482034,0.009287827262041273
fullgrid_formal_20260817,15,8,207,7,1.6351729285282233,False,0.0001478694304937271,0.0008046959529751548,0.03460853419459575,0.035265360717077095,0.048028018794655694,0.04808473776199512
fullgrid_formal_20260817,15,8,207,8,1.6292129643459607,False,0.00011590032090622282,0.001581799349826247,0.054194067163870416,0.055659966192790414,0.0807706242652952,0.11460058636674494
fullgrid_formal_20260817,15,9,207,1,1.7725613870168737,True,8.121087618712794e-05,0.0006314500631173437,0.012467735245158415,0.013017974432088627,0.014443085888637335,0.005465681520886876
fullgrid_formal_20260817,15,9,207,2,1.7311978514857,False,0.00019196031229990585,0.00023563796552371715,0.012392764896477414,0.012436442549701228,0.02558189851863533,0.0265255200497675
fullgrid_formal_20260817,15,9,207,3,1.7280774217110813,False,0.00016978957213003093,0.0006417641494933907,0.00974801936795377,0.010219993945317106,0.010784719173807274,0.010609338587709898
fullgrid_formal_20260817,15,9,207,4,1.7058985243446936,False,4.185929096988374e-05,0.004110578363350675,0.028782970381580765,0.032851689453961504,0.03144763229964972,0.039706262888723
fullgrid_formal_20260817,15,9,207,5,1.6715586320088711,False,0.0002077032184525528,0.0015240597327493104,0.068903632346212,0.07021998886050869,0.08350112292641637,0.10308173912931627
fullgrid_formal_20260817,15,9,207,6,1.6598288274008415,False,5.199854555697696e-05,0.0008538612532367722,0.031255464302240896,0.03205732700992063,0.05095329116832376,0.05579041693532679
fullgrid_formal_20260817,15,9,207,7,1.6536114722736523,False,0.0001022963464041436,0.0005262398641984608,0.014462317706217464,0.014886261224011777,0.025178391905887096,0.03942150565475591
fullgrid_formal_20260817,15,9,207,8,1.6191090407568018,False,0.00037897199414659466,0.002575964051976609,0.023731986710464382,0.02592897876829437,0.0238816384638552,0.02955593695314899
fullgrid_formal_20260817,15,1,228,1,20.697989906076334,True,0.9899764094987136,0.9834757276919663,0.007286832976950971,0.0007861511702036422,0.016197263075145924,0.018861673567937387
fullgrid_formal_20260817,15,1,228,2,19.76524212457928,True,0.9857962135932219,0.852422558444505,0.13445960771550666,0.0010859525667911438,0.1659509505922775,0.16309569873655821
