replication,r_used,mean,n_valid_origins,n_total_origins,metric,series
0,2,0.2560292590459998,25,25,UMP_Q_C_purity,mechanism_cell
0,3,0.3232916687971417,25,25,UMP_Q_C_purity,mechanism_cell
0,4,0.4272176997920421,25,25,UMP_Q_C_purity,mechanism_cell
0,5,0.5916075618625609,25,25,UMP_Q_C_purity,mechanism_cell
0,6,0.3862314144311271,25,25,UMP_Q_C_purity,mechanism_cell
0,7,0.12482806739909058,25,25,UMP_Q_C_purity,mechanism_cell
0,8,0.08509393381942544,25,25,UMP_Q_C_purity,mechanism_cell
0,9,0.07938213679181495,25,25,UMP_Q_C_purity,mechanism_cell
1,1,0.2289239055218076,25,25,UMP_Q_C_purity,mechanism_cell
1,2,0.27757583131688146,25,25,UMP_Q_C_purity,mechanism_cell
1,3,0.3235723211695393,25,25,UMP_Q_C_purity,mechanism_cell
1,4,0.42618202561621865,25,25,UMP_Q_C_purity,mechanism_cell
1,5,0.6428323319035275,25,25,UMP_Q_C_purity,mechanism_cell
1,6,0.361754098214377,25,25,UMP_Q_C_purity,mechanism_cell
1,7,0.040121233955191446,25,25,UMP_Q_C_purity,mechanism_cell
1,8,0.052017402976322354,25,25,UMP_Q_C_purity,mechanism_cell
1,9,0.03276269668622271,25,25,UMP_Q_C_purity,mechanism_cell
2,1,0.2153554320279592,25,25,UMP_Q_C_purity,mechanism_cell
2,2,0.2621103571616015,25,25,UMP_Q_C_purity,mechanism_cell
2,3,0.32055184581130175,25,25,UMP_Q_C_purity,mechanism_cell
2,4,0.39363105311673885,25,25,UMP_Q_C_purity,mechanism_cell
2,5,0.5747411945622224,25,25,UMP_Q_C_purity,mechanism_cell
2,6,0.23330550096885191,25,25,UMP_Q_C_purity,mechanism_cell
2,7,0.09536084399975162,25,25,UMP_Q_C_purity,mechanism_cell
2,8,0.08972389615577452,25,25,UMP_Q_C_purity,mechanism_cell
2,9,0.03617861745389289,25,25,UMP_Q_C_purity,mechanism_cell
3,1,0.20880125428786936,25,25,UMP_Q_C_purity,mechanism_cell
3,2,0.28058229019790276,25,25,UMP_Q_C_purity,mechanism_cell
3,3,0.33701272205611316,25,25,UMP_Q_C_purity,mechanism_cell
3,4,0.43165014808645885,25,25,UMP_Q_C_purity,mechanism_cell
3,5,0.579243628731652,25,25,UMP_Q_C_purity,mechanism_cell
3,6,0.37338869073785297,25,25,UMP_Q_C_purity,mechanism_cell
3,7,0.18344282913562415,25,25,UMP_Q_C_purity,mechanism_cell
3,8,0.10589397266061658,25,25,UMP_Q_C_purity,mechanism_cell
3,9,0.03465287293528489,25,25,UMP_Q_C_purity,mechanism_cell
4,1,0.25141259136133554,25,25,UMP_Q_C_purity,mechanism_cell
4,2,0.2917570495320744,25,25,UMP_Q_C_purity,mechanism_cell
4,3,0.35384844630625545,25,25,UMP_Q_C_purity,mechanism_cell
4,4,0.4600573674690544,25,25,UMP_Q_C_purity,mechanism_cell
4,5,0.6408599568111307,25,25,UMP_Q_C_purity,mechanism_cell
4,6,0.33881924888340653,25,25,UMP_Q_C_purity,mechanism_cell
4,7,0.11239477545584785,25,25,UMP_Q_C_purity,mechanism_cell
4,8,0.07192839092380612,25,25,UMP_Q_C_purity,mechanism_cell
4,9,0.054384158029065,25,25,UMP_Q_C_purity,mechanism_cell
5,1,0.1817294991886502,25,25,UMP_Q_C_purity,mechanism_cell
5,2,0.26487038413377234,25,25,UMP_Q_C_purity,mechanism_cell
5,3,0.324578381527162,25,25,UMP_Q_C_purity,mechanism_cell
5,4,0.4290754813637747,25,25,UMP_Q_C_purity,mechanism_cell
5,5,0.6425081577673479,25,25,UMP_Q_C_purity,mechanism_cell
5,6,0.3848865959234892,25,25,UMP_Q_C_purity,mechanism_cell
5,7,0.08218782365868059,25,25,UMP_Q_C_purity,mechanism_cell
5,8,0.061021117525670306,25,25,UMP_Q_C_purity,mechanism_cell
5,9,0.07239392215384334,25,25,UMP_Q_C_purity,mechanism_cell
6,1,0.19385927215843599,25,25,UMP_Q_C_purity,mechanism_cell
6,2,0.26222886141399476,25,25,UMP_Q_C_purity,mechanism_cell
6,3,0.32483498870184346,25,25,UMP_Q_C_purity,mechanism_cell
6,4,0.43095468855043,25,25,UMP_Q_C_purity,mechanism_cell
6,5,0.5693991620610945,25,25,UMP_Q_C_purity,mechanism_cell
6,6,0.29822218834391095,25,25,UMP_Q_C_purity,mechanism_cell
6,7,0.0346204293707683,25,25,UMP_Q_C_purity,mechanism_cell
6,8,0.016388079850416622,25,25,UMP_Q_C_purity,mechanism_cell
6,9,0.013707647315615317,25,25,UMP_Q_C_purity,mechanism_cell
7,1,0.1568208458490889,25,25,UMP_Q_C_purity,mechanism_cell
7,2,0.24335840063648576,25,25,UMP_Q_C_purity,mechanism_cell
7,3,0.32528835302070086,25,25,UMP_Q_C_purity,mechanism_cell
7,4,0.45010617123515667,25,25,UMP_Q_C_purity,mechanism_cell
7,5,0.6712238695167018,25,25,UMP_Q_C_purity,mechanism_cell
7,6,0.34373141264069124,25,25,UMP_Q_C_purity,mechanism_cell
7,7,0.055404887470659706,25,25,UMP_Q_C_purity,mechanism_cell
7,8,0.06447268841811142,25,25,UMP_Q_C_purity,mechanism_cell
7,9,0.0762865479706885,25,25,UMP_Q_C_purity,mechanism_cell
8,1,0.16513548163703906,25,25,UMP_Q_C_purity,mechanism_cell
8,2,0.24074854321658523,25,25,UMP_Q_C_purity,mechanism_cell
8,3,0.30403698378568134,25,25,UMP_Q_C_purity,mechanism_cell
8,4,0.4113444061250137,25,25,UMP_Q_C_purity,mechanism_cell
8,5,0.5810215563760006,25,25,UMP_Q_C_purity,mechanism_cell
8,6,0.28146209302375674,25,25,UMP_Q_C_purity,mechanism_cell
8,7,0.08087666609861661,25,25,UMP_Q_C_purity,mechanism_cell
8,8,0.06876903510342319,25,25,UMP_Q_C_purity,mechanism_cell
8,9,0.05397556884980169,25,25,UMP_Q_C_purity,mechanism_cell
9,1,0.2185306923141354,25,25,UMP_Q_C_purity,mechanism_cell
9,2,0.2474435180136519,25,25,UMP_Q_C_purity,mechanism_cell
9,3,0.3150292424220748,25,25,UMP_Q_C_purity,mechanism_cell
9,4,0.4355440817054939,25,25,UMP_Q_C_purity,mechanism_cell
9,5,0.6382569262012148,25,25,UMP_Q_C_purity,mechanism_cell
9,6,0.31446296995692147,25,25,UMP_Q_C_purity,mechanism_cell
9,7,0.1107807235676954,25,25,UMP_Q_C_purity,mechanism_cell
9,8,0.06346267532615694,25,25,UMP_Q_C_purity,mechanism_cell
9,9,0.042694077312534745,25,25,UMP_Q_C_purity,mechanism_cell
10,1,0.227824401878474,25,25,UMP_Q_C_purity,mechanism_cell
10,2,0.2670744727480843,25,25,UMP_Q_C_purity,mechanism_cell
10,3,0.32493295297876434,25,25,UMP_Q_C_purity,mechanism_cell
10,4,0.439467429720099,25,25,UMP_Q_C_purity,mechanism_cell
10,5,0.622412218661372,25,25,UMP_Q_C_purity,mechanism_cell
10,6,0.4085075529393977,25,25,UMP_Q_C_purity,mechanism_cell
10,7,0.06717299913095859,25,25,UMP_Q_C_purity,mechanism_cell
10,8,0.11111774114871828,25,25,UMP_Q_C_purity,mechanism_cell
10,9,0.10350618439445673,25,25,UMP_Q_C_purity,mechanism_cell
11,1,0.20153896367447588,25,25,UMP_Q_C_purity,mechanism_cell
11,2,0.2574033432472642,25,25,UMP_Q_C_purity,mechanism_cell
11,3,0.3134405824468989,25,25,UMP_Q_C_purity,mechanism_cell
11,4,0.41656533976333165,25,25,UMP_Q_C_purity,mechanism_cell
11,5,0.6140873463687163,25,25,UMP_Q_C_purity,mechanism_cell
11,6,0.2396813973518125,25,25,UMP_Q_C_purity,mechanism_cell
11,7,0.09082950192924953,25,25,UMP_Q_C_purity,mechanism_cell
11,8,0.055511113959511194,25,25,UMP_Q_C_purity,mechanism_cell
11,9,0.06503523235516115,25,25,UMP_Q_C_purity,mechanism_cell
12,1,0.22791313552054124,25,25,UMP_Q_C_purity,mechanism_cell
12,2,0.26496068983919935,25,25,UMP_Q_C_purity,mechanism_cell
12,3,0.3245430286618119,25,25,UMP_Q_C_purity,mechanism_cell
12,4,0.43613754411549793,25,25,UMP_Q_C_purity,mechanism_cell
12,5,0.6219359699479101,25,25,UMP_Q_C_purity,mechanism_cell
12,6,0.29615281195587023,25,25,UMP_Q_C_purity,mechanism_cell
12,7,0.05465823720735105,25,25,UMP_Q_C_purity,mechanism_cell
12,8,0.03231793876948326,25,25,UMP_Q_C_purity,mechanism_cell
12,9,0.01922256386786966,25,25,UMP_Q_C_purity,mechanism_cell
13,1,0.24274134465070982,25,25,UMP_Q_C_purity,mechanism_cell
13,2,0.2790874644501374,25,25,UMP_Q_C_purity,mechanism_cell
13,3,0.346788750665266,25,25,UMP_Q_C_purity,mechanism_cell
13,4,0.45864368649454135,25,25,UMP_Q_C_purity,mechanism_cell
13,5,0.6208698133416808,25,25,UMP_Q_C_purity,mechanism_cell
13,6,0.46003025961956195,25,25,UMP_Q_C_purity,mechanism_cell
13,7,0.09508738100569372,25,25,UMP_Q_C_purity,mechanism_cell
13,8,0.03612771255433683,25,25,UMP_Q_C_purity,mechanism_cell
13,9,0.03214385005653078,25,25,UMP_Q_C_purity,mechanism_cell
14,1,0.1321079326648489,25,25,UMP_Q_C_purity,mechanism_cell
14,2,0.23346894486958467,25,25,UMP_Q_C_purity,mechanism_cell
14,3,0.30344169827697676,25,25,UMP_Q_C_purity,mechanism_cell
14,4,0.38482069039097794,25,25,UMP_Q_C_purity,mechanism_cell
14,5,0.5293819353751382,25,25,UMP_Q_C_purity,mechanism_cell
14,6,0.3216776177306866,25,25,UMP_Q_C_purity,mechanism_cell
14,7,0.12265696151072296,25,25,UMP_Q_C_purity,mechanism_cell
14,8,0.05432518521937913,25,25,UMP_Q_C_purity,mechanism_cell
14,9,0.03174285438227789,25,25,UMP_Q_C_purity,mechanism_cell
15,1,0.24745462069704918,25,25,UMP_Q_C_purity,mechanism_cell
15,2,0.28603677787764026,25,25,UMP_Q_C_purity,mechanism_cell
15,3,0.3547396155121547,25,25,UMP_Q_C_purity,mechanism_cell
15,4,0.4389376432789179,25,25,UMP_Q_C_purity,mechanism_cell
15,5,0.6544340917466134,25,25,UMP_Q_C_purity,mechanism_cell
15,6,0.6008775643609587,25,25,UMP_Q_C_purity,mechanism_cell
15,7,0.06201961765093209,25,25,UMP_Q_C_purity,mechanism_cell
15,8,0.05136750030292332,25,25,UMP_Q_C_purity,mechanism_cell
15,9,0.03182341038603,25,25,UMP_Q_C_purity,mechanism_cell
16,1,0.21878930549427023,25,25,UMP_Q_C_purity,mechanism_cell
16,2,0.2539005624523983,25,25,UMP_Q_C_purity,mechanism_cell
16,3,0.3203543536193043,25,25,UMP_Q_C_purity,mechanism_cell
16,4,0.42817584385784896,25,25,UMP_Q_C_purity,mechanism_cell
16,5,0.6214535633745583,25,25,UMP_Q_C_purity,mechanism_cell
16,6,0.3644887805223629,25,25,UMP_Q_C_purity,mechanism_cell
16,7,0.10989269335154443,25,25,UMP_Q_C_purity,mechanism_cell
16,8,0.05643964996873176,25,25,UMP_Q_C_purity,mechanism_cell
16,9,0.04121881393552508,25,25,UMP_Q_C_purity,mechanism_cell
17,1,0.2173090960081598,25,25,UMP_Q_C_purity,mechanism_cell
17,2,0.2750186368424437,25,25,UMP_Q_C_purity,mechanism_cell
17,3,0.33948813035394065,25,25,UMP_Q_C_purity,mechanism_cell
17,4,0.46401415100892707,25,25,UMP_Q_C_purity,mechanism_cell
17,5,0.6844516840694197,25,25,UMP_Q_C_purity,mechanism_cell
17,6,0.5281922441046438,25,25,UMP_Q_C_purity,mechanism_cell
17,7,0.11530438653125528,25,25,UMP_Q_C_purity,mechanism_cell
17,8,0.06040040602394569,25,25,UMP_Q_C_purity,mechanism_cell
17,9,0.03585142695911676,25,25,UMP_Q_C_purity,mechanism_cell
18,1,0.2199665394519674,25,25,UMP_Q_C_purity,mechanism_cell
18,2,0.27756490135084677,25,25,UMP_Q_C_purity,mechanism_cell
18,3,0.31737333374106064,25,25,UMP_Q_C_purity,mechanism_cell
18,4,0.4213028919231595,25,25,UMP_Q_C_purity,mechanism_cell
18,5,0.6197901025200349,25,25,UMP_Q_C_purity,mechanism_cell
18,6,0.2924387481298143,25,25,UMP_Q_C_purity,mechanism_cell
18,7,0.05797945887614117,25,25,UMP_Q_C_purity,mechanism_cell
18,8,0.04702550074915266,25,25,UMP_Q_C_purity,mechanism_cell
18,9,0.037131570008399055,25,25,UMP_Q_C_purity,mechanism_cell
19,1,0.12987160622997665,25,25,UMP_Q_C_purity,mechanism_cell
19,2,0.2554793608141741,25,25,UMP_Q_C_purity,mechanism_cell
19,3,0.3233490200154796,25,25,UMP_Q_C_purity,mechanism_cell
19,4,0.43094421844119574,25,25,UMP_Q_C_purity,mechanism_cell
19,5,0.6019918377560091,25,25,UMP_Q_C_purity,mechanism_cell
19,6,0.27985487326615177,25,25,UMP_Q_C_purity,mechanism_cell
19,7,0.052803563710469875,25,25,UMP_Q_C_purity,mechanism_cell
19,8,0.030435887543572467,25,25,UMP_Q_C_purity,mechanism_cell
19,9,0.025814776043911955,25,25,UMP_Q_C_purity,mechanism_cell
0,1,0.9982606227424641,25,25,QR_Q_F_purity,mechanism_cell
0,2,0.9970249352900123,25,25,QR_Q_F_purity,mechanism_cell
0,3,0.9973293246745094,25,25,QR_Q_F_purity,mechanism_cell
0,4,0.9960526087814253,25,25,QR_Q_F_purity,mechanism_cell
0,5,0.9952225500393775,25,25,QR_Q_F_purity,mechanism_cell
0,6,0.8300774824362908,25,25,QR_Q_F_purity,mechanism_cell
0,7,0.7125557647533072,25,25,QR_Q_F_purity,mechanism_cell
0,8,0.6235165264082432,25,25,QR_Q_F_purity,mechanism_cell
0,9,0.5542518379687393,25,25,QR_Q_F_purity,mechanism_cell
1,1,0.9986802604189721,25,25,QR_Q_F_purity,mechanism_cell
1,2,0.9984139761144638,25,25,QR_Q_F_purity,mechanism_cell
1,3,0.9982804438017773,25,25,QR_Q_F_purity,mechanism_cell
1,4,0.9979021256568753,25,25,QR_Q_F_purity,mechanism_cell
1,5,0.9970281406174198,25,25,QR_Q_F_purity,mechanism_cell
1,6,0.8310363498238823,25,25,QR_Q_F_purity,mechanism_cell
1,7,0.7124997359933625,25,25,QR_Q_F_purity,mechanism_cell
1,8,0.6234482591675934,25,25,QR_Q_F_purity,mechanism_cell
1,9,0.5541855820014794,25,25,QR_Q_F_purity,mechanism_cell
2,1,0.9984170248481056,25,25,QR_Q_F_purity,mechanism_cell
2,2,0.9982612386554176,25,25,QR_Q_F_purity,mechanism_cell
2,3,0.9980623064810843,25,25,QR_Q_F_purity,mechanism_cell
2,4,0.997235634575358,25,25,QR_Q_F_purity,mechanism_cell
2,5,0.9960429071148339,25,25,QR_Q_F_purity,mechanism_cell
2,6,0.8307894068792812,25,25,QR_Q_F_purity,mechanism_cell
2,7,0.7123228566654034,25,25,QR_Q_F_purity,mechanism_cell
2,8,0.623299559411078,25,25,QR_Q_F_purity,mechanism_cell
2,9,0.5540616089414812,25,25,QR_Q_F_purity,mechanism_cell
3,1,0.9979685070313233,25,25,QR_Q_F_purity,mechanism_cell
3,2,0.9975413225597508,25,25,QR_Q_F_purity,mechanism_cell
3,3,0.9969764691571252,25,25,QR_Q_F_purity,mechanism_cell
3,4,0.9957346090595622,25,25,QR_Q_F_purity,mechanism_cell
3,5,0.9846546090273514,25,25,QR_Q_F_purity,mechanism_cell
3,6,0.828015037499019,25,25,QR_Q_F_purity,mechanism_cell
3,7,0.711737486853167,25,25,QR_Q_F_purity,mechanism_cell
3,8,0.6227991122234939,25,25,QR_Q_F_purity,mechanism_cell
3,9,0.553626149870565,25,25,QR_Q_F_purity,mechanism_cell
4,1,0.9991603208858016,25,25,QR_Q_F_purity,mechanism_cell
4,2,0.9980963910997734,25,25,QR_Q_F_purity,mechanism_cell
4,3,0.997858948056403,25,25,QR_Q_F_purity,mechanism_cell
4,4,0.9973399476941026,25,25,QR_Q_F_purity,mechanism_cell
4,5,0.9933328015227814,25,25,QR_Q_F_purity,mechanism_cell
4,6,0.8303123175208035,25,25,QR_Q_F_purity,mechanism_cell
4,7,0.7121409981114478,25,25,QR_Q_F_purity,mechanism_cell
4,8,0.6231449385618386,25,25,QR_Q_F_purity,mechanism_cell
4,9,0.5539201249422535,25,25,QR_Q_F_purity,mechanism_cell
5,1,0.9981146526833027,25,25,QR_Q_F_purity,mechanism_cell
5,2,0.9975516869402453,25,25,QR_Q_F_purity,mechanism_cell
5,3,0.9977269040303435,25,25,QR_Q_F_purity,mechanism_cell
5,4,0.9971025720316581,25,25,QR_Q_F_purity,mechanism_cell
5,5,0.9955510052595364,25,25,QR_Q_F_purity,mechanism_cell
5,6,0.8305969412057802,25,25,QR_Q_F_purity,mechanism_cell
5,7,0.7122795905377767,25,25,QR_Q_F_purity,mechanism_cell
5,8,0.6232576389992489,25,25,QR_Q_F_purity,mechanism_cell
5,9,0.5540221014944631,25,25,QR_Q_F_purity,mechanism_cell
6,1,0.9971881497850249,25,25,QR_Q_F_purity,mechanism_cell
6,2,0.9966773192249364,25,25,QR_Q_F_purity,mechanism_cell
6,3,0.996777721565746,25,25,QR_Q_F_purity,mechanism_cell
6,4,0.996669425904101,25,25,QR_Q_F_purity,mechanism_cell
6,5,0.995944805030431,25,25,QR_Q_F_purity,mechanism_cell
6,6,0.8312464692188263,25,25,QR_Q_F_purity,mechanism_cell
6,7,0.7126056088056582,25,25,QR_Q_F_purity,mechanism_cell
6,8,0.6235359165339063,25,25,QR_Q_F_purity,mechanism_cell
6,9,0.5542625937968999,25,25,QR_Q_F_purity,mechanism_cell
7,1,0.9959688794591584,25,25,QR_Q_F_purity,mechanism_cell
7,2,0.9965265828671181,25,25,QR_Q_F_purity,mechanism_cell
7,3,0.9966298185746113,25,25,QR_Q_F_purity,mechanism_cell
7,4,0.9967447217827505,25,25,QR_Q_F_purity,mechanism_cell
7,5,0.9957920425873691,25,25,QR_Q_F_purity,mechanism_cell
7,6,0.8308630983037772,25,25,QR_Q_F_purity,mechanism_cell
7,7,0.7122658634482946,25,25,QR_Q_F_purity,mechanism_cell
7,8,0.6232547350828606,25,25,QR_Q_F_purity,mechanism_cell
7,9,0.5540182474361085,25,25,QR_Q_F_purity,mechanism_cell
8,1,0.9981384473068173,25,25,QR_Q_F_purity,mechanism_cell
8,2,0.995345551733578,25,25,QR_Q_F_purity,mechanism_cell
8,3,0.9959833953584539,25,25,QR_Q_F_purity,mechanism_cell
8,4,0.9962779771360342,25,25,QR_Q_F_purity,mechanism_cell
8,5,0.9935387531743057,25,25,QR_Q_F_purity,mechanism_cell
8,6,0.8309223791215711,25,25,QR_Q_F_purity,mechanism_cell
8,7,0.7123553779525342,25,25,QR_Q_F_purity,mechanism_cell
8,8,0.6233185281236363,25,25,QR_Q_F_purity,mechanism_cell
8,9,0.5540789720100573,25,25,QR_Q_F_purity,mechanism_cell
9,1,0.9980385049907512,25,25,QR_Q_F_purity,mechanism_cell
9,2,0.997836749841492,25,25,QR_Q_F_purity,mechanism_cell
9,3,0.9976881771425736,25,25,QR_Q_F_purity,mechanism_cell
9,4,0.9973008069717401,25,25,QR_Q_F_purity,mechanism_cell
9,5,0.9955717788251338,25,25,QR_Q_F_purity,mechanism_cell
9,6,0.8299690135321857,25,25,QR_Q_F_purity,mechanism_cell
9,7,0.7122326966540853,25,25,QR_Q_F_purity,mechanism_cell
9,8,0.6232186281154115,25,25,QR_Q_F_purity,mechanism_cell
9,9,0.5539856910016683,25,25,QR_Q_F_purity,mechanism_cell
10,1,0.9987562676426738,25,25,QR_Q_F_purity,mechanism_cell
10,2,0.9974226087756851,25,25,QR_Q_F_purity,mechanism_cell
10,3,0.9968789807283379,25,25,QR_Q_F_purity,mechanism_cell
10,4,0.9964844468834692,25,25,QR_Q_F_purity,mechanism_cell
10,5,0.9934455925939654,25,25,QR_Q_F_purity,mechanism_cell
10,6,0.8284911067257891,25,25,QR_Q_F_purity,mechanism_cell
10,7,0.7123640044048233,25,25,QR_Q_F_purity,mechanism_cell
10,8,0.623333423418902,25,25,QR_Q_F_purity,mechanism_cell
10,9,0.5540934534095129,25,25,QR_Q_F_purity,mechanism_cell
11,1,0.9985610061177371,25,25,QR_Q_F_purity,mechanism_cell
11,2,0.9983663308648463,25,25,QR_Q_F_purity,mechanism_cell
11,3,0.9980535391713018,25,25,QR_Q_F_purity,mechanism_cell
11,4,0.9976886715448248,25,25,QR_Q_F_purity,mechanism_cell
11,5,0.9958503326082915,25,25,QR_Q_F_purity,mechanism_cell
11,6,0.8303204516848975,25,25,QR_Q_F_purity,mechanism_cell
11,7,0.712185345310742,25,25,QR_Q_F_purity,mechanism_cell
11,8,0.6231770826108243,25,25,QR_Q_F_purity,mechanism_cell
11,9,0.553948550329825,25,25,QR_Q_F_purity,mechanism_cell
12,1,0.9989819312989028,25,25,QR_Q_F_purity,mechanism_cell
12,2,0.9987238308775865,25,25,QR_Q_F_purity,mechanism_cell
12,3,0.9984264651325117,25,25,QR_Q_F_purity,mechanism_cell
12,4,0.9982160794795195,25,25,QR_Q_F_purity,mechanism_cell
12,5,0.9957010041445129,25,25,QR_Q_F_purity,mechanism_cell
12,6,0.8305427316736903,25,25,QR_Q_F_purity,mechanism_cell
12,7,0.7123192319373911,25,25,QR_Q_F_purity,mechanism_cell
12,8,0.6233083173400527,25,25,QR_Q_F_purity,mechanism_cell
12,9,0.5540775436148073,25,25,QR_Q_F_purity,mechanism_cell
13,1,0.9986704503632775,25,25,QR_Q_F_purity,mechanism_cell
13,2,0.9979471532059522,25,25,QR_Q_F_purity,mechanism_cell
13,3,0.9975653468085945,25,25,QR_Q_F_purity,mechanism_cell
13,4,0.9971766839237312,25,25,QR_Q_F_purity,mechanism_cell
13,5,0.9910605485449835,25,25,QR_Q_F_purity,mechanism_cell
13,6,0.8306026861701286,25,25,QR_Q_F_purity,mechanism_cell
13,7,0.7123086917325459,25,25,QR_Q_F_purity,mechanism_cell
13,8,0.6233048027743404,25,25,QR_Q_F_purity,mechanism_cell
13,9,0.5540639426901007,25,25,QR_Q_F_purity,mechanism_cell
14,1,0.9986083695736788,25,25,QR_Q_F_purity,mechanism_cell
14,2,0.9985774649193947,25,25,QR_Q_F_purity,mechanism_cell
14,3,0.998472854030752,25,25,QR_Q_F_purity,mechanism_cell
14,4,0.9980637241509471,25,25,QR_Q_F_purity,mechanism_cell
14,5,0.9967051393364411,25,25,QR_Q_F_purity,mechanism_cell
14,6,0.8308108467359342,25,25,QR_Q_F_purity,mechanism_cell
14,7,0.7122177463512019,25,25,QR_Q_F_purity,mechanism_cell
14,8,0.62321344298113,25,25,QR_Q_F_purity,mechanism_cell
14,9,0.55398473165418,25,25,QR_Q_F_purity,mechanism_cell
15,1,0.9978476148423683,25,25,QR_Q_F_purity,mechanism_cell
15,2,0.9980293195462204,25,25,QR_Q_F_purity,mechanism_cell
15,3,0.998122786194995,25,25,QR_Q_F_purity,mechanism_cell
15,4,0.9956100711106367,25,25,QR_Q_F_purity,mechanism_cell
15,5,0.9930082952154087,25,25,QR_Q_F_purity,mechanism_cell
15,6,0.8302112741613538,25,25,QR_Q_F_purity,mechanism_cell
15,7,0.7124337715028214,25,25,QR_Q_F_purity,mechanism_cell
15,8,0.6234092286307312,25,25,QR_Q_F_purity,mechanism_cell
15,9,0.5541634084747316,25,25,QR_Q_F_purity,mechanism_cell
16,1,0.9981938127266372,25,25,QR_Q_F_purity,mechanism_cell
16,2,0.9981315401278438,25,25,QR_Q_F_purity,mechanism_cell
16,3,0.9980681473961891,25,25,QR_Q_F_purity,mechanism_cell
16,4,0.9976951268612365,25,25,QR_Q_F_purity,mechanism_cell
16,5,0.9957491400318977,25,25,QR_Q_F_purity,mechanism_cell
16,6,0.8303573143805991,25,25,QR_Q_F_purity,mechanism_cell
16,7,0.7123597080881708,25,25,QR_Q_F_purity,mechanism_cell
16,8,0.6233487852784808,25,25,QR_Q_F_purity,mechanism_cell
16,9,0.554116759788321,25,25,QR_Q_F_purity,mechanism_cell
17,1,0.9982196792189442,25,25,QR_Q_F_purity,mechanism_cell
17,2,0.9977640492626663,25,25,QR_Q_F_purity,mechanism_cell
17,3,0.9975035559966511,25,25,QR_Q_F_purity,mechanism_cell
17,4,0.9973527262233407,25,25,QR_Q_F_purity,mechanism_cell
17,5,0.9956222109318661,25,25,QR_Q_F_purity,mechanism_cell
17,6,0.8302565025390151,25,25,QR_Q_F_purity,mechanism_cell
17,7,0.7123561273256723,25,25,QR_Q_F_purity,mechanism_cell
17,8,0.6233256065312827,25,25,QR_Q_F_purity,mechanism_cell
17,9,0.5540845878150349,25,25,QR_Q_F_purity,mechanism_cell
18,1,0.9987896862916252,25,25,QR_Q_F_purity,mechanism_cell
18,2,0.9984267559357063,25,25,QR_Q_F_purity,mechanism_cell
18,3,0.9976619598401958,25,25,QR_Q_F_purity,mechanism_cell
18,4,0.9974618410365075,25,25,QR_Q_F_purity,mechanism_cell
18,5,0.9962354196471017,25,25,QR_Q_F_purity,mechanism_cell
18,6,0.8305777376167123,25,25,QR_Q_F_purity,mechanism_cell
18,7,0.7124629425741338,25,25,QR_Q_F_purity,mechanism_cell
18,8,0.6234274288282244,25,25,QR_Q_F_purity,mechanism_cell
18,9,0.5541670537944607,25,25,QR_Q_F_purity,mechanism_cell
19,1,0.9985934313858627,25,25,QR_Q_F_purity,mechanism_cell
19,2,0.9983631822384289,25,25,QR_Q_F_purity,mechanism_cell
19,3,0.9980649719808029,25,25,QR_Q_F_purity,mechanism_cell
19,4,0.9978673542692996,25,25,QR_Q_F_purity,mechanism_cell
19,5,0.9966833712880147,25,25,QR_Q_F_purity,mechanism_cell
19,6,0.8310218655980455,25,25,QR_Q_F_purity,mechanism_cell
19,7,0.712585975820673,25,25,QR_Q_F_purity,mechanism_cell
19,8,0.6235289241023634,25,25,QR_Q_F_purity,mechanism_cell
19,9,0.55426154571634,25,25,QR_Q_F_purity,mechanism_cell
0,1,5.64,25,25,d_hat,observable
0,2,5.0,25,25,d_hat,observable
0,3,4.0,25,25,d_hat,observable
0,4,3.0,25,25,d_hat,observable
0,5,2.0,25,25,d_hat,observable
0,6,1.84,25,25,d_hat,observable
0,7,2.28,25,25,d_hat,observable
0,8,2.24,25,25,d_hat,observable
0,9,2.16,25,25,d_hat,observable
1,1,5.64,25,25,d_hat,observable
1,2,5.0,25,25,d_hat,observable
1,3,4.0,25,25,d_hat,observable
1,4,3.0,25,25,d_hat,observable
1,5,2.0,25,25,d_hat,observable
1,6,1.32,25,25,d_hat,observable
1,7,2.32,25,25,d_hat,observable
1,8,2.28,25,25,d_hat,observable
1,9,2.48,25,25,d_hat,observable
2,1,5.6,25,25,d_hat,observable
2,2,5.0,25,25,d_hat,observable
2,3,4.0,25,25,d_hat,observable
2,4,3.0,25,25,d_hat,observable
2,5,2.04,25,25,d_hat,observable
2,6,1.84,25,25,d_hat,observable
2,7,2.36,25,25,d_hat,observable
2,8,2.24,25,25,d_hat,observable
2,9,2.48,25,25,d_hat,observable
3,1,5.2,25,25,d_hat,observable
3,2,5.0,25,25,d_hat,observable
3,3,4.0,25,25,d_hat,observable
3,4,3.0,25,25,d_hat,observable
3,5,2.0,25,25,d_hat,observable
3,6,2.28,25,25,d_hat,observable
3,7,2.48,25,25,d_hat,observable
3,8,2.4,25,25,d_hat,observable
3,9,2.2,25,25,d_hat,observable
4,1,5.96,25,25,d_hat,observable
4,2,5.0,25,25,d_hat,observable
4,3,4.0,25,25,d_hat,observable
4,4,3.0,25,25,d_hat,observable
4,5,2.0,25,25,d_hat,observable
4,6,2.08,25,25,d_hat,observable
4,7,2.92,25,25,d_hat,observable
4,8,2.8,25,25,d_hat,observable
