run_id,replication,structural_seed,forecast_origin_index,target_index,r_used,space_type,rank_Q_Rr,rank_Q_R5,expected_rank,rank_Qspace,rank_ok,nesting_max_all_adjacent,nesting_ok,Qspace_Q_F_dim_U,Qspace_Q_F_dim_Q,Qspace_Q_F_shared_energy,Qspace_Q_F_purity,Qspace_Q_F_capture,Qspace_Q_F_expected_random_purity,Qspace_Q_F_expected_random_capture,Qspace_Q_F_excess_purity,Qspace_Q_F_excess_capture,Qspace_Q_F_largest_canonical_correlation,Qspace_Q_F_smallest_principal_angle,Qspace_Q_F_canonical_correlations,Qspace_Q_F_principal_angles,Qspace_Q_F_unique_dim_U,Qspace_Q_F_unique_dim_Q,Qspace_Q_F_unique_shared_energy,Qspace_Q_F_unique_purity,Qspace_Q_F_unique_capture,Qspace_Q_F_unique_expected_random_purity,Qspace_Q_F_unique_expected_random_capture,Qspace_Q_F_unique_excess_purity,Qspace_Q_F_unique_excess_capture,Qspace_Q_F_unique_largest_canonical_correlation,Qspace_Q_F_unique_smallest_principal_angle,Qspace_Q_F_unique_canonical_correlations,Qspace_Q_F_unique_principal_angles,Qspace_Q_C_dim_U,Qspace_Q_C_dim_Q,Qspace_Q_C_shared_energy,Qspace_Q_C_purity,Qspace_Q_C_capture,Qspace_Q_C_expected_random_purity,Qspace_Q_C_expected_random_capture,Qspace_Q_C_excess_purity,Qspace_Q_C_excess_capture,Qspace_Q_C_largest_canonical_correlation,Qspace_Q_C_smallest_principal_angle,Qspace_Q_C_canonical_correlations,Qspace_Q_C_principal_angles,Qspace_Q_C_unique_dim_U,Qspace_Q_C_unique_dim_Q,Qspace_Q_C_unique_shared_energy,Qspace_Q_C_unique_purity,Qspace_Q_C_unique_capture,Qspace_Q_C_unique_expected_random_purity,Qspace_Q_C_unique_expected_random_capture,Qspace_Q_C_unique_excess_purity,Qspace_Q_C_unique_excess_capture,Qspace_Q_C_unique_largest_canonical_correlation,Qspace_Q_C_unique_smallest_principal_angle,Qspace_Q_C_unique_canonical_correlations,Qspace_Q_C_unique_principal_angles,Qspace_Q_C_full_dim_U,Qspace_Q_C_full_dim_Q,Qspace_Q_C_full_shared_energy,Qspace_Q_C_full_purity,Qspace_Q_C_full_capture,Qspace_Q_C_full_expected_random_purity,Qspace_Q_C_full_expected_random_capture,Qspace_Q_C_full_excess_purity,Qspace_Q_C_full_excess_capture,Qspace_Q_C_full_largest_canonical_correlation,Qspace_Q_C_full_smallest_principal_angle,Qspace_Q_C_full_canonical_correlations,Qspace_Q_C_full_principal_angles,Qspace_Q_P4_dim_U,Qspace_Q_P4_dim_Q,Qspace_Q_P4_shared_energy,Qspace_Q_P4_purity,Qspace_Q_P4_capture,Qspace_Q_P4_expected_random_purity,Qspace_Q_P4_expected_random_capture,Qspace_Q_P4_excess_purity,Qspace_Q_P4_excess_capture,Qspace_Q_P4_largest_canonical_correlation,Qspace_Q_P4_smallest_principal_angle,Qspace_Q_P4_canonical_correlations,Qspace_Q_P4_principal_angles
fullgrid_formal_20260817,4,827407145,311,1312,4,missing,4,5,1,1,True,1.7781861068396466e-15,True,1,5,0.9805897786389749,0.9805897786389749,0.19611795572779497,0.05,0.01,0.9305897786389749,0.18611795572779496,0.9902473320534496,0.1397752605136397,[0.9902473320534496],[0.1397752605136397],1,5,0.9033562481178643,0.9033562481178643,0.18067124962357287,0.05,0.01,0.8533562481178643,0.17067124962357286,0.9504505500644757,0.3161143326244223,[0.9504505500644757],[0.3161143326244223],1,3,0.08710709024906312,0.08710709024906312,0.029035696749687704,0.03,0.01,0.05710709024906312,0.019035696749687706,0.29513910321925,1.271195222833344,[0.29513910321925],[1.271195222833344],1,3,0.0098735597279532,0.0098735597279532,0.0032911865759844,0.03,0.01,-0.020126440272046797,-0.0067088134240156,0.09936578751236866,1.471266292794021,[0.09936578751236866],[1.471266292794021],1,0,,,,,,,,,,[],[],1,4,0.09251472185888421,0.09251472185888421,0.023128680464721052,0.04,0.01,0.05251472185888421,0.013128680464721052,0.3041623281389137,1.2617373556476514,[0.3041623281389137],[1.2617373556476514]
fullgrid_formal_20260817,4,827407145,311,1312,6,extra,6,5,1,1,True,1.7781861068396466e-15,True,1,5,0.012440619634192997,0.012440619634192997,0.0024881239268385994,0.05,0.01,-0.037559380365807006,-0.007511876073161401,0.11153752567720425,1.4590262307682722,[0.11153752567720425],[1.4590262307682722],1,0,,,,,,,,,,[],[],1,3,0.7818989753633853,0.7818989753633853,0.2606329917877951,0.03,0.01,0.7518989753633852,0.2506329917877951,0.8842505161793152,0.48590960832150176,[0.8842505161793152],[0.48590960832150176],1,3,0.8429862689284986,0.8429862689284986,0.2809954229761662,0.03,0.01,0.8129862689284986,0.2709954229761662,0.918142836887866,0.4074284404553295,[0.918142836887866],[0.4074284404553295],1,4,0.907121866658656,0.907121866658656,0.226780466664664,0.04,0.01,0.867121866658656,0.216780466664664,0.9524294549512085,0.309685528797528,[0.9524294549512085],[0.309685528797528],1,4,0.9277271629893906,0.9277271629893906,0.23193179074734765,0.04,0.01,0.8877271629893906,0.22193179074734765,0.9631859441402738,0.27218441924356773,[0.9631859441402738],[0.27218441924356773]
fullgrid_formal_20260817,4,827407145,311,1312,8,extra,8,5,3,3,True,1.7781861068396466e-15,True,3,5,0.013566675302723753,0.004522225100907918,0.0027133350605447505,0.05,0.03,-0.045477774899092084,-0.02728666493945525,0.1118930659237257,1.458668450908786,"[0.1118930659237257, 0.030657568786372734, 0.010331049173310042]","[1.458668450908786, 1.5401339535369072, 1.5604650938396196]",3,0,,,,,,,,,,[],[],3,3,1.3211174197966753,0.44037247326555845,0.44037247326555845,0.03,0.03,0.4103724732655585,0.4103724732655585,0.94419158724985,0.3356646420125565,"[0.94419158724985, 0.641990923348286, 0.13216399169856838]","[0.3356646420125565, 0.8737041729478984, 1.4382445204870136]",3,3,1.4459927751937254,0.4819975917312418,0.4819975917312418,0.03,0.03,0.45199759173124177,0.45199759173124177,0.9741828175335547,0.22772369873790008,"[0.9741828175335547, 0.690305734111644, 0.1429636550620284]","[0.22772369873790008, 0.8088847930547174, 1.4273411410657246]",3,4,1.8022474301847002,0.6007491433949,0.45056185754617506,0.04,0.03,0.5607491433949,0.42056185754617503,0.9537187255653603,0.30542671687248496,"[0.9537187255653603, 0.9334156734924507, 0.14629833618096902]","[0.30542671687248496, 0.3669785993831151, 1.42397102371427]",3,4,1.8593021281297955,0.6197673760432652,0.46482553203244886,0.04,0.03,0.5797673760432651,0.4348255320324489,0.9650864194293131,0.26502321869675044,"[0.9650864194293131, 0.949533085679059, 0.1621642696888195]","[0.26502321869675044, 0.31905236636777407, 1.4079127665183873]"
fullgrid_formal_20260817,4,827407145,311,1312,9,extra,9,5,4,4,True,1.7781861068396466e-15,True,4,5,0.013731379483828736,0.003432844870957184,0.002746275896765747,0.05,0.04,-0.04656715512904282,-0.037253724103234256,0.11244314925791409,1.4581148740795653,"[0.11244314925791409, 0.030685905605723315, 0.010334977341098181, 0.006283399502404555]","[1.4581148740795653, 1.540105603379135, 1.5604611654621072, 1.564512885945827]",4,0,,,,,,,,,,[],[],4,3,1.487793046882563,0.37194826172064077,0.495931015627521,0.03,0.04,0.34194826172064074,0.45593101562752103,0.9445529247049353,0.33456594457375655,"[0.9445529247049353, 0.7519970996389987, 0.17353149987379723]","[0.33456594457375655, 0.7197097260793165, 1.3963818780943815]",4,3,1.637455485405135,0.40936387135128377,0.545818495135045,0.03,0.04,0.3793638713512838,0.505818495135045,0.9746234794360923,0.2257635081414395,"[0.9746234794360923, 0.808147993226057, 0.18563776496639056]","[0.2257635081414395, 0.6297954631435352, 1.3840754576736014]",4,4,2.089474639203628,0.522368659800907,0.522368659800907,0.04,0.04,0.482368659800907,0.482368659800907,0.9540148226613988,0.30444048209514823,"[0.9540148226613988, 0.9339379721815805, 0.5430926213056674, 0.11018450955857528]","[0.30444048209514823, 0.36552013726913263, 0.9966804589747104, 1.4603876388242196]",4,4,2.180179098424818,0.5450447746062045,0.5450447746062045,0.04,0.04,0.5050447746062044,0.5050447746062044,0.9650970312268959,0.2649827020632576,"[0.9650970312268959, 0.9496992301476419, 0.5792366715736886, 0.10640991167678174]","[0.2649827020632576, 0.31852225656741134, 0.9530043641399323, 1.464184570474391]"
fullgrid_formal_20260817,4,827407145,332,1333,1,missing,1,5,4,4,True,1.871797251341983e-15,True,4,5,3.9705317967606186,0.9926329491901547,0.7941063593521237,0.05,0.04,0.9426329491901546,0.7541063593521237,0.999072295852451,0.043077781331188746,"[0.999072295852451, 0.9987067699445392, 0.9980554175582841, 0.9893717782361875]","[0.043077781331188746, 0.05086273473360163, 0.062373279570822955, 0.1459253358472563]",4,5,3.6808487165084403,0.9202121791271101,0.736169743301688,0.05,0.04,0.87021217912711,0.696169743301688,0.9986408306729488,0.052143596517754326,"[0.9986408306729488, 0.9697031908751752, 0.9543717418923147, 0.9123680768775372]","[0.052143596517754326, 0.24678346799041506, 0.3032475316178328, 0.4217643755554171]",4,3,0.3034650045460249,0.07586625113650622,0.10115500151534162,0.03,0.04,0.04586625113650622,0.061155001515341624,0.4050493144076839,1.1537635597244829,"[0.4050493144076839, 0.2895418171344797, 0.23572355328722175]","[1.1537635597244829, 1.2770482109863042, 1.3328332917016639]",4,3,0.013781924293849602,0.0034454810734624005,0.004593974764616534,0.03,0.04,-0.0265545189265376,-0.03540602523538347,0.11359772734686381,1.456952850446442,"[0.11359772734686381, 0.027822548852941824, 0.010167910837672479]","[1.456952850446442, 1.5429701871452568, 1.5606282407451046]",4,0,,,,,,,,,,[],[],4,4,0.3599434850649865,0.08998587126624663,0.08998587126624663,0.04,0.04,0.04998587126624663,0.04998587126624663,0.43708153430114516,1.1184450454221404,"[0.43708153430114516, 0.2899132537315772, 0.25250372627332457, 0.14524252465032225]","[1.1184450454221404, 1.2766601292362267, 1.3155293675833812, 1.4250382347740744]"
fullgrid_formal_20260817,4,827407145,332,1333,2,missing,2,5,3,3,True,1.871797251341983e-15,True,3,5,2.974039546508003,0.9913465155026677,0.5948079093016007,0.05,0.03,0.9413465155026677,0.5648079093016006,0.9990368425881545,0.04389332668189972,"[0.9990368425881545, 0.9983504744019174, 0.9895763052544058]","[0.04389332668189972, 0.057445265893418, 0.14451196596366733]",3,5,2.78183733202525,0.9272791106750833,0.55636746640505,0.05,0.03,0.8772791106750832,0.5263674664050499,0.9823610878506339,0.18810110396519628,"[0.9823610878506339, 0.9668163524060929, 0.939185905889961]","[0.18810110396519628, 0.258336272644053, 0.35054438310667924]",3,3,0.2042815073457258,0.0680938357819086,0.0680938357819086,0.03,0.03,0.0380938357819086,0.0380938357819086,0.333553000333437,1.2307264157034372,"[0.333553000333437, 0.24982481156704006, 0.17496132955536467]","[1.2307264157034372, 1.3182970012632143, 1.3949298350373232]",3,3,0.012079292862975006,0.004026430954325002,0.004026430954325002,0.03,0.03,-0.025973569045674997,-0.025973569045674997,0.10834007050303042,1.4622431874093884,"[0.10834007050303042, 0.018077955667956593, 0.003861282849106152]","[1.4622431874093884, 1.5527173862985078, 1.5669350343507567]",3,0,,,,,,,,,,[],[],3,4,0.2503561921331754,0.0834520640443918,0.06258904803329385,0.04,0.03,0.0434520640443918,0.03258904803329385,0.38560602796123883,1.1749317698752797,"[0.38560602796123883, 0.25268950493427167, 0.19445358682524827]","[1.1749317698752797, 1.3153373625198377, 1.375095953649176]"
fullgrid_formal_20260817,4,827407145,332,1333,4,missing,4,5,1,1,True,1.871797251341983e-15,True,1,5,0.9811779920299687,0.9811779920299687,0.19623559840599375,0.05,0.01,0.9311779920299686,0.18623559840599374,0.9905442907967158,0.1376273855914307,[0.9905442907967158],[0.1376273855914307],1,5,0.9058112455367244,0.9058112455367244,0.18116224910734488,0.05,0.01,0.8558112455367244,0.17116224910734487,0.9517411652002473,0.3119360873764132,[0.9517411652002473],[0.3119360873764132],1,3,0.08497640944614275,0.08497640944614275,0.028325469815380918,0.03,0.01,0.05497640944614275,0.01832546981538092,0.29150713446868287,1.274994303156581,[0.29150713446868287],[1.274994303156581],1,3,0.009609662952898506,0.009609662952898506,0.0032032209842995023,0.03,0.01,-0.02039033704710149,-0.0067967790157004975,0.09802888835898582,1.4726097514902368,[0.09802888835898582],[1.4726097514902368],1,0,,,,,,,,,,[],[],1,4,0.09338060619742117,0.09338060619742117,0.023345151549355292,0.04,0.01,0.05338060619742117,0.013345151549355292,0.305582404921195,1.2602462940476118,[0.305582404921195],[1.2602462940476118]
fullgrid_formal_20260817,4,827407145,332,1333,6,extra,6,5,1,1,True,1.871797251341983e-15,True,1,5,0.01260654445853699,0.01260654445853699,0.002521308891707398,0.05,0.01,-0.03739345554146301,-0.007478691108292602,0.11227886915416004,1.4582802011250944,[0.11227886915416004],[1.4582802011250944],1,0,,,,,,,,,,[],[],1,3,0.795511949006308,0.795511949006308,0.2651706496687693,0.03,0.01,0.7655119490063079,0.2551706496687693,0.8919147655501102,0.4692343802257847,[0.8919147655501102],[0.4692343802257847],1,3,0.8566374577544374,0.8566374577544374,0.28554581925147915,0.03,0.01,0.8266374577544374,0.27554581925147914,0.9255471126606346,0.3883183049620469,[0.9255471126606346],[0.3883183049620469],1,4,0.905481186274596,0.905481186274596,0.226370296568649,0.04,0.01,0.8654811862745959,0.21637029656864898,0.951567751804671,0.3125006383172505,[0.951567751804671],[0.3125006383172505],1,4,0.9250891848485336,0.9250891848485336,0.2312722962121334,0.04,0.01,0.8850891848485336,0.2212722962121334,0.9618155669610123,0.27723616918788613,[0.9618155669610123],[0.27723616918788613]
fullgrid_formal_20260817,4,827407145,332,1333,8,extra,8,5,3,3,True,1.871797251341983e-15,True,3,5,0.015103160913358466,0.005034386971119489,0.0030206321826716934,0.05,0.03,-0.04496561302888051,-0.026979367817328306,0.11740082514254055,1.4531241267462367,"[0.11740082514254055, 0.0351237332897622, 0.009302178723220464]","[1.4531241267462367, 1.5356653676047114, 1.5614940139127111]",3,0,,,,,,,,,,[],[],3,3,1.3737722521166917,0.45792408403889723,0.45792408403889723,0.03,0.03,0.42792408403889726,0.42792408403889726,0.9433201446768485,0.338300260196002,"[0.9433201446768485, 0.6618060466741874, 0.21431778589054282]","[0.338300260196002, 0.8475710140828608, 1.3548029936793846]",3,3,1.5066050573856746,0.5022016857952248,0.5022016857952248,0.03,0.03,0.4722016857952248,0.4722016857952248,0.9745767322231575,0.22597224552594494,"[0.9745767322231575, 0.7105677606186692, 0.22781287927655888]","[0.22597224552594494, 0.7804915422161515, 1.3409654206457358]",3,4,1.877279425277928,0.625759808425976,0.469319856319482,0.04,0.03,0.585759808425976,0.439319856319482,0.9548004772862605,0.30180850518452307,"[0.9548004772862605, 0.9359116528171397, 0.2995076826609744]","[0.30180850518452307, 0.3599579022048222, 1.2666197197293219]",3,4,1.941334456183307,0.6471114853944356,0.48533361404582676,0.04,0.03,0.6071114853944356,0.45533361404582673,0.9669549728514196,0.2577931099508025,"[0.9669549728514196, 0.9493208176382985, 0.3242260351356285]","[0.2577931099508025, 0.31972840544063735, 1.240602875828849]"
fullgrid_formal_20260817,4,827407145,332,1333,9,extra,9,5,4,4,True,1.871797251341983e-15,True,4,5,0.015356549102124549,0.0038391372755311372,0.00307130982042491,0.05,0.04,-0.046160862724468864,-0.03692869017957509,0.11831667996156599,1.4522018439227433,"[0.11831667996156599, 0.03519519310045596, 0.010620353486755963, 0.0024937560896940154]","[1.4522018439227433, 1.5355938635841344, 1.560175773649684, 1.568302568120492]",4,0,,,,,,,,,,[],[],4,3,1.5301394428785011,0.3825348607196253,0.5100464809595003,0.03,0.04,0.35253486071962525,0.47004648095950036,0.9433211414384152,0.3382972568415171,"[0.9433211414384152, 0.7356799696796719, 0.314737428987948]","[0.3382972568415171, 0.744126294141439, 1.2506163151074499]",4,3,1.6897315796913153,0.4224328949228288,0.5632438598971051,0.03,0.04,0.39243289492282885,0.5232438598971051,0.9745989343152766,0.22587313156461397,"[0.9745989343152766, 0.7945023188462706, 0.32962791488395116]","[0.22587313156461397, 0.6526087377391917, 1.234886890421773]",4,4,2.1107580740027365,0.5276895185006841,0.5276895185006841,0.04,0.04,0.48768951850068415,0.48768951850068415,0.9550146266379843,0.3010872282459776,"[0.9550146266379843, 0.9359338949125386, 0.5657895585539002, 0.051137625047276127]","[0.3010872282459776, 0.35989475126258613, 0.9694058241007896, 1.5196363875139953]",4,4,2.1958082769416376,0.5489520692354094,0.5489520692354094,0.04,0.04,0.5089520692354094,0.5089520692354094,0.9669670470364203,0.2577457461473319,"[0.9669670470364203, 0.9493580725197592, 0.5982350416917501, 0.04021308146536767]","[0.2577457461473319, 0.31960985464136393, 0.9294995954429792, 1.5305723993936542]"
fullgrid_formal_20260817,4,827407145,352,1353,1,missing,1,5,4,4,True,2.020545159954603e-15,True,4,5,3.971209071456314,0.9928022678640785,0.7942418142912628,0.05,0.04,0.9428022678640785,0.7542418142912628,0.999072230965005,0.043079288056525306,"[0.999072230965005, 0.9987380820121408, 0.9981564803552252, 0.9895805338801392]","[0.043079288056525306, 0.050243078794510884, 0.06073032769293107, 0.14448259948134703]",4,5,3.68262788983135,0.9206569724578375,0.73652557796627,0.05,0.04,0.8706569724578375,0.69652557796627,0.9986999083866054,0.05099751792916476,"[0.9986999083866054, 0.9692202712676197, 0.9550398556802518, 0.913092176423663]","[0.05099751792916476, 0.24875263348857155, 0.30100214391331226, 0.419992063624399]",4,3,0.3014772225456136,0.0753693056364034,0.10049240751520454,0.03,0.04,0.0453693056364034,0.06049240751520454,0.40341803356371647,1.1555470517005004,"[0.40341803356371647, 0.2873134559162655, 0.2370276160928298]","[1.1555470517005004, 1.2793754777332091, 1.3314911961601654]",4,3,0.012896040920653959,0.0032240102301634896,0.004298680306884653,0.03,0.04,-0.02677598976983651,-0.035701319693115345,0.1102002391948737,1.460371812811905,"[0.1102002391948737, 0.025289866373419553, 0.01060051229239242]","[1.460371812811905, 1.5455037638410536, 1.5601956159610157]",4,0,,,,,,,,,,[],[],4,4,0.35970473755379295,0.08992618438844824,0.08992618438844824,0.04,0.04,0.04992618438844824,0.04992618438844824,0.43780441736635783,1.1176411686455348,"[0.43780441736635783, 0.28758720713225366, 0.2543002785062707, 0.14372541992911458]","[1.1176411686455348, 1.279089663899068, 1.3136721990307298, 1.4265714272258578]"
fullgrid_formal_20260817,4,827407145,352,1353,2,missing,2,5,3,3,True,2.020545159954603e-15,True,3,5,2.974424086066209,0.9914746953554029,0.5948848172132417,0.05,0.03,0.9414746953554028,0.5648848172132417,0.9989923865532425,0.044895048866941824,"[0.9989923865532425, 0.998413743083908, 0.9897516331363369]","[0.044895048866941824, 0.05633252101720343, 0.1432893554873291]",3,5,2.7843496132740593,0.9281165377580197,0.5568699226548118,0.05,0.03,0.8781165377580197,0.5268699226548118,0.9825585875752589,0.18704197412879642,"[0.9825585875752589, 0.9667867110807952, 0.9403465800085362]","[0.18704197412879642, 0.25845227273672755, 0.3471487515153596]",3,3,0.2014730291692965,0.0671576763897655,0.0671576763897655,0.03,0.03,0.0371576763897655,0.0371576763897655,0.33011621216280707,1.2343696404000404,"[0.33011621216280707, 0.24967490423586683, 0.17366277042414066]","[1.2343696404000404, 1.3184518145680524, 1.3962485837020928]",3,3,0.011398556377149626,0.003799518792383209,0.003799518792383209,0.03,0.03,-0.02620048120761679,-0.02620048120761679,0.10545358597753542,1.4651463075185172,"[0.10545358597753542, 0.016434124602233893, 0.002831453723164759]","[1.4651463075185172, 1.5543614623467759, 1.5679648692883625]",3,0,,,,,,,,,,[],[],3,4,0.24997158662655317,0.08332386220885106,0.06249289665663829,0.04,0.03,0.04332386220885106,0.03249289665663829,0.38466130133792165,1.1759554634635268,"[0.38466130133792165, 0.2543859181443001, 0.19311932717739888]","[1.1759554634635268, 1.3135836472844875, 1.3764559947113042]"
fullgrid_formal_20260817,4,827407145,352,1353,4,missing,4,5,1,1,True,2.020545159954603e-15,True,1,5,0.9814235030337635,0.9814235030337635,0.19628470060675268,0.05,0.01,0.9314235030337634,0.18628470060675267,0.9906682103680139,0.13672117300566086,[0.9906682103680139],[0.13672117300566086],1,5,0.907842600271488,0.907842600271488,0.1815685200542976,0.05,0.01,0.857842600271488,0.1715685200542976,0.952807745702924,0.3084418337021132,[0.952807745702924],[0.3084418337021132],1,3,0.08270230259778515,0.08270230259778515,0.027567434199261717,0.03,0.01,0.05270230259778515,0.017567434199261718,0.2875800803216126,1.2790971050575335,[0.2875800803216126],[1.2790971050575335],1,3,0.009121399835509605,0.009121399835509605,0.003040466611836535,0.03,0.01,-0.020878600164490394,-0.006959533388163465,0.09550601989146865,1.475144516258061,[0.09550601989146865],[1.475144516258061],1,0,,,,,,,,,,[],[],1,4,0.09307027109264038,0.09307027109264038,0.023267567773160094,0.04,0.01,0.05307027109264038,0.013267567773160094,0.3050742058788982,1.2607799780314841,[0.3050742058788982],[1.2607799780314841]
fullgrid_formal_20260817,4,827407145,352,1353,6,extra,6,5,1,1,True,2.020545159954603e-15,True,1,5,0.011688474562017334,0.011688474562017334,0.002337694912403467,0.05,0.01,-0.03831152543798267,-0.007662305087596534,0.10811324878116157,1.462471349298904,[0.10811324878116157],[1.462471349298904],1,0,,,,,,,,,,[],[],1,3,0.7993469256687539,0.7993469256687539,0.26644897522291794,0.03,0.01,0.7693469256687538,0.25644897522291793,0.8940620368121855,0.46446345307582654,[0.8940620368121855],[0.46446345307582654],1,3,0.8590303298484244,0.8590303298484244,0.28634344328280814,0.03,0.01,0.8290303298484244,0.27634344328280813,0.9268388909883014,0.3848922574620494,[0.9268388909883014],[0.3848922574620494],1,4,0.90700273686969,0.90700273686969,0.2267506842174225,0.04,0.01,0.86700273686969,0.2167506842174225,0.9523669129435829,0.3098906808578209,[0.9523669129435829],[0.3098906808578209],1,4,0.9266420455822895,0.9266420455822895,0.23166051139557237,0.04,0.01,0.8866420455822894,0.22166051139557236,0.9626224834182346,0.2742725365684653,[0.9626224834182346],[0.2742725365684653]
fullgrid_formal_20260817,4,827407145,352,1353,8,extra,8,5,3,3,True,2.020545159954603e-15,True,3,5,0.014073082929309323,0.004691027643103108,0.0028146165858618645,0.05,0.03,-0.0453089723568969,-0.027185383414138134,0.11408778512161438,1.456459585845082,"[0.11408778512161438, 0.031371191489718224, 0.008538650939644924]","[1.456459585845082, 1.5394199873566494, 1.562257572095057]",3,0,,,,,,,,,,[],[],3,3,1.4096270015465637,0.46987566718218793,0.46987566718218793,0.03,0.03,0.43987566718218796,0.43987566718218796,0.9440991499044298,0.33594515536523767,"[0.9440991499044298, 0.6657233105143977, 0.2740734765241751]","[0.33594515536523767, 0.8423336004324068, 1.293170170635102]",3,3,1.5469262579662943,0.5156420859887648,0.5156420859887648,0.03,0.03,0.4856420859887648,0.4856420859887648,0.9749405629610086,0.22434261608851094,"[0.9749405629610086, 0.7152161267557564, 0.2913469558585772]","[0.22434261608851094, 0.7738630322158923, 1.2751617501280137]",3,4,1.9181661137003063,0.6393887045667688,0.4795415284250766,0.04,0.03,0.5993887045667687,0.44954152842507655,0.9552160373915861,0.30040732404527043,"[0.9552160373915861, 0.935736153444021, 0.3607302132453143]","[0.30040732404527043, 0.3604558182193034, 1.2017456241839302]",3,4,1.989797031502139,0.6632656771673796,0.49744925787553473,0.04,0.03,0.6232656771673796,0.4674492578755347,0.9674743913771481,0.2557478183874115,"[0.9674743913771481, 0.9497334329367967, 0.38961101100154083]","[0.2557478183874115, 0.3184130214354996, 1.1705871362894322]"
fullgrid_formal_20260817,4,827407145,352,1353,9,extra,9,5,4,4,True,2.020545159954603e-15,True,4,5,0.014270229215787847,0.0035675573039469616,0.0028540458431575693,0.05,0.04,-0.04643244269605304,-0.03714595415684243,0.1144595646961649,1.456085354795871,"[0.1144595646961649, 0.03160411675278101, 0.010791706112059285, 0.0073454849274785855]","[1.456085354795871, 1.5391869465376429, 1.560004411203187, 1.5634507758101344]",4,0,,,,,,,,,,[],[],4,3,1.6211154495091034,0.40527886237727584,0.5403718165030345,0.03,0.04,0.3752788623772758,0.5003718165030344,0.944501255846348,0.3347232636570211,"[0.944501255846348, 0.6743285284138489, 0.5237498095283547]","[0.3347232636570211, 0.830741324039252, 1.0195494568780057]",4,3,1.782856189691819,0.44571404742295473,0.5942853965639396,0.03,0.04,0.4157140474229547,0.5542853965639396,0.9750501005648629,0.22384970350007338,"[0.9750501005648629, 0.7187992813738135, 0.5616592242425642]","[0.22384970350007338, 0.7687226653371724, 0.9744064655715988]",4,4,2.136182227352538,0.5340455568381345,0.5340455568381345,0.04,0.04,0.4940455568381345,0.4940455568381345,0.9552291204154436,0.30036310793914567,"[0.9552291204154436, 0.9367928831491504, 0.5241426855548875, 0.26723228495690377]","[0.30036310793914567, 0.357447702154428, 1.0190882001476465, 1.300276613743994]",4,4,2.268728865160151,0.5671822162900377,0.5671822162900377,0.04,0.04,0.5271822162900377,0.5271822162900377,0.9674756490507538,0.25574284668854846,"[0.9674756490507538, 0.9503182850278262, 0.5792856116508421, 0.30666442723285503]","[0.25574284668854846, 0.3165395157255526, 0.9529443254284644, 1.2591097061609782]"
fullgrid_formal_20260817,4,827407145,373,1374,1,missing,1,5,4,4,True,2.3883039704615115e-15,True,4,5,3.970365166036843,0.9925912915092108,0.7940730332073687,0.05,0.04,0.9425912915092107,0.7540730332073686,0.9991446731177044,0.04136299894333943,"[0.9991446731177044, 0.9985439923095669, 0.9983458377464828, 0.989085725250397]","[0.04136299894333943, 0.053969642468373005, 0.057525967995606685, 0.14787958819207833]",4,5,3.6792322144604817,0.9198080536151204,0.7358464428920963,0.05,0.04,0.8698080536151204,0.6958464428920963,0.9987058577638125,0.05088067347390918,"[0.9987058577638125, 0.9666414427661397, 0.9560184227633437, 0.9129358797817149]","[0.05088067347390918, 0.2590200398560711, 0.2976837559091089, 0.4203752111298606]",4,3,0.3051598446067496,0.0762899611516874,0.10171994820224987,0.03,0.04,0.0462899611516874,0.06171994820224987,0.4035801871697443,1.1553698307778315,"[0.4035801871697443, 0.2844358285896844, 0.2477481312649672]","[1.1553698307778315, 1.2823784285026765, 1.3204410958991022]",4,3,0.014026893030392187,0.003506723257598047,0.004675631010130729,0.03,0.04,-0.026493276742401952,-0.03532436898986927,0.11551373411984424,1.455024146364617,"[0.11551373411984424, 0.024408528413107037, 0.009364507503796868]","[1.455024146364617, 1.5463853740614826, 1.5614316824171768]",4,0,,,,,,,,,,[],[],4,4,0.365570069988418,0.0913925174971045,0.0913925174971045,0.04,0.04,0.0513925174971045,0.0513925174971045,0.4390563618132794,1.1162482078465348,"[0.4390563618132794, 0.2929196397571043, 0.25528321460425696, 0.14774351466507699]","[1.1162482078465348, 1.2735173325821054, 1.312655714783957, 1.4225099683627942]"
